numElectroVeh,numPetrolVeh,numVeh,raw_instance,replicate,size,source_file,sum_cv_ev
1,1,2,E-UK10_01.txt,1,10,models/data_bundle/raw_instances/goeke_uk/E-UK10_01.txt,2
1,1,2,E-UK10_02.txt,2,10,models/data_bundle/raw_instances/goeke_uk/E-UK10_02.txt,2
1,1,2,E-UK10_03.txt,3,10,models/data_bundle/raw_instances/goeke_uk/E-UK10_03.txt,2
1,1,2,E-UK10_04.txt,4,10,models/data_bundle/raw_instances/goeke_uk/E-UK10_04.txt,2
1,1,2,E-UK10_05.txt,5,10,models/data_bundle/raw_instances/goeke_uk/E-UK10_05.txt,2
1,1,2,E-UK10_06.txt,6,10,models/data_bundle/raw_instances/goeke_uk/E-UK10_06.txt,2
1,1,2,E-UK10_07.txt,7,10,models/data_bundle/raw_instances/goeke_uk/E-UK10_07.txt,2
1,1,2,E-UK10_08.txt,8,10,models/data_bundle/raw_instances/goeke_uk/E-UK10_08.txt,2
1,1,2,E-UK10_09.txt,9,10,models/data_bundle/raw_instances/goeke_uk/E-UK10_09.txt,2
1,1,2,E-UK10_10.txt,10,10,models/data_bundle/raw_instances/goeke_uk/E-UK10_10.txt,2
1,1,2,E-UK10_11.txt,11,10,models/data_bundle/raw_instances/goeke_uk/E-UK10_11.txt,2
1,1,2,E-UK10_12.txt,12,10,models/data_bundle/raw_instances/goeke_uk/E-UK10_12.txt,2
1,1,2,E-UK10_13.txt,13,10,models/data_bundle/raw_instances/goeke_uk/E-UK10_13.txt,2
1,1,2,E-UK10_14.txt,14,10,models/data_bundle/raw_instances/goeke_uk/E-UK10_14.txt,2
1,1,2,E-UK10_15.txt,15,10,models/data_bundle/raw_instances/goeke_uk/E-UK10_15.txt,2
1,1,2,E-UK10_16.txt,16,10,models/data_bundle/raw_instances/goeke_uk/E-UK10_16.txt,2
1,1,2,E-UK10_17.txt,17,10,models/data_bundle/raw_instances/goeke_uk/E-UK10_17.txt,2
1,1,2,E-UK10_18.txt,18,10,models/data_bundle/raw_instances/goeke_uk/E-UK10_18.txt,2
1,1,2,E-UK10_19.txt,19,10,models/data_bundle/raw_instances/goeke_uk/E-UK10_19.txt,2
1,1,2,E-UK10_20.txt,20,10,models/data_bundle/raw_instances/goeke_uk/E-UK10_20.txt,2
0,2,2,E-UK15_01.txt,1,15,models/data_bundle/raw_instances/goeke_uk/E-UK15_01.txt,2
1,1,2,E-UK15_02.txt,2,15,models/data_bundle/raw_instances/goeke_uk/E-UK15_02.txt,2
1,2,3,E-UK15_03.txt,3,15,models/data_bundle/raw_instances/goeke_uk/E-UK15_03.txt,3
1,2,3,E-UK15_04.txt,4,15,models/data_bundle/raw_instances/goeke_uk/E-UK15_04.txt,3
1,1,2,E-UK15_05.txt,5,15,models/data_bundle/raw_instances/goeke_uk/E-UK15_05.txt,2
1,2,3,E-UK15_06.txt,6,15,models/data_bundle/raw_instances/goeke_uk/E-UK15_06.txt,3
1,2,3,E-UK15_07.txt,7,15,models/data_bundle/raw_instances/goeke_uk/E-UK15_07.txt,3
1,1,2,E-UK15_08.txt,8,15,models/data_bundle/raw_instances/goeke_uk/E-UK15_08.txt,2
1,2,3,E-UK15_09.txt,9,15,models/data_bundle/raw_instances/goeke_uk/E-UK15_09.txt,3
1,1,2,E-UK15_10.txt,10,15,models/data_bundle/raw_instances/goeke_uk/E-UK15_10.txt,2
0,2,2,E-UK15_11.txt,11,15,models/data_bundle/raw_instances/goeke_uk/E-UK15_11.txt,2
1,2,3,E-UK15_12.txt,12,15,models/data_bundle/raw_instances/goeke_uk/E-UK15_12.txt,3
1,2,3,E-UK15_13.txt,13,15,models/data_bundle/raw_instances/goeke_uk/E-UK15_13.txt,3
1,2,3,E-UK15_14.txt,14,15,models/data_bundle/raw_instances/goeke_uk/E-UK15_14.txt,3
1,1,2,E-UK15_15.txt,15,15,models/data_bundle/raw_instances/goeke_uk/E-UK15_15.txt,2
1,1,2,E-UK15_16.txt,16,15,models/data_bundle/raw_instances/goeke_uk/E-UK15_16.txt,2
1,2,3,E-UK15_17.txt,17,15,models/data_bundle/raw_instances/goeke_uk/E-UK15_17.txt,3
1,2,3,E-UK15_18.txt,18,15,models/data_bundle/raw_instances/goeke_uk/E-UK15_18.txt,3
1,1,2,E-UK15_19.txt,19,15,models/data_bundle/raw_instances/goeke_uk/E-UK15_19.txt,2
1,2,3,E-UK15_20.txt,20,15,models/data_bundle/raw_instances/goeke_uk/E-UK15_20.txt,3
1,2,3,E-UK20_01.txt,1,20,models/data_bundle/raw_instances/goeke_uk/E-UK20_01.txt,3
1,2,3,E-UK20_02.txt,2,20,models/data_bundle/raw_instances/goeke_uk/E-UK20_02.txt,3
1,2,3,E-UK20_03.txt,3,20,models/data_bundle/raw_instances/goeke_uk/E-UK20_03.txt,3
1,2,3,E-UK20_04.txt,4,20,models/data_bundle/raw_instances/goeke_uk/E-UK20_04.txt,3
1,2,3,E-UK20_05.txt,5,20,models/data_bundle/raw_instances/goeke_uk/E-UK20_05.txt,3
1,2,3,E-UK20_06.txt,6,20,models/data_bundle/raw_instances/goeke_uk/E-UK20_06.txt,3
1,2,3,E-UK20_07.txt,7,20,models/data_bundle/raw_instances/goeke_uk/E-UK20_07.txt,3
1,2,3,E-UK20_08.txt,8,20,models/data_bundle/raw_instances/goeke_uk/E-UK20_08.txt,3
1,2,3,E-UK20_09.txt,9,20,models/data_bundle/raw_instances/goeke_uk/E-UK20_09.txt,3
1,2,3,E-UK20_10.txt,10,20,models/data_bundle/raw_instances/goeke_uk/E-UK20_10.txt,3
1,2,3,E-UK20_11.txt,11,20,models/data_bundle/raw_instances/goeke_uk/E-UK20_11.txt,3
1,2,3,E-UK20_12.txt,12,20,models/data_bundle/raw_instances/goeke_uk/E-UK20_12.txt,3
1,2,3,E-UK20_13.txt,13,20,models/data_bundle/raw_instances/goeke_uk/E-UK20_13.txt,3
2,2,4,E-UK20_14.txt,14,20,models/data_bundle/raw_instances/goeke_uk/E-UK20_14.txt,4
1,2,3,E-UK20_15.txt,15,20,models/data_bundle/raw_instances/goeke_uk/E-UK20_15.txt,3
1,2,3,E-UK20_16.txt,16,20,models/data_bundle/raw_instances/goeke_uk/E-UK20_16.txt,3
1,2,3,E-UK20_17.txt,17,20,models/data_bundle/raw_instances/goeke_uk/E-UK20_17.txt,3
1,2,3,E-UK20_18.txt,18,20,models/data_bundle/raw_instances/goeke_uk/E-UK20_18.txt,3
1,2,3,E-UK20_19.txt,19,20,models/data_bundle/raw_instances/goeke_uk/E-UK20_19.txt,3
1,2,3,E-UK20_20.txt,20,20,models/data_bundle/raw_instances/goeke_uk/E-UK20_20.txt,3
1,2,3,E-UK25_01.txt,1,25,models/data_bundle/raw_instances/goeke_uk/E-UK25_01.txt,3
2,2,4,E-UK25_02.txt,2,25,models/data_bundle/raw_instances/goeke_uk/E-UK25_02.txt,4
1,2,3,E-UK25_03.txt,3,25,models/data_bundle/raw_instances/goeke_uk/E-UK25_03.txt,3
1,2,3,E-UK25_04.txt,4,25,models/data_bundle/raw_instances/goeke_uk/E-UK25_04.txt,3
2,2,4,E-UK25_05.txt,5,25,models/data_bundle/raw_instances/goeke_uk/E-UK25_05.txt,4
2,2,4,E-UK25_06.txt,6,25,models/data_bundle/raw_instances/goeke_uk/E-UK25_06.txt,4
1,2,3,E-UK25_07.txt,7,25,models/data_bundle/raw_instances/goeke_uk/E-UK25_07.txt,3
1,2,3,E-UK25_08.txt,8,25,models/data_bundle/raw_instances/goeke_uk/E-UK25_08.txt,3
2,2,4,E-UK25_09.txt,9,25,models/data_bundle/raw_instances/goeke_uk/E-UK25_09.txt,4
2,2,4,E-UK25_10.txt,10,25,models/data_bundle/raw_instances/goeke_uk/E-UK25_10.txt,4
2,2,4,E-UK25_11.txt,11,25,models/data_bundle/raw_instances/goeke_uk/E-UK25_11.txt,4
2,2,4,E-UK25_12.txt,12,25,models/data_bundle/raw_instances/goeke_uk/E-UK25_12.txt,4
2,2,4,E-UK25_13.txt,13,25,models/data_bundle/raw_instances/goeke_uk/E-UK25_13.txt,4
2,2,4,E-UK25_14.txt,14,25,models/data_bundle/raw_instances/goeke_uk/E-UK25_14.txt,4
1,2,3,E-UK25_15.txt,15,25,models/data_bundle/raw_instances/goeke_uk/E-UK25_15.txt,3
2,2,4,E-UK25_16.txt,16,25,models/data_bundle/raw_instances/goeke_uk/E-UK25_16.txt,4
2,2,4,E-UK25_17.txt,17,25,models/data_bundle/raw_instances/goeke_uk/E-UK25_17.txt,4
1,2,3,E-UK25_18.txt,18,25,models/data_bundle/raw_instances/goeke_uk/E-UK25_18.txt,3
2,2,4,E-UK25_19.txt,19,25,models/data_bundle/raw_instances/goeke_uk/E-UK25_19.txt,4
2,2,4,E-UK25_20.txt,20,25,models/data_bundle/raw_instances/goeke_uk/E-UK25_20.txt,4
3,4,7,E-UK50_01.txt,1,50,models/data_bundle/raw_instances/goeke_uk/E-UK50_01.txt,7
3,4,7,E-UK50_02.txt,2,50,models/data_bundle/raw_instances/goeke_uk/E-UK50_02.txt,7
3,4,7,E-UK50_03.txt,3,50,models/data_bundle/raw_instances/goeke_uk/E-UK50_03.txt,7
4,4,8,E-UK50_04.txt,4,50,models/data_bundle/raw_instances/goeke_uk/E-UK50_04.txt,8
3,3,6,E-UK50_05.txt,5,50,models/data_bundle/raw_instances/goeke_uk/E-UK50_05.txt,6
4,4,8,E-UK50_06.txt,6,50,models/data_bundle/raw_instances/goeke_uk/E-UK50_06.txt,8
3,4,7,E-UK50_07.txt,7,50,models/data_bundle/raw_instances/goeke_uk/E-UK50_07.txt,7
3,4,7,E-UK50_08.txt,8,50,models/data_bundle/raw_instances/goeke_uk/E-UK50_08.txt,7
3,4,7,E-UK50_09.txt,9,50,models/data_bundle/raw_instances/goeke_uk/E-UK50_09.txt,7
3,4,7,E-UK50_10.txt,10,50,models/data_bundle/raw_instances/goeke_uk/E-UK50_10.txt,7
3,4,7,E-UK50_11.txt,11,50,models/data_bundle/raw_instances/goeke_uk/E-UK50_11.txt,7
3,4,7,E-UK50_12.txt,12,50,models/data_bundle/raw_instances/goeke_uk/E-UK50_12.txt,7
3,4,7,E-UK50_13.txt,13,50,models/data_bundle/raw_instances/goeke_uk/E-UK50_13.txt,7
3,4,7,E-UK50_14.txt,14,50,models/data_bundle/raw_instances/goeke_uk/E-UK50_14.txt,7
3,3,6,E-UK50_15.txt,15,50,models/data_bundle/raw_instances/goeke_uk/E-UK50_15.txt,6
3,4,7,E-UK50_16.txt,16,50,models/data_bundle/raw_instances/goeke_uk/E-UK50_16.txt,7
