task_id,draft_status,formal_search_allowed,run_id,instance_id,scenario_date,arm,budget,seed,status,search_objective_value,search_objective_closure_abs,full_model_objective_cny,operating_cost_cny,carbon_cost_cny,fuel_direct_emissions_kg,charging_emissions_kg,system_emissions_kg,enabled_physical_vehicles,assigned_cv,assigned_ev,total_trips,total_distance_m,total_distance_km,charging_energy_kwh,charging_cost_cny,completed_customer_count,required_customer_count,completed_demand,required_demand,route_count,route_signature_sha256,solution_sha256,customer_assignment_sha256,arc_set_sha256,completion_attempts_all,completion_successes_all,completion_failures_all,candidate_completion_attempts,candidate_completion_successes,candidate_completion_failures,failure_category_distribution,selected_source,hgs_iterations_by_view,wallclock_safety_triggered,elapsed_seconds,full_violation_count,slot_energy_closure_abs,slot_cost_closure_abs,slot_emissions_closure_abs
T10-INTERTRIP-CHARGING-FIX,DRAFT_METHOD_AWAITING_USER_APPROVAL,False,O_seed1_budget100,cn-jjj-50c-01-V2-LOCATIONS,2025-02-12,O,100,1,PASS_FULL_LEGAL_SOLUTION,2149.591734441078,0.0,2164.7728852532478,2149.591734441078,15.181150812169507,166.3069619654643,36.054419161828505,202.36138112729282,7,5,2,8,630242.931662589,630.242931662589,51.84572124374074,26.89087095340681,50,50,13264.0,13264.0,8,3875a8cc3958cf0d21ede1cdb822164d3e775615d5c6c73eb47c90c454c28031,02ac2f6d3f941dbafa7787208ba674dee718777e4e27ae03a6f13e9321de6e69,acc0c874e4933fdd6bb31905f6c65787e54fb4ca30dd50b54e7fa95872141096,3e23eecd4551563f72d5473a3c0235235272330683703aebaa6165aa4f5e8678,35,35,0,30,30,0,{},best_exact_hgs_parent,"{""cv_only"":100,""mechanism_ev"":100,""naive_ev"":100}",False,4.08528583298903,0,0.0,0.0,7.105427357601002e-15
T10-INTERTRIP-CHARGING-FIX,DRAFT_METHOD_AWAITING_USER_APPROVAL,False,C_seed1_budget100,cn-jjj-50c-01-V2-LOCATIONS,2025-02-12,C,100,1,PASS_FULL_LEGAL_SOLUTION,2152.150230388952,0.0,2164.626578675601,2149.591734441078,15.034844234522966,166.3069619654643,34.1041848556896,200.4111468211539,7,5,2,8,630242.931662589,630.242931662589,51.84572124374074,26.89087095340681,50,50,13264.0,13264.0,8,3875a8cc3958cf0d21ede1cdb822164d3e775615d5c6c73eb47c90c454c28031,e1c80d159b47b24e84c39033a7ec77f0b290782949ef15183629d5794c45b05c,acc0c874e4933fdd6bb31905f6c65787e54fb4ca30dd50b54e7fa95872141096,3e23eecd4551563f72d5473a3c0235235272330683703aebaa6165aa4f5e8678,35,35,0,30,30,0,{},best_exact_hgs_parent,"{""cv_only"":100,""mechanism_ev"":100,""naive_ev"":100}",False,4.418026416096836,0,0.0,0.0,0.0
T10-INTERTRIP-CHARGING-FIX,DRAFT_METHOD_AWAITING_USER_APPROVAL,False,P_seed1_budget100,cn-jjj-50c-01-V2-LOCATIONS,2025-02-12,P,100,1,PASS_FULL_LEGAL_SOLUTION,2149.591734441078,0.0,2164.7728852532478,2149.591734441078,15.181150812169507,166.3069619654643,36.054419161828505,202.36138112729282,7,5,2,8,630242.931662589,630.242931662589,51.84572124374074,26.89087095340681,50,50,13264.0,13264.0,8,3875a8cc3958cf0d21ede1cdb822164d3e775615d5c6c73eb47c90c454c28031,02ac2f6d3f941dbafa7787208ba674dee718777e4e27ae03a6f13e9321de6e69,acc0c874e4933fdd6bb31905f6c65787e54fb4ca30dd50b54e7fa95872141096,3e23eecd4551563f72d5473a3c0235235272330683703aebaa6165aa4f5e8678,35,35,0,30,30,0,{},best_exact_hgs_parent,"{""cv_only"":100,""mechanism_ev"":100,""naive_ev"":100}",False,4.08248625008855,0,0.0,0.0,7.105427357601002e-15
T10-INTERTRIP-CHARGING-FIX,DRAFT_METHOD_AWAITING_USER_APPROVAL,False,O_seed2_budget100,cn-jjj-50c-01-V2-LOCATIONS,2025-02-12,O,100,2,PASS_FULL_LEGAL_SOLUTION,2152.9460175442796,0.0,2168.150729239561,2152.9460175442796,15.204711695281308,166.12721261246097,36.54822987329361,202.67544248575456,7,5,2,8,634875.201092916,634.875201092916,52.61262714755361,27.32285812061547,50,50,13264.0,13264.0,8,60e08bc8f03ecdd5841ec1479dc1d650f2cf79d26e244d915d0d40ff0a30feea,09b3a5d3da675bc2c5d45f391022286c5b7aa7d51ac05dcb0a9852befee831f8,a98a25e1339c8547835c4d0779c6870785ae623ea7ea2f2a2581ab582922bb74,f65661d010ab5a6636f2a80a4b7e683a899e462296173180a04c10f99c8f8a40,35,35,0,30,30,0,{},best_exact_hgs_parent,"{""cv_only"":100,""mechanism_ev"":100,""naive_ev"":100}",False,4.1794239999726415,0,0.0,0.0,0.0
T10-INTERTRIP-CHARGING-FIX,DRAFT_METHOD_AWAITING_USER_APPROVAL,False,C_seed2_budget100,cn-jjj-50c-01-V2-LOCATIONS,2025-02-12,C,100,2,PASS_FULL_LEGAL_SOLUTION,2155.538671001026,0.0,2168.001534491213,2152.9460175442796,15.055516946933386,166.12721261246097,34.559496890783294,200.68670950324426,7,5,2,8,634875.201092916,634.875201092916,52.61262714755361,27.32285812061547,50,50,13264.0,13264.0,8,60e08bc8f03ecdd5841ec1479dc1d650f2cf79d26e244d915d0d40ff0a30feea,fd3aeb2dfc37e8fbc17a010b06c7382af4fe076d0b55d464ebd853e1c7f653b0,a98a25e1339c8547835c4d0779c6870785ae623ea7ea2f2a2581ab582922bb74,f65661d010ab5a6636f2a80a4b7e683a899e462296173180a04c10f99c8f8a40,35,35,0,30,30,0,{},best_exact_hgs_parent,"{""cv_only"":100,""mechanism_ev"":100,""naive_ev"":100}",False,4.73065345804207,0,7.105427357601002e-15,3.552713678800501e-15,0.0
T10-INTERTRIP-CHARGING-FIX,DRAFT_METHOD_AWAITING_USER_APPROVAL,False,P_seed2_budget100,cn-jjj-50c-01-V2-LOCATIONS,2025-02-12,P,100,2,PASS_FULL_LEGAL_SOLUTION,2152.9460175442796,0.0,2168.150729239561,2152.9460175442796,15.204711695281308,166.12721261246097,36.54822987329361,202.67544248575456,7,5,2,8,634875.201092916,634.875201092916,52.61262714755361,27.32285812061547,50,50,13264.0,13264.0,8,60e08bc8f03ecdd5841ec1479dc1d650f2cf79d26e244d915d0d40ff0a30feea,09b3a5d3da675bc2c5d45f391022286c5b7aa7d51ac05dcb0a9852befee831f8,a98a25e1339c8547835c4d0779c6870785ae623ea7ea2f2a2581ab582922bb74,f65661d010ab5a6636f2a80a4b7e683a899e462296173180a04c10f99c8f8a40,35,35,0,30,30,0,{},best_exact_hgs_parent,"{""cv_only"":100,""mechanism_ev"":100,""naive_ev"":100}",False,4.289059082977474,0,0.0,0.0,0.0
T10-INTERTRIP-CHARGING-FIX,DRAFT_METHOD_AWAITING_USER_APPROVAL,False,O_seed3_budget100,cn-jjj-50c-01-V2-LOCATIONS,2025-02-12,O,100,3,PASS_FULL_LEGAL_SOLUTION,2156.301385787454,0.0,2171.6189964223804,2156.301385787454,15.317610634926682,166.3992366567618,37.78112371282874,204.18036036959052,7,5,2,8,638254.796006631,638.254796006631,54.13666556123936,27.964539656762756,50,50,13264.0,13264.0,8,21890cfc6810d94578f0f81b90434c68fddd23e4047265370392ec3413985e0d,07aaf83cd8169dc0de535350704a3f4fe3e276e294eb34f32a5f5c08c5471c3f,17863977af00c99d0715dc8bce028a4773815e401c7dfc052c10d73c98ff174f,284172b957e78d046c32ccd07b74811e66a6de5d8755ee35499bd64769f70455,35,35,0,30,30,0,{},best_exact_hgs_parent,"{""cv_only"":100,""mechanism_ev"":100,""naive_ev"":100}",False,4.108061125036329,0,0.0,0.0,0.0
T10-INTERTRIP-CHARGING-FIX,DRAFT_METHOD_AWAITING_USER_APPROVAL,False,C_seed3_budget100,cn-jjj-50c-01-V2-LOCATIONS,2025-02-12,C,100,3,PASS_FULL_LEGAL_SOLUTION,2158.9866470064107,0.0,2171.469917740401,2156.3013857874544,15.168531952946607,166.3992366567618,35.79393786931934,202.19317452608112,7,5,2,8,638254.796006631,638.254796006631,54.13666556123936,27.964539656763094,50,50,13264.0,13264.0,8,21890cfc6810d94578f0f81b90434c68fddd23e4047265370392ec3413985e0d,8d0176250d006a3aadb90de8b55b713d664beea451ea092e2f5bcb3909995fd4,17863977af00c99d0715dc8bce028a4773815e401c7dfc052c10d73c98ff174f,284172b957e78d046c32ccd07b74811e66a6de5d8755ee35499bd64769f70455,35,35,0,30,30,0,{},best_exact_hgs_parent,"{""cv_only"":100,""mechanism_ev"":100,""naive_ev"":100}",False,4.699655583011918,0,7.105427357601002e-15,0.0,0.0
T10-INTERTRIP-CHARGING-FIX,DRAFT_METHOD_AWAITING_USER_APPROVAL,False,P_seed3_budget100,cn-jjj-50c-01-V2-LOCATIONS,2025-02-12,P,100,3,PASS_FULL_LEGAL_SOLUTION,2183.8152003190944,0.0,2199.5448251149664,2183.8152003190944,15.729624795872077,173.22843221870028,36.44398574813623,209.67241796683652,7,5,2,8,649400.377083892,649.400377083892,52.06004191674098,26.794807149703754,50,50,13264.0,13264.0,8,465d5ae7d33e9588304e98f3f3ce7251ac1434e85315866b473f7747d801848f,9adcce8a04ca7f8290d8891d93a2d04dc7fa5ca3bc041de350de7d606627ea75,0c027922ac97070c51162668192680849b14744473ab3704ce7392b374313e9e,31e4efb92c330ac1d612c242e26ad2564b38ad885b50f0d1d0f3d098f8a85004,35,35,0,30,30,0,{},best_exact_hgs_parent,"{""cv_only"":100,""mechanism_ev"":100,""naive_ev"":100}",False,4.127744333003648,0,0.0,3.552713678800501e-15,0.0
T10-INTERTRIP-CHARGING-FIX,DRAFT_METHOD_AWAITING_USER_APPROVAL,False,O_seed1_budget1000,cn-jjj-50c-01-V2-LOCATIONS,2025-02-12,O,1000,1,PASS_FULL_LEGAL_SOLUTION,2164.645959283908,0.0,2180.118751270395,2164.645959283908,15.472791986487186,168.8312407449524,37.41765270329054,206.24889344824294,7,5,2,8,639575.540307381,639.575540307381,53.57218193095795,27.646574071716973,50,50,13264.0,13264.0,8,24fb8fb9457d07981516aa1d376f50183013c002f4566474b4942d069c9cf030,ef671b4fc190f8c757d5ec233c3ea05d01090cad27b096f242fcf6b34fe9323e,d85c9517cfad942be7b792f7becd700f7a2bccb703f3321fc1a5fd37ee5b14b4,70a2cbc53e5b61277e46ddf636a42bbf3badd48cba709b5f210822cc7ac7ad32,62,62,0,57,57,0,{},best_exact_hgs_parent,"{""cv_only"":1000,""mechanism_ev"":1000,""naive_ev"":1000}",False,14.558986167074181,0,7.105427357601002e-15,0.0,0.0
