customer_id,owner_depot_id
C001,D0
C002,D0
C003,D1
C004,D1
C005,D1
C006,D1
C007,D1
C008,D0
C009,D1
C010,D0
C011,D1
C012,D0
C013,D0
C014,D0
C015,D0
C016,D1
C017,D0
C018,D1
C019,D1
C020,D0
C021,D1
C022,D1
C023,D1
C024,D1
C025,D1
C026,D0
C027,D0
C028,D0
C029,D0
C030,D0
C031,D1
C032,D1
C033,D1
C034,D1
C035,D1
C036,D0
C037,D1
C038,D1
C039,D0
C040,D1
C041,D0
C042,D1
C043,D0
C044,D1
C045,D0
C046,D0
C047,D0
C048,D1
C049,D0
C050,D0
C051,D1
C052,D0
C053,D0
C054,D0
C055,D0
C056,D1
C057,D0
C058,D0
C059,D1
C060,D0
C061,D1
C062,D1
C063,D1
C064,D1
C065,D0
C066,D1
C067,D0
C068,D0
C069,D1
C070,D1
C071,D0
C072,D1
C073,D1
C074,D1
C075,D0
C076,D0
C077,D1
C078,D0
C079,D1
C080,D0
C081,D0
C082,D0
C083,D1
C084,D1
C085,D0
C086,D0
C087,D1
C088,D1
C089,D1
C090,D1
C091,D1
C092,D0
C093,D0
C094,D0
C095,D1
C096,D1
C097,D1
C098,D1
C099,D1
C100,D0
C101,D1
C102,D0
C103,D1
C104,D0
C105,D0
C106,D1
C107,D1
C108,D0
C109,D1
C110,D1
C111,D0
C112,D0
C113,D0
C114,D1
C115,D1
C116,D0
C117,D1
C118,D1
C119,D1
C120,D0
C121,D0
C122,D1
C123,D0
C124,D1
C125,D0
C126,D0
C127,D0
C128,D1
C129,D0
C130,D0
C131,D1
C132,D1
C133,D0
C134,D1
C135,D1
C136,D1
C137,D1
C138,D1
C139,D1
C140,D0
C141,D0
C142,D1
C143,D0
C144,D0
C145,D0
C146,D1
C147,D0
C148,D1
C149,D0
C150,D0
C151,D1
C152,D1
C153,D1
C154,D0
C155,D0
C156,D1
C157,D0
C158,D1
C159,D1
C160,D1
C161,D1
C162,D0
C163,D0
C164,D0
C165,D0
C166,D1
C167,D0
C168,D0
C169,D0
C170,D1
C171,D0
C172,D1
C173,D1
C174,D0
C175,D1
C176,D0
C177,D0
C178,D0
C179,D0
C180,D0
C181,D0
C182,D0
C183,D0
C184,D1
C185,D1
C186,D0
C187,D1
C188,D1
C189,D1
C190,D0
C191,D0
C192,D1
C193,D0
C194,D1
C195,D1
C196,D1
C197,D1
C198,D0
C199,D0
C200,D1
C201,D0
C202,D1
C203,D1
C204,D1
C205,D0
C206,D0
C207,D0
C208,D1
C209,D0
C210,D0
C211,D0
C212,D1
C213,D1
C214,D1
C215,D1
C216,D0
C217,D0
C218,D1
C219,D0
C220,D0
C221,D1
C222,D1
C223,D0
C224,D0
C225,D0
C226,D1
C227,D1
C228,D1
C229,D0
C230,D1
C231,D1
C232,D1
C233,D0
C234,D0
C235,D0
C236,D1
C237,D0
C238,D1
C239,D0
C240,D0
C241,D0
C242,D0
C243,D1
C244,D1
C245,D0
C246,D1
C247,D0
C248,D1
C249,D0
C250,D1
C251,D0
C252,D0
C253,D1
C254,D1
C255,D0
C256,D1
C257,D1
C258,D1
C259,D0
C260,D0
C261,D1
C262,D0
C263,D0
C264,D0
C265,D1
C266,D0
C267,D0
C268,D0
C269,D1
C270,D0
C271,D0
C272,D1
C273,D0
C274,D1
C275,D0
C276,D0
C277,D0
C278,D0
C279,D1
C280,D1
C281,D1
C282,D0
C283,D0
C284,D1
C285,D0
C286,D1
C287,D0
C288,D1
C289,D0
C290,D1
C291,D0
C292,D0
C293,D1
C294,D1
C295,D1
C296,D0
C297,D0
C298,D1
C299,D1
C300,D1
C301,D0
C302,D0
C303,D1
C304,D0
C305,D0
C306,D0
C307,D0
C308,D0
C309,D1
C310,D0
C311,D1
C312,D1
C313,D1
C314,D0
C315,D1
C316,D0
C317,D1
C318,D1
C319,D1
C320,D1
C321,D0
C322,D1
C323,D1
C324,D0
C325,D1
C326,D0
C327,D0
C328,D0
C329,D0
C330,D1
C331,D1
C332,D1
C333,D0
C334,D1
C335,D0
C336,D1
C337,D1
C338,D0
C339,D0
C340,D1
C341,D1
C342,D1
C343,D1
C344,D1
C345,D0
C346,D0
C347,D1
C348,D0
C349,D1
C350,D0
C351,D1
C352,D1
C353,D1
C354,D0
C355,D1
C356,D0
C357,D0
C358,D0
C359,D1
C360,D0
C361,D0
C362,D0
C363,D0
C364,D0
C365,D0
C366,D0
C367,D1
C368,D0
C369,D0
C370,D1
C371,D1
C372,D1
C373,D0
C374,D1
C375,D0
C376,D1
C377,D1
C378,D1
C379,D0
C380,D0
C381,D1
C382,D0
C383,D0
C384,D0
C385,D1
C386,D1
C387,D1
C388,D1
C389,D1
C390,D1
C391,D0
C392,D0
C393,D0
C394,D0
C395,D1
C396,D1
C397,D0
C398,D0
C399,D0
C400,D0
C401,D1
C402,D1
C403,D1
C404,D0
C405,D1
C406,D0
C407,D1
C408,D1
C409,D0
C410,D0
C411,D0
C412,D0
C413,D1
C414,D0
C415,D0
C416,D0
C417,D0
C418,D1
C419,D0
C420,D1
C421,D1
C422,D1
C423,D1
C424,D0
C425,D1
C426,D0
C427,D0
C428,D0
C429,D0
C430,D1
C431,D0
C432,D0
C433,D1
C434,D0
C435,D1
C436,D0
C437,D1
C438,D1
C439,D0
C440,D0
C441,D1
C442,D1
C443,D1
C444,D0
C445,D0
C446,D0
C447,D0
C448,D1
C449,D0
