candidate_id,role,x,y,score,coverage_score,balance_score,distance_score,separation_score,feasibility_score,selected
D_CAND_0039,depot,-1810.857816186684,1191.3799561833948,0.6035358893799244,0.5057471264367817,0.9592419316469749,0.42961426955088355,1.0,0.04597701149425287,True
D_CAND_0011,depot,41477.7008136896,-2846.4371357448754,0.554831922534542,0.5057471264367817,0.949280390135596,0.21257603563475624,1.0,0.12643678160919541,True
D_CAND_0047,depot,-138.82854961809966,2204.871482744579,0.6016989245271962,0.5057471264367817,0.9592419316469749,0.42226641013997085,1.0,0.04597701149425287,False
D_CAND_0045,depot,-7653.260131356472,-11542.315067041642,0.600784856604977,0.5057471264367817,0.9824260566172388,0.3954260134808305,1.0,0.04597701149425287,False
D_CAND_0044,depot,4189.44689775484,7155.322372547448,0.5939743914101431,0.5057471264367817,0.9592419316469749,0.39136827767175847,1.0,0.04597701149425287,False
D_CAND_0067,depot,231.55245607778596,-18487.673039867117,0.5907088146912636,0.5057471264367817,0.9739414003647611,0.3498133986301784,1.0,0.08045977011494253,False
D_CAND_0086,depot,2999.3578659371733,13669.780240552867,0.5890680437327552,0.5057471264367817,0.9705614146380146,0.36502110512059266,1.0,0.034482758620689655,False
D_CAND_0097,depot,-1939.0398595311754,-20398.906944670114,0.5839858031537977,0.5057471264367817,0.9739414003647611,0.32751905362973993,1.0,0.06896551724137931,False
D_CAND_0076,depot,-17261.65707015616,9292.512946545512,0.5828901695316402,0.5057471264367817,0.9221959004044088,0.38407742140031315,1.0,0.04597701149425287,False
D_CAND_0028,depot,-16912.8204988419,9835.503890532162,0.5826772592241163,0.5057471264367817,0.9221959004044088,0.3832257801702174,1.0,0.04597701149425287,False
D_CAND_0084,depot,2136.999061961498,-6237.379189235434,0.5766676503365856,0.5057471264367817,0.8832418127031958,0.40273913347073304,1.0,0.034482758620689655,False
D_CAND_0031,depot,-20780.414793758184,8952.108640331184,0.5743759959535198,0.5057471264367817,0.8871074855285066,0.3713160385154582,1.0,0.08045977011494253,False
D_CAND_0092,depot,-13951.742665791093,18461.563149311103,0.5661901877093185,0.5057471264367817,0.9034572991832526,0.34061379648160756,1.0,0.034482758620689655,False
D_CAND_0043,depot,-9092.39850857828,-18305.6939370219,0.5639482289660304,0.5057471264367817,0.9014699468717785,0.33363331381992894,1.0,0.034482758620689655,False
D_CAND_0054,depot,-20825.747819408163,-5739.1274430531685,0.5576045447069966,0.5057471264367817,0.8578869637617953,0.3564392610432023,1.0,0.022988505747126436,False
D_CAND_0006,depot,-21592.67964116383,11108.624467934624,0.5569752881889954,0.5057471264367817,0.826515541987154,0.3623051509987131,1.0,0.08045977011494253,False
D_CAND_0111,depot,-13150.31719886222,-16329.033767105802,0.5559414862159708,0.5057471264367817,0.8692064467528348,0.333869842938635,1.0,0.034482758620689655,False
D_CAND_0130,depot,7497.426512017644,-28325.926621782735,0.5555648235027596,0.5057471264367817,0.9745063833161525,0.22246555437304688,1.0,0.04597701149425287,False
D_CAND_0112,depot,-334.49474209779953,21458.777003570132,0.5552162723563925,0.5057471264367817,0.9034572991832526,0.3059135373687541,1.0,0.011494252873563218,False
D_CAND_0005,depot,-21592.67964116383,-2846.4371357448754,0.5541353158829706,0.5057471264367817,0.8382761081595432,0.3621732013493504,1.0,0.022988505747126436,False
D_CAND_0115,depot,-19572.284797057153,-10149.613713419636,0.5540581675468202,0.5057471264367817,0.8578869637617953,0.3422537524024972,1.0,0.022988505747126436,False
D_CAND_0073,depot,38694.99327881068,-1514.7615040294704,0.5535236892595621,0.5057471264367817,0.949280390135596,0.21194080368426166,1.0,0.11494252873563218,False
D_CAND_0033,depot,-21585.333576157445,-4962.22141714666,0.5523315520317592,0.5057471264367817,0.8382761081595432,0.3549581459445049,1.0,0.022988505747126436,False
D_CAND_0129,depot,-15773.697696046804,18508.404364289898,0.5521178535486839,0.5057471264367817,0.8500317183411308,0.3377500406811912,1.0,0.034482758620689655,False
D_CAND_0098,depot,34484.149595956995,-14107.980375663412,0.5521162617832961,0.5057471264367817,0.9373810562207598,0.21361272654460872,1.0,0.12643678160919541,False
D_CAND_0010,depot,41477.7008136896,-16761.812541132025,0.5503358348846843,0.5057471264367817,0.9459747442708748,0.1932996297506209,1.0,0.13793103448275862,False
