event_id	event_type	t_appear	customer_id	old_demand	new_demand	x	y	delta_demand	old_ready_time	old_due_time	new_ready_time	new_due_time	time_window_action	demand_source	time_window_source	donor_instance_id	donor_customer_id	new_service_time	service_time_source	source	seed
1	add	2213.671833004648	N_S5_001	0.0	252.0	13229.04	25232.36	252.0	35802.0	54375.0	35802.0	54375.0	none	frozen_sister_bundle_exact	frozen_sister_bundle_exact	L-main-threeshift-200c-01	C232	504.0	frozen_sister_bundle_exact	frozen_e3_sister_bundle_overlay	5
2	add	2262.3055298805484	N_S5_002	0.0	374.0	46664.26	-8332.99	374.0	4363.0	24376.0	4363.0	24376.0	none	frozen_sister_bundle_exact	frozen_sister_bundle_exact	L-main-threeshift-200c-01	C024	748.0	frozen_sister_bundle_exact	frozen_e3_sister_bundle_overlay	5
3	demand_change	4129.82493248045	C012	547.0	581.0931299164063	-47996.82	-16647.06	34.09312991640627	4473.0	25134.0	4473.0	25134.0	none	frozen_base_customer	frozen_base_customer				existing_customer	frozen_e3_base_overlay	5
4	add	5991.384792320156	N_S5_003	0.0	361.0	17632.43	27740.8	361.0	35180.0	55425.0	35180.0	55425.0	none	frozen_sister_bundle_exact	frozen_sister_bundle_exact	L-main-threeshift-200c-01	C322	722.0	frozen_sister_bundle_exact	frozen_e3_sister_bundle_overlay	5
5	demand_change	6356.326732382831	C291	180.0	204.57971457792294	47611.77	-68218.0	24.579714577922942	37196.0	55736.0	37196.0	55736.0	none	frozen_base_customer	frozen_base_customer				existing_customer	frozen_e3_base_overlay	5
6	add	6566.02574451024	N_S5_004	0.0	403.0	-91191.5	27912.44	403.0	3208.0	22753.0	3208.0	22753.0	none	frozen_sister_bundle_exact	frozen_sister_bundle_exact	L-main-threeshift-200c-01	C102	806.0	frozen_sister_bundle_exact	frozen_e3_sister_bundle_overlay	5
7	cancel	6986.431381707076	C233	733.0	0.0	910.28	64028.49	-733.0	33549.0	54707.0	33549.0	54707.0	none	frozen_base_customer	frozen_base_customer				existing_customer	frozen_e3_base_overlay	5
8	demand_change	7178.511167603507	C228	657.0	581.908951799241	51671.65	-18629.62	-75.09104820075902	36708.0	57737.0	36708.0	57737.0	none	frozen_base_customer	frozen_base_customer				existing_customer	frozen_e3_base_overlay	5
9	demand_change	8352.532519501896	C251	801.0	739.9846557892573	-84084.08	-37530.2	-61.01534421074268	33696.0	54974.0	33696.0	54974.0	none	frozen_base_customer	frozen_base_customer				existing_customer	frozen_e3_base_overlay	5
10	add	8493.961006652364	N_S5_005	0.0	287.0	-24849.78	-12574.9	287.0	65419.0	84945.0	65419.0	84945.0	none	frozen_sister_bundle_exact	frozen_sister_bundle_exact	L-main-threeshift-200c-01	C424	574.0	frozen_sister_bundle_exact	frozen_e3_sister_bundle_overlay	5
11	demand_change	8676.150557355904	C286	299.0	338.6513314996646	-52738.53	80680.96	39.65133149966459	36659.0	56906.0	36659.0	56906.0	none	frozen_base_customer	frozen_base_customer				existing_customer	frozen_e3_base_overlay	5
12	add	10908.588272667057	N_S5_006	0.0	535.0	-43310.28	-48494.88	535.0	3049.0	23165.0	3049.0	23165.0	none	frozen_sister_bundle_exact	frozen_sister_bundle_exact	L-main-threeshift-200c-01	C179	1070.0	frozen_sister_bundle_exact	frozen_e3_sister_bundle_overlay	5
13	add	11195.37627110096	N_S5_007	0.0	244.0	-58237.0	17022.7	244.0	34556.0	53441.0	34556.0	53441.0	none	frozen_sister_bundle_exact	frozen_sister_bundle_exact	L-main-threeshift-200c-01	C267	488.0	frozen_sister_bundle_exact	frozen_e3_sister_bundle_overlay	5
14	cancel	11273.099207268546	C056	226.0	0.0	58432.12	64203.28	-226.0	1151.0	21078.0	1151.0	21078.0	none	frozen_base_customer	frozen_base_customer				existing_customer	frozen_e3_base_overlay	5
15	cancel	11533.127851678615	C245	676.0	0.0	69025.39	-32272.26	-676.0	37781.0	57596.0	37781.0	57596.0	none	frozen_base_customer	frozen_base_customer				existing_customer	frozen_e3_base_overlay	5
16	cancel	12378.001095626641	C231	738.0	0.0	56522.97	43398.62	-738.0	33446.0	54296.0	33446.0	54296.0	none	frozen_base_customer	frozen_base_customer				existing_customer	frozen_e3_base_overlay	5
17	demand_change	13082.383626004896	C152	729.0	697.2432739461653	40587.95	-28829.87	-31.756726053834655	35847.0	55953.0	35847.0	55953.0	none	frozen_base_customer	frozen_base_customer				existing_customer	frozen_e3_base_overlay	5
18	add	18466.117698653314	N_S5_008	0.0	324.0	-53576.42	36905.48	324.0	66657.0	85833.0	66657.0	85833.0	none	frozen_sister_bundle_exact	frozen_sister_bundle_exact	L-main-threeshift-200c-01	C449	648.0	frozen_sister_bundle_exact	frozen_e3_sister_bundle_overlay	5
19	add	20398.046321607468	N_S5_009	0.0	425.0	-43112.33	-53895.77	425.0	34094.0	54268.0	34094.0	54268.0	none	frozen_sister_bundle_exact	frozen_sister_bundle_exact	L-main-threeshift-200c-01	C307	850.0	frozen_sister_bundle_exact	frozen_e3_sister_bundle_overlay	5
20	add	20831.76421889537	N_S5_010	0.0	394.0	-27142.59	-12498.82	394.0	66141.0	85067.0	66141.0	85067.0	none	frozen_sister_bundle_exact	frozen_sister_bundle_exact	L-main-threeshift-200c-01	C417	788.0	frozen_sister_bundle_exact	frozen_e3_sister_bundle_overlay	5
21	add	22657.593632057913	N_S5_011	0.0	193.0	-39572.23	2240.22	193.0	36202.0	54753.0	36202.0	54753.0	none	frozen_sister_bundle_exact	frozen_sister_bundle_exact	L-main-threeshift-200c-01	C233	386.0	frozen_sister_bundle_exact	frozen_e3_sister_bundle_overlay	5
22	cancel	22660.73170632218	C193	503.0	0.0	-4593.38	-69262.17	-503.0	34094.0	54101.0	34094.0	54101.0	none	frozen_base_customer	frozen_base_customer				existing_customer	frozen_e3_base_overlay	5
23	add	23045.012299072907	N_S5_012	0.0	184.0	2899.6	29683.7	184.0	33714.0	52231.0	33714.0	52231.0	none	frozen_sister_bundle_exact	frozen_sister_bundle_exact	L-main-threeshift-200c-01	C370	368.0	frozen_sister_bundle_exact	frozen_e3_sister_bundle_overlay	5
24	demand_change	26265.725020879625	C156	471.0	521.824807301205	-50641.99	11650.44	50.824807301205055	35493.0	55702.0	35493.0	55702.0	none	frozen_base_customer	frozen_base_customer				existing_customer	frozen_e3_base_overlay	5
25	demand_change	26911.98657732742	C173	513.0	441.6876001532011	26467.26	720.94	-71.31239984679888	36909.0	57434.0	36909.0	57434.0	none	frozen_base_customer	frozen_base_customer				existing_customer	frozen_e3_base_overlay	5
26	demand_change	28511.27948046229	C281	204.0	231.28297132458164	-20454.88	-61495.11	27.282971324581638	37369.0	57439.0	37369.0	57439.0	none	frozen_base_customer	frozen_base_customer				existing_customer	frozen_e3_base_overlay	5
27	demand_change	28541.61082680889	C310	272.0	238.64027691641633	-63679.57	19791.81	-33.359723083583674	66330.0	85003.0	66330.0	85003.0	none	frozen_base_customer	frozen_base_customer				existing_customer	frozen_e3_base_overlay	5
28	demand_change	29186.74832991271	C312	155.0	147.59443490094634	100077.28	-23878.76	-7.405565099053661	65911.0	85505.0	65911.0	85505.0	none	frozen_base_customer	frozen_base_customer				existing_customer	frozen_e3_base_overlay	5
29	demand_change	30615.11427290109	C207	101.0	104.3580744042065	27826.75	-15185.12	3.358074404206505	34925.0	53891.0	34925.0	53891.0	none	frozen_base_customer	frozen_base_customer				existing_customer	frozen_e3_base_overlay	5
30	add	31235.094385850527	N_S5_013	0.0	272.0	-26809.41	-8929.82	272.0	65547.0	85054.0	65547.0	85054.0	none	frozen_sister_bundle_exact	frozen_sister_bundle_exact	L-main-threeshift-200c-01	C444	544.0	frozen_sister_bundle_exact	frozen_e3_sister_bundle_overlay	5
31	demand_change	31388.90480447199	C258	173.0	154.74135342198534	-22820.85	-59185.07	-18.258646578014663	35913.0	55697.0	35913.0	55697.0	none	frozen_base_customer	frozen_base_customer				existing_customer	frozen_e3_base_overlay	5
32	cancel	31868.41433089598	C315	160.0	0.0	-34766.23	-13867.43	-160.0	65530.0	85417.0	65530.0	85417.0	none	frozen_base_customer	frozen_base_customer				existing_customer	frozen_e3_base_overlay	5
