event_id,event_type,t_appear,customer_id,old_demand,new_demand,x,y,delta_demand,old_ready_time,old_due_time,new_ready_time,new_due_time,time_window_action,demand_source,time_window_source,donor_instance_id,donor_customer_id,new_service_time,service_time_source,source,seed
1,add,3097.79536444524,N_S3_001,0.0,761.0,20681.58,48406.06,761.0,4286.0,24724.0,4286.0,24724.0,none,frozen_sister_bundle_exact,frozen_sister_bundle_exact,L-main-threeshift-200c-01,C011,1522.0,frozen_sister_bundle_exact,frozen_e3_sister_bundle_overlay,3
2,demand_change,4096.3106919843985,C171,293.0,274.8830405953955,63481.1,3600.04,-18.116959404604472,36239.0,56125.0,36239.0,56125.0,none,frozen_base_customer,frozen_base_customer,,,,existing_customer,frozen_e3_base_overlay,3
3,cancel,5107.0183262617265,C242,207.0,0.0,7849.1,39704.11,-207.0,36990.0,56050.0,36990.0,56050.0,none,frozen_base_customer,frozen_base_customer,,,,existing_customer,frozen_e3_base_overlay,3
4,add,6271.698332468228,N_S3_002,0.0,165.0,54013.3,-30179.67,165.0,34770.0,54400.0,34770.0,54400.0,none,frozen_sister_bundle_exact,frozen_sister_bundle_exact,L-main-threeshift-200c-01,C395,330.0,frozen_sister_bundle_exact,frozen_e3_sister_bundle_overlay,3
5,demand_change,8721.685102890073,C137,162.0,157.87858899546023,49426.25,77525.86,-4.121411004539766,2302.0,20888.0,2302.0,20888.0,none,frozen_base_customer,frozen_base_customer,,,,existing_customer,frozen_e3_base_overlay,3
6,add,11263.032240387283,N_S3_003,0.0,736.0,49049.34,-15992.88,736.0,5111.0,24792.0,5111.0,24792.0,none,frozen_sister_bundle_exact,frozen_sister_bundle_exact,L-main-threeshift-200c-01,C062,1472.0,frozen_sister_bundle_exact,frozen_e3_sister_bundle_overlay,3
7,add,11270.33402375514,N_S3_004,0.0,374.0,46664.26,-8332.99,374.0,4363.0,24376.0,4363.0,24376.0,none,frozen_sister_bundle_exact,frozen_sister_bundle_exact,L-main-threeshift-200c-01,C024,748.0,frozen_sister_bundle_exact,frozen_e3_sister_bundle_overlay,3
8,add,12771.533180410244,N_S3_005,0.0,110.0,-64931.25,-8409.35,110.0,34818.0,53297.0,34818.0,53297.0,none,frozen_sister_bundle_exact,frozen_sister_bundle_exact,L-main-threeshift-200c-01,C314,220.0,frozen_sister_bundle_exact,frozen_e3_sister_bundle_overlay,3
9,demand_change,13828.595667469854,C253,390.0,403.4003058382216,-36818.03,-35972.65,13.400305838221584,33874.0,53028.0,33874.0,53028.0,none,frozen_base_customer,frozen_base_customer,,,,existing_customer,frozen_e3_base_overlay,3
10,demand_change,14103.693336982496,C170,518.0,447.283713839284,-98436.05,21395.7,-70.71628616071598,37217.0,56726.0,37217.0,56726.0,none,frozen_base_customer,frozen_base_customer,,,,existing_customer,frozen_e3_base_overlay,3
11,cancel,15349.534846813462,C298,266.0,0.0,-41023.84,-55682.48,-266.0,35425.0,54637.0,35425.0,54637.0,none,frozen_base_customer,frozen_base_customer,,,,existing_customer,frozen_e3_base_overlay,3
12,add,15605.340734975001,N_S3_006,0.0,556.0,-40211.84,-6268.27,556.0,37208.0,57367.0,37208.0,57367.0,none,frozen_sister_bundle_exact,frozen_sister_bundle_exact,L-main-threeshift-200c-01,C373,1112.0,frozen_sister_bundle_exact,frozen_e3_sister_bundle_overlay,3
