/Volumes/移动硬盘（512G）/ReSETP/baselines/e2_alns/official_hgs_b_gate_20260718/raw_sources/X-n110-k13.vrp;2;15722;0.001178
/Volumes/移动硬盘（512G）/ReSETP/baselines/e2_alns/official_hgs_b_gate_20260718/raw_sources/X-n110-k13.vrp;2;15270;0.002349
/Volumes/移动硬盘（512G）/ReSETP/baselines/e2_alns/official_hgs_b_gate_20260718/raw_sources/X-n110-k13.vrp;2;15262;0.005917
/Volumes/移动硬盘（512G）/ReSETP/baselines/e2_alns/official_hgs_b_gate_20260718/raw_sources/X-n110-k13.vrp;2;15258;0.035259
/Volumes/移动硬盘（512G）/ReSETP/baselines/e2_alns/official_hgs_b_gate_20260718/raw_sources/X-n110-k13.vrp;2;15256;0.055945
/Volumes/移动硬盘（512G）/ReSETP/baselines/e2_alns/official_hgs_b_gate_20260718/raw_sources/X-n110-k13.vrp;2;15082;0.062557
/Volumes/移动硬盘（512G）/ReSETP/baselines/e2_alns/official_hgs_b_gate_20260718/raw_sources/X-n110-k13.vrp;2;15044;0.073381
/Volumes/移动硬盘（512G）/ReSETP/baselines/e2_alns/official_hgs_b_gate_20260718/raw_sources/X-n110-k13.vrp;2;15039;0.096896
/Volumes/移动硬盘（512G）/ReSETP/baselines/e2_alns/official_hgs_b_gate_20260718/raw_sources/X-n110-k13.vrp;2;15003;0.114629
/Volumes/移动硬盘（512G）/ReSETP/baselines/e2_alns/official_hgs_b_gate_20260718/raw_sources/X-n110-k13.vrp;2;14971;0.197474
