task_id,pair_id,instance_id,region,customer_size,map_index,seed,grid_date,fixed_solution_sha256,source_witness_sha256,route_count,charging_action_count,charging_energy_kwh,city_count,cities,asap_charging_emissions_kg,carbon_charging_emissions_kg,charging_emissions_change_pct,charging_emissions_reduction_pct,asap_system_total_emissions_kg,carbon_system_total_emissions_kg,system_total_emissions_change_pct,system_total_emissions_reduction_pct,asap_charging_electricity_cost_cny,carbon_charging_electricity_cost_cny,charging_electricity_cost_change_pct,charging_electricity_cost_reduction_pct,asap_full_model_cost_cny,carbon_full_model_cost_cny,movable_energy_kwh,movable_energy_share_pct,immovable_energy_kwh,immovable_energy_share_pct,window_too_narrow_kwh,already_lowest_carbon_kwh,depot_capacity_constrained_kwh,unclassified_immovable_kwh,asap_violation_count,carbon_violation_count,independent_max_residual,fixed_invariants_match,forecast_equals_actual_profile,search_candidate_count
E4-CARBON-TIMING-01,cn-cy-10c-01-V2-LOCATIONS__seed1__2025-02-01,cn-cy-10c-01-V2-LOCATIONS,cy,10,1,1,2025-02-01,106796cec78a9c7c89873827dfbec41bdb9c839d3dbe65d202cf57ce44a8104e,6c4304c7b0cce3cb3f3fbefb0fb02d53cc2828be0facda54557626aac899f803,2,1,33.304725006293914,1,chongqing,9.272212296801317,5.333896883681365,-42.47438784893411,42.47438784893411,34.419902188826214,30.48158677570626,-11.44197154168107,11.44197154168107,13.377975159428164,31.952948401302567,138.84741913864028,-138.84741913864028,546.7659638601615,565.0454846797436,33.304725006293914,100.0,0.0,0.0,0,0,0,0,0,0,0.0,1,1,0
E4-CARBON-TIMING-01,cn-cy-10c-01-V2-LOCATIONS__seed1__2025-02-02,cn-cy-10c-01-V2-LOCATIONS,cy,10,1,1,2025-02-02,106796cec78a9c7c89873827dfbec41bdb9c839d3dbe65d202cf57ce44a8104e,6c4304c7b0cce3cb3f3fbefb0fb02d53cc2828be0facda54557626aac899f803,2,1,33.304725006293914,1,chongqing,10.283362629488249,7.090701905182125,-31.046855385133945,31.046855385133945,35.43105252151314,32.238391797207015,-9.010911325221267,9.010911325221267,13.377975159428164,34.123571937095264,155.07277095702025,-155.07277095702025,546.8418203581197,567.3479037282492,33.304725006293914,100.0,0.0,0.0,0,0,0,0,0,0,0.0,1,1,0
E4-CARBON-TIMING-01,cn-cy-10c-01-V2-LOCATIONS__seed1__2025-02-03,cn-cy-10c-01-V2-LOCATIONS,cy,10,1,1,2025-02-03,106796cec78a9c7c89873827dfbec41bdb9c839d3dbe65d202cf57ce44a8104e,6c4304c7b0cce3cb3f3fbefb0fb02d53cc2828be0facda54557626aac899f803,2,1,33.304725006293914,1,chongqing,10.315713737043005,5.356219548551716,-48.07708235138488,48.07708235138488,35.4634036290679,30.50390944057661,-13.984822890564836,13.984822890564836,13.377975159428164,22.614081159428174,69.0396408270413,-69.0396408270413,546.8442473382083,555.7082920841879,33.304725006293914,100.0,0.0,0.0,0,0,0,0,0,0,0.0,1,1,0
E4-CARBON-TIMING-01,cn-cy-10c-01-V2-LOCATIONS__seed1__2025-02-04,cn-cy-10c-01-V2-LOCATIONS,cy,10,1,1,2025-02-04,106796cec78a9c7c89873827dfbec41bdb9c839d3dbe65d202cf57ce44a8104e,6c4304c7b0cce3cb3f3fbefb0fb02d53cc2828be0facda54557626aac899f803,2,1,33.304725006293914,1,chongqing,10.226223574489506,1.2653727954166576,-87.62619664825952,87.62619664825952,35.373913466514395,26.41306268744155,-25.331804996796166,25.331804996796166,13.377975159428164,18.1239587257455,35.47609791286382,-35.47609791286382,546.8375337862136,550.9112743270849,33.304725006293914,100.0,0.0,0.0,0,0,0,0,0,0,0.0,1,1,0
E4-CARBON-TIMING-01,cn-cy-10c-01-V2-LOCATIONS__seed1__2025-02-05,cn-cy-10c-01-V2-LOCATIONS,cy,10,1,1,2025-02-05,106796cec78a9c7c89873827dfbec41bdb9c839d3dbe65d202cf57ce44a8104e,6c4304c7b0cce3cb3f3fbefb0fb02d53cc2828be0facda54557626aac899f803,2,1,33.304725006293914,1,chongqing,9.918257036967477,7.188956298536376,-27.51794723869738,27.51794723869738,35.06594692899237,32.33664619056127,-7.783336762466056,7.783336762466056,13.377975159428164,34.123571937095264,155.07277095702025,-155.07277095702025,546.8144301365687,567.3552747728387,33.304725006293914,100.0,0.0,0.0,0,0,0,0,0,0,0.0,1,1,0
E4-CARBON-TIMING-01,cn-cy-10c-01-V2-LOCATIONS__seed1__2025-02-06,cn-cy-10c-01-V2-LOCATIONS,cy,10,1,1,2025-02-06,106796cec78a9c7c89873827dfbec41bdb9c839d3dbe65d202cf57ce44a8104e,6c4304c7b0cce3cb3f3fbefb0fb02d53cc2828be0facda54557626aac899f803,2,1,33.304725006293914,1,chongqing,9.530675844346005,4.9227096184585655,-48.34878765309259,48.34878765309259,34.6783657363709,30.07039951048346,-13.287726016034764,13.287726016034764,13.377975159428164,22.614081159428174,69.0396408270413,-69.0396408270413,546.7853537954983,555.6757701692322,33.304725006293914,100.0,0.0,0.0,0,0,0,0,0,0,0.0,1,1,0
E4-CARBON-TIMING-01,cn-cy-10c-01-V2-LOCATIONS__seed1__2025-02-07,cn-cy-10c-01-V2-LOCATIONS,cy,10,1,1,2025-02-07,106796cec78a9c7c89873827dfbec41bdb9c839d3dbe65d202cf57ce44a8104e,6c4304c7b0cce3cb3f3fbefb0fb02d53cc2828be0facda54557626aac899f803,2,1,33.304725006293914,1,chongqing,10.445242474514682,6.213365046738382,-40.51487974646492,40.51487974646492,35.59293236653957,31.361054938763274,-11.889656587425842,11.889656587425842,13.377975159428164,18.1239587257455,35.47609791286382,-35.47609791286382,546.8539645840935,551.2824727057791,33.304725006293914,100.0,0.0,0.0,0,0,0,0,0,0,0.0,1,1,0
E4-CARBON-TIMING-01,cn-cy-10c-01-V2-LOCATIONS__seed1__2025-02-08,cn-cy-10c-01-V2-LOCATIONS,cy,10,1,1,2025-02-08,106796cec78a9c7c89873827dfbec41bdb9c839d3dbe65d202cf57ce44a8104e,6c4304c7b0cce3cb3f3fbefb0fb02d53cc2828be0facda54557626aac899f803,2,1,33.304725006293914,1,chongqing,7.253209786904539,5.685318874116097,-21.616511294340658,21.616511294340658,32.400899678929434,30.833008766140992,-4.839035114225715,4.839035114225715,13.377975159428164,34.123571937095264,155.07277095702025,-155.07277095702025,546.614498291869,567.2424718932587,33.304725006293914,100.0,0.0,0.0,0,0,0,0,0,0,0.0,1,1,0
E4-CARBON-TIMING-01,cn-cy-10c-01-V2-LOCATIONS__seed1__2025-02-09,cn-cy-10c-01-V2-LOCATIONS,cy,10,1,1,2025-02-09,106796cec78a9c7c89873827dfbec41bdb9c839d3dbe65d202cf57ce44a8104e,6c4304c7b0cce3cb3f3fbefb0fb02d53cc2828be0facda54557626aac899f803,2,1,33.304725006293914,1,chongqing,9.707983171895728,5.166047991236126,-46.78556915723078,46.78556915723078,34.85567306392062,30.31373788326102,-13.030691366453608,13.030691366453608,13.377975159428164,18.1239587257455,35.47609791286382,-35.47609791286382,546.798655391211,551.2039029802753,33.304725006293914,100.0,0.0,0.0,0,0,0,0,0,0,0.0,1,1,0
E4-CARBON-TIMING-01,cn-cy-10c-01-V2-LOCATIONS__seed1__2025-02-10,cn-cy-10c-01-V2-LOCATIONS,cy,10,1,1,2025-02-10,106796cec78a9c7c89873827dfbec41bdb9c839d3dbe65d202cf57ce44a8104e,6c4304c7b0cce3cb3f3fbefb0fb02d53cc2828be0facda54557626aac899f803,2,1,33.304725006293914,1,chongqing,10.625697439561257,4.838737968496328,-54.46192594868274,54.46192594868274,35.77338733158615,29.98642786052122,-16.176716555872044,16.176716555872044,13.377975159428164,18.1239587257455,35.47609791286382,-35.47609791286382,546.8675023155713,551.1793481823694,33.304725006293914,100.0,0.0,0.0,0,0,0,0,0,0,0.0,1,1,0
