candidate_id,role,x,y,score,coverage_score,balance_score,distance_score,separation_score,feasibility_score,selected
D_CAND_0037,depot,27921.486915640297,430.49645880460565,0.6035035573957928,0.5076923076923077,0.9954389927580185,0.39088292913284506,1.0,0.046153846153846156,True
D_CAND_0109,depot,-27023.887853353972,-19841.906570671978,0.5397375829652029,0.5076923076923077,0.9256331287973487,0.18716335690961686,1.0,0.09230769230769231,True
D_CAND_0062,depot,17413.33844074381,1506.5622334488614,0.6016439767355779,0.5076923076923077,0.9571144675417813,0.42792297786206884,1.0,0.03076923076923077,False
D_CAND_0121,depot,17830.0007273544,-7514.262468357213,0.6015606586134379,0.5076923076923077,0.9169132604331784,0.4493293740205734,1.0,0.07692307692307693,False
D_CAND_0011,depot,28691.05465719864,-13047.895149222111,0.6014254234698311,0.5076923076923077,0.9954389927580185,0.38257039342899835,1.0,0.046153846153846156,False
D_CAND_0048,depot,25689.035590963045,-12114.597008594106,0.6001581182667228,0.5076923076923077,0.9571144675417813,0.40967185167895614,1.0,0.06153846153846154,False
D_CAND_0012,depot,28691.05465719864,3888.667512956539,0.5999779188785282,0.5076923076923077,0.9954389927580185,0.37062652890994097,1.0,0.06153846153846154,False
D_CAND_0110,depot,24744.874894297547,-19307.109737324063,0.5995661150599519,0.5076923076923077,0.9954389927580185,0.37513315978948214,1.0,0.046153846153846156,False
D_CAND_0038,depot,15389.04697047835,-13545.379953264308,0.5956779023780316,0.5076923076923077,0.9089306599552947,0.4337809495568321,1.0,0.07692307692307693,False
D_CAND_0097,depot,13492.764689018579,-2382.186334004064,0.5953435151839077,0.5076923076923077,0.9085017040941827,0.43287235664144863,1.0,0.07692307692307693,False
D_CAND_0129,depot,35632.438041196736,-2970.566997661854,0.5918551365146313,0.5076923076923077,0.9954389927580185,0.3381353994543529,1.0,0.06153846153846154,False
D_CAND_0024,depot,33858.02180493329,-9031.795347679137,0.5916638953301528,0.5076923076923077,0.9954389927580185,0.3496781270241316,1.0,0.03076923076923077,False
D_CAND_0106,depot,25214.59730556174,-24317.109895471454,0.5877471761039269,0.5076923076923077,0.9965784067640977,0.33287183611314836,1.0,0.03076923076923077,False
D_CAND_0003,depot,18008.15871720756,-21406.168103915446,0.582461137308745,0.5076923076923077,0.9089306599552947,0.3932215815873783,1.0,0.046153846153846156,False
D_CAND_0107,depot,10710.976664742208,-83.91904524992722,0.5776734235078738,0.5076923076923077,0.8479250935827531,0.4166147542948958,1.0,0.09230769230769231,False
D_CAND_0085,depot,9293.80430338425,-5472.849369817766,0.5754644372399932,0.5076923076923077,0.8408071072624239,0.421050641697549,1.0,0.07692307692307693,False
D_CAND_0056,depot,8893.513330258367,-1749.143299983117,0.5753556517190518,0.5076923076923077,0.8479250935827531,0.41349751329345447,1.0,0.07692307692307693,False
D_CAND_0083,depot,8799.080177638645,13143.335001147654,0.5727355132014966,0.5076923076923077,0.961933518543963,0.3074700727235622,1.0,0.03076923076923077,False
D_CAND_0119,depot,24072.35275133822,-27055.38456212191,0.5700565063302193,0.5076923076923077,0.9498423252088647,0.3149990847273973,1.0,0.015384615384615385,False
D_CAND_0028,depot,34517.44520873457,-15770.923785265208,0.5695005750591184,0.5076923076923077,0.9418597247309811,0.3207579601208775,1.0,0.015384615384615385,False
D_CAND_0084,depot,11230.871564926352,-27374.417501821332,0.5666499679673109,0.5076923076923077,0.9005459133576186,0.33836165081931796,1.0,0.046153846153846156,False
D_CAND_0094,depot,8080.100049763876,9415.113163677808,0.5635424683394414,0.5076923076923077,0.8881263006913565,0.3445051111279479,1.0,0.03076923076923077,False
