node_id,node_type,x,y,demand,ready_time,due_time,service_time,station_capacity,station_chargers,charge_power_kw,carbon_region
D0,d,41477.7008136896,-2846.4371357448754,0.0,0.0,86400.0,0.0,87,88,,
D1,d,-1810.857816186684,1191.3799561833948,0.0,0.0,86400.0,0.0,87,88,,
C1,c,28606.54137603734,-2155.3224311026606,515.1,6944.6,26770.6,960.0,,,,
C2,c,-15660.709743956519,28795.013668128693,470.1,1512.4,22578.4,1488.0,,,,
C3,c,14173.790828709447,10250.957601965752,99.9,9380.2,28618.2,688.0,,,,
C4,c,22357.456889141242,-30765.383479305223,814.9,2016.9,21626.9,324.0,,,,
C5,c,-7594.613690973054,11566.400233591838,228.5,0.0,19476.0,736.0,,,,
C6,c,23821.01447048497,-21177.973187080443,841.4,3337.1,23655.1,618.0,,,,
C7,c,-7568.620955982529,-955.9772260316822,226.7,946.6,20116.6,676.0,,,,
C8,c,-42054.80218871344,-28741.49130310852,770.0,0.0,18736.0,502.0,,,,
C9,c,43655.82316113668,-18599.60799990495,607.5,0.0,19761.0,1442.0,,,,
C10,c,4818.975595748139,14270.342496353314,416.1,3282.2,22567.2,1078.0,,,,
C11,c,15707.923655051396,-12780.050475188937,815.7,4995.9,24138.9,920.0,,,,
C12,c,25292.089063623916,-37722.52031032427,513.7,0.0,19112.0,292.0,,,,
C13,c,-47024.01963354298,-2584.1403062386344,163.8,3433.3,23133.3,802.0,,,,
C14,c,-11824.095380554874,20395.27929357762,241.6,3838.9,23591.9,210.0,,,,
C15,c,-24006.925466879988,-3625.6285823955213,492.7,907.3,20816.3,1318.0,,,,
C16,c,39234.805954141004,-21168.853296405145,345.4,4089.6,24089.6,1428.0,,,,
C17,c,-45210.21766982205,-29957.213156650192,430.5,1809.5,20646.5,498.0,,,,
C18,c,-47319.78750145371,-25289.102402304692,643.9,0.0,19273.0,434.0,,,,
C19,c,-18018.18298765768,-40065.38887047945,408.9,500.7,19773.7,434.0,,,,
C20,c,46965.99588437883,-29275.95963862897,523.9,7348.4,26806.4,1318.0,,,,
C21,c,-14717.608809988908,2355.3472247627506,162.4,85.0,19543.0,1318.0,,,,
C22,c,-20126.930348716065,15081.936729058478,612.8,2209.8,21975.8,898.0,,,,
C23,c,-26284.04394795477,-3815.252560407872,477.2,3952.2,23021.2,642.0,,,,
C24,c,-29786.14186861414,-5518.370133376177,771.8,1777.8,21563.8,598.0,,,,
C25,c,-39535.89585132542,10612.550789627645,102.5,1880.6,22023.6,1124.0,,,,
C26,c,-11150.065734827664,27480.300910478654,149.7,0.0,20019.0,1456.0,,,,
C27,c,35713.24150098345,15723.413543826926,400.5,2909.7,22382.7,420.0,,,,
C28,c,30983.977755040465,-26233.440450525042,564.5,3486.8,24006.8,1118.0,,,,
C29,c,53346.50098295092,-34742.17292565877,757.2,4867.8,25384.8,1192.0,,,,
C30,c,-20332.983283531918,-41779.84716205218,601.6,0.0,19852.0,1470.0,,,,
C31,c,-29179.85299119022,-45000.0,287.0,9356.0,28629.0,434.0,,,,
C32,c,-21329.519470483112,-30304.528137927242,851.3,2627.7,22760.7,472.0,,,,
C33,c,-48213.67405348047,-3856.5283198416037,258.3,3912.0,24103.0,1134.0,,,,
C34,c,-5905.6365069814965,15058.94602436607,140.5,2383.3,22218.3,1458.0,,,,
C35,c,-45013.4456592297,-28650.18377634594,455.7,2454.8,22171.8,1512.0,,,,
C36,c,-36639.63504720668,-17588.98097102496,861.5,8744.4,28238.4,1414.0,,,,
C37,c,-8532.298114356405,-3309.358732747153,751.8,996.9,20749.9,210.0,,,,
C38,c,-24837.680028115185,6737.5724691310625,641.6,7117.7,25652.7,532.0,,,,
C39,c,6964.793863805749,-28180.910691537494,726.1,5195.6,25214.6,1456.0,,,,
C40,c,25064.286070947477,-9712.524375582749,417.7,0.0,20037.0,1290.0,,,,
C41,c,45408.42685680116,-31302.413014758356,171.0,6175.0,25892.0,1512.0,,,,
C42,c,-12090.518663966684,-93.84515432362787,313.0,1973.2,20508.2,532.0,,,,
C43,c,12955.960025727978,13697.694146532927,704.7,10767.9,29879.9,292.0,,,,
C44,c,-12793.952349173374,-7174.40186934859,608.9,3228.9,23117.9,1570.0,,,,
C45,c,-45952.989146563865,-25121.35014547952,273.3,1162.1,21458.1,1650.0,,,,
C46,c,-25554.964810201647,11393.688868851994,367.1,258.5,19680.5,348.0,,,,
C47,c,-39417.01127092833,23932.184759287768,164.5,0.0,20122.0,844.0,,,,
C48,c,-47231.578012680024,-3222.865570342048,465.8,711.0,20084.0,1250.0,,,,
C49,c,22241.033924140724,-3861.615846746128,111.2,1188.1,21885.1,1056.0,,,,
C50,c,6307.202360692074,-13485.406456889556,630.5,0.0,19041.0,244.0,,,,
C51,c,-29714.370924655705,7388.110600065632,318.9,1598.7,21359.7,1442.0,,,,
C52,c,-33924.87295709785,-32591.64200187527,768.2,898.6,20171.6,434.0,,,,
C53,c,30200.243212028894,-8895.994203094624,249.9,7222.7,26760.7,374.0,,,,
C54,c,35795.025012813494,-20921.965731569762,367.9,0.0,20741.0,1058.0,,,,
C55,c,-36560.14329698827,2812.409255415916,810.0,0.0,19014.0,602.0,,,,
C56,c,-19745.633355293445,-16154.980816325526,115.2,1766.5,20909.5,920.0,,,,
C57,c,37224.92269469878,-23113.022347441965,699.0,1190.7,20663.7,420.0,,,,
C58,c,22775.9643099804,-6005.614944729916,481.9,0.0,20589.0,824.0,,,,
C59,c,-24661.149570660178,-24843.348562972446,187.6,0.0,18736.0,502.0,,,,
C60,c,11975.75855375768,-15192.161679379738,180.5,6056.6,26061.6,986.0,,,,
C61,c,-11941.787397996784,1658.5771828947381,216.7,106.4,19147.4,244.0,,,,
C62,c,-19255.370289837785,-20712.187054241916,762.5,1194.5,20873.5,1150.0,,,,
C63,c,-48387.171600891146,8062.405211088452,406.4,2214.5,20717.5,352.0,,,,
C64,c,-35138.39506643263,30762.2513240419,200.8,2286.8,22691.8,672.0,,,,
C65,c,-5305.541364600442,-1492.3936117690537,549.2,3031.1,22608.1,576.0,,,,
C66,c,-47021.22773557665,-26559.07517770382,404.5,5423.1,24637.1,484.0,,,,
C67,c,-20365.61973469594,36362.23754363815,450.7,0.0,19852.0,1470.0,,,,
C68,c,37064.985177299706,-23729.184738616448,347.0,3232.2,23843.2,990.0,,,,
C69,c,-11710.079278117326,-22958.488877956795,309.6,3747.3,22584.3,498.0,,,,
C70,c,-29817.00936184914,-15549.500828389853,610.2,0.0,19014.0,602.0,,,,
C71,c,-19503.660112707017,4172.228834314219,567.0,1562.1,22628.1,1488.0,,,,
C72,c,-8778.742224634294,42603.36526680579,403.9,8651.0,27930.0,766.0,,,,
C73,c,-17074.46807076888,-9831.425213743496,528.4,1803.2,22208.2,672.0,,,,
C74,c,47214.551155959634,-45000.0,680.2,10889.9,30724.9,1458.0,,,,
C75,c,33641.11212669714,-28042.37932581569,190.4,843.4,19680.4,498.0,,,,
C76,c,-3526.1265455304474,2166.882292491555,141.7,5070.6,24833.6,1110.0,,,,
C77,c,-15215.652456371921,-23701.829975962064,537.8,2061.5,21346.5,1078.0,,,,
C78,c,1528.4571171867829,-45000.0,350.7,2040.5,21650.5,324.0,,,,
C79,c,-24576.356105432846,24942.980584948757,573.7,3547.2,23699.2,1436.0,,,,
C80,c,-18195.34821555273,7272.8712518909615,490.5,1419.2,21136.2,1512.0,,,,
C81,c,-20323.759158028002,25025.07563610639,139.6,4463.6,25529.6,1488.0,,,,
C82,c,-14591.074850651003,10343.313716284896,382.1,2196.2,20999.2,338.0,,,,
C83,c,12214.951854365667,-2557.1447375634307,376.6,2356.1,20930.1,306.0,,,,
C84,c,-396.2227798117892,-12433.157555403588,308.9,2568.0,21582.0,602.0,,,,
C85,c,59536.492122886906,-9258.137485453619,584.8,3954.3,23490.3,244.0,,,,
C86,c,19367.67586202637,-45000.0,539.8,6886.8,27231.8,1088.0,,,,
C87,c,35853.55062955573,-11634.068600953704,764.9,2919.7,22672.7,210.0,,,,
C88,c,-25503.84222356746,-11384.653855432618,745.2,85.6,20122.6,1290.0,,,,
F1,f,40492.372519082055,-2832.9297368404837,0.0,0.0,86400.0,0.0,1,1,60.0,R1
F2,f,38498.94435869107,-7667.369677609742,0.0,0.0,86400.0,0.0,1,1,60.0,R2
F3,f,36435.67598442079,-2592.322521798902,0.0,0.0,86400.0,0.0,1,1,60.0,R3
