customer_id,owner_depot_id
C001,D1
C002,D1
C003,D0
C004,D1
C005,D0
C006,D1
C007,D1
C008,D1
C009,D1
C010,D0
C011,D0
C012,D0
C013,D0
C014,D1
C015,D1
C016,D1
C017,D0
C018,D0
C019,D0
C020,D0
C021,D0
C022,D0
C023,D0
C024,D1
C025,D0
C026,D1
C027,D1
C028,D0
C029,D1
C030,D0
C031,D1
C032,D0
C033,D0
C034,D1
C035,D0
C036,D0
C037,D1
C038,D1
C039,D0
C040,D0
C041,D1
C042,D0
C043,D0
C044,D1
C045,D0
C046,D1
C047,D1
C048,D1
C049,D0
C050,D1
C051,D1
C052,D0
C053,D1
C054,D0
C055,D0
C056,D0
C057,D0
C058,D1
C059,D1
C060,D1
C061,D0
C062,D1
C063,D1
C064,D0
C065,D0
C066,D1
C067,D1
C068,D0
C069,D1
C070,D0
C071,D1
C072,D1
C073,D0
C074,D0
C075,D0
C076,D1
C077,D0
C078,D1
C079,D0
C080,D0
C081,D1
C082,D1
C083,D1
C084,D0
C085,D0
C086,D0
C087,D1
C088,D1
C089,D0
C090,D0
C091,D1
C092,D0
C093,D1
C094,D0
C095,D1
C096,D0
C097,D1
C098,D0
C099,D1
C100,D1
C101,D0
C102,D0
C103,D0
C104,D0
C105,D0
C106,D0
C107,D0
C108,D0
C109,D0
C110,D1
C111,D1
C112,D1
C113,D1
C114,D1
N_S3_001,D1
