instance,condition,arm,seed,operating_day,previous_day,timing_rule,route_fingerprint,service_fingerprint,energy_fingerprint,route_unchanged,service_unchanged,energy_unchanged,hard_violation_count,clock_violation_count,charging_kwh,eligible_pre_day_kwh,eligible_between_trip_kwh,moved_pre_day_kwh,moved_between_trip_kwh,actual_charging_emissions_kg,forecast_charging_emissions_kg,actual_pre_day_emissions_kg,actual_between_trip_emissions_kg,direct_fuel_emissions_kg,actual_total_operational_emissions_kg
L-main-threeshift-100c-01,geographic,ownership_fixed,1,2025-11-02,2025-11-01,immediate,f933e2814bcac3094eb881ead6d7dae5a7a10b9056a4f486b1f79817a0bd3f23,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,adfec57ceb78f72ce54653a88a7d65cbdcb48d207c0c348cb8d6ad6a323d4dce,True,True,True,0,0,2214.310580563191,1465.8497159685135,332.59769203039787,0,0,120.82699780181746,113.37489287101772,67.01687650484617,53.81012129697129,1809.9703375131833,1930.7973353150007
L-main-threeshift-100c-01,geographic,ownership_fixed,1,2025-11-02,2025-11-01,forecast_timed,f933e2814bcac3094eb881ead6d7dae5a7a10b9056a4f486b1f79817a0bd3f23,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,adfec57ceb78f72ce54653a88a7d65cbdcb48d207c0c348cb8d6ad6a323d4dce,True,True,True,0,0,2214.310580563191,1465.8497159685135,332.59769203039787,1465.8497159685135,47.67397345492921,119.91752691281147,102.26337589416838,66.08698223495266,53.83054467785881,1809.9703375131833,1929.8878644259948
L-main-threeshift-100c-01,geographic,ownership_fixed,1,2025-11-02,2025-11-01,actual_oracle,f933e2814bcac3094eb881ead6d7dae5a7a10b9056a4f486b1f79817a0bd3f23,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,adfec57ceb78f72ce54653a88a7d65cbdcb48d207c0c348cb8d6ad6a323d4dce,True,True,True,0,0,2214.310580563191,1465.8497159685135,332.59769203039787,1465.8497159685135,0,117.87465689388051,106.08250173988857,64.06453559690922,53.81012129697129,1809.9703375131833,1927.8449944070637
L-main-threeshift-100c-01,geographic,ownership_fixed,1,2025-11-03,2025-11-02,immediate,f933e2814bcac3094eb881ead6d7dae5a7a10b9056a4f486b1f79817a0bd3f23,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,adfec57ceb78f72ce54653a88a7d65cbdcb48d207c0c348cb8d6ad6a323d4dce,True,True,True,0,0,2214.310580563191,1465.8497159685135,332.59769203039787,0,0,148.81934206905146,146.5726851220828,104.85804204829655,43.961300020754905,1809.9703375131833,1958.7896795822348
L-main-threeshift-100c-01,geographic,ownership_fixed,1,2025-11-03,2025-11-02,forecast_timed,f933e2814bcac3094eb881ead6d7dae5a7a10b9056a4f486b1f79817a0bd3f23,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,adfec57ceb78f72ce54653a88a7d65cbdcb48d207c0c348cb8d6ad6a323d4dce,True,True,True,0,0,2214.310580563191,1465.8497159685135,332.59769203039787,1465.8497159685135,47.67397345492921,149.22008807985605,136.79061269020465,105.20717889828721,44.01290918156884,1809.9703375131833,1959.1904255930394
L-main-threeshift-100c-01,geographic,ownership_fixed,1,2025-11-03,2025-11-02,actual_oracle,f933e2814bcac3094eb881ead6d7dae5a7a10b9056a4f486b1f79817a0bd3f23,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,adfec57ceb78f72ce54653a88a7d65cbdcb48d207c0c348cb8d6ad6a323d4dce,True,True,True,0,0,2214.310580563191,1465.8497159685135,332.59769203039787,814.0741752897882,47.67397345492921,148.37110922713978,142.699815185637,104.41273990772112,43.95836931941867,1809.9703375131833,1958.3414467403231
L-main-threeshift-100c-01,geographic,ownership_fixed,1,2025-11-04,2025-11-03,immediate,f933e2814bcac3094eb881ead6d7dae5a7a10b9056a4f486b1f79817a0bd3f23,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,adfec57ceb78f72ce54653a88a7d65cbdcb48d207c0c348cb8d6ad6a323d4dce,True,True,True,0,0,2214.310580563191,1465.8497159685135,332.59769203039787,0,0,145.63187619566293,140.5991827660606,92.02928855521215,53.60258764045078,1809.9703375131833,1955.6022137088462
L-main-threeshift-100c-01,geographic,ownership_fixed,1,2025-11-04,2025-11-03,forecast_timed,f933e2814bcac3094eb881ead6d7dae5a7a10b9056a4f486b1f79817a0bd3f23,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,adfec57ceb78f72ce54653a88a7d65cbdcb48d207c0c348cb8d6ad6a323d4dce,True,True,True,0,0,2214.310580563191,1465.8497159685135,332.59769203039787,1465.8497159685135,47.67397345492921,144.15463328943142,137.33730269816942,90.531530739627,53.623102549804415,1809.9703375131833,1954.1249708026146
L-main-threeshift-100c-01,geographic,ownership_fixed,1,2025-11-04,2025-11-03,actual_oracle,f933e2814bcac3094eb881ead6d7dae5a7a10b9056a4f486b1f79817a0bd3f23,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,adfec57ceb78f72ce54653a88a7d65cbdcb48d207c0c348cb8d6ad6a323d4dce,True,True,True,0,0,2214.310580563191,1465.8497159685135,332.59769203039787,1465.8497159685135,0,140.9780849195708,142.29268403559058,87.37549727912,53.60258764045078,1809.9703375131833,1950.9484224327541
L-main-threeshift-100c-01,geographic,ownership_fixed,1,2025-11-05,2025-11-04,immediate,f933e2814bcac3094eb881ead6d7dae5a7a10b9056a4f486b1f79817a0bd3f23,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,adfec57ceb78f72ce54653a88a7d65cbdcb48d207c0c348cb8d6ad6a323d4dce,True,True,True,0,0,2214.310580563191,1465.8497159685135,332.59769203039787,0,0,162.14037608246286,158.10737283260733,90.98905407280958,71.15132200965327,1809.9703375131833,1972.110713595646
L-main-threeshift-100c-01,geographic,ownership_fixed,1,2025-11-05,2025-11-04,forecast_timed,f933e2814bcac3094eb881ead6d7dae5a7a10b9056a4f486b1f79817a0bd3f23,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,adfec57ceb78f72ce54653a88a7d65cbdcb48d207c0c348cb8d6ad6a323d4dce,True,True,True,0,0,2214.310580563191,1465.8497159685135,332.59769203039787,490.931203315802,215.08725879199918,162.39902353245475,157.40625561349054,90.83043795496172,71.56858557749302,1809.9703375131833,1972.369361045638
L-main-threeshift-100c-01,geographic,ownership_fixed,1,2025-11-05,2025-11-04,actual_oracle,f933e2814bcac3094eb881ead6d7dae5a7a10b9056a4f486b1f79817a0bd3f23,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,adfec57ceb78f72ce54653a88a7d65cbdcb48d207c0c348cb8d6ad6a323d4dce,True,True,True,0,0,2214.310580563191,1465.8497159685135,332.59769203039787,265.44008964040086,0,161.81019757130102,157.76946432472906,90.65887556164775,71.15132200965327,1809.9703375131833,1971.7805350844842
L-main-threeshift-100c-01,geographic,ownership_fixed,1,2025-11-06,2025-11-05,immediate,f933e2814bcac3094eb881ead6d7dae5a7a10b9056a4f486b1f79817a0bd3f23,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,adfec57ceb78f72ce54653a88a7d65cbdcb48d207c0c348cb8d6ad6a323d4dce,True,True,True,0,0,2214.310580563191,1465.8497159685135,332.59769203039787,0,0,249.83852106181996,243.9306155786541,110.0730454883335,139.76547557348644,1809.9703375131833,2059.8088585750033
L-main-threeshift-100c-01,geographic,ownership_fixed,1,2025-11-06,2025-11-05,forecast_timed,f933e2814bcac3094eb881ead6d7dae5a7a10b9056a4f486b1f79817a0bd3f23,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,adfec57ceb78f72ce54653a88a7d65cbdcb48d207c0c348cb8d6ad6a323d4dce,True,True,True,0,0,2214.310580563191,1465.8497159685135,332.59769203039787,490.931203315802,0,249.34074181333494,242.0938308148567,109.57526623984849,139.76547557348644,1809.9703375131833,2059.311079326518
L-main-threeshift-100c-01,geographic,ownership_fixed,1,2025-11-06,2025-11-05,actual_oracle,f933e2814bcac3094eb881ead6d7dae5a7a10b9056a4f486b1f79817a0bd3f23,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,adfec57ceb78f72ce54653a88a7d65cbdcb48d207c0c348cb8d6ad6a323d4dce,True,True,True,0,0,2214.310580563191,1465.8497159685135,332.59769203039787,490.931203315802,0,248.81416413032616,242.47675147832695,109.04868855683972,139.76547557348644,1809.9703375131833,2058.7845016435094
L-main-threeshift-100c-01,geographic,ownership_fixed,1,2025-11-07,2025-11-06,immediate,f933e2814bcac3094eb881ead6d7dae5a7a10b9056a4f486b1f79817a0bd3f23,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,adfec57ceb78f72ce54653a88a7d65cbdcb48d207c0c348cb8d6ad6a323d4dce,True,True,True,0,0,2214.310580563191,1465.8497159685135,332.59769203039787,0,0,364.65022047725654,363.92759479033253,217.73459514581265,146.9156253314439,1809.9703375131833,2174.62055799044
L-main-threeshift-100c-01,geographic,ownership_fixed,1,2025-11-07,2025-11-06,forecast_timed,f933e2814bcac3094eb881ead6d7dae5a7a10b9056a4f486b1f79817a0bd3f23,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,adfec57ceb78f72ce54653a88a7d65cbdcb48d207c0c348cb8d6ad6a323d4dce,True,True,True,0,0,2214.310580563191,1465.8497159685135,332.59769203039787,0,332.59769203039787,364.77122246770483,363.5744974146985,217.73459514581265,147.03662732189218,1809.9703375131833,2174.7415599808883
L-main-threeshift-100c-01,geographic,ownership_fixed,1,2025-11-07,2025-11-06,actual_oracle,f933e2814bcac3094eb881ead6d7dae5a7a10b9056a4f486b1f79817a0bd3f23,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,adfec57ceb78f72ce54653a88a7d65cbdcb48d207c0c348cb8d6ad6a323d4dce,True,True,True,0,0,2214.310580563191,1465.8497159685135,332.59769203039787,0,227.89383939918463,364.53895297508916,363.7011731116148,217.73459514581265,146.80435782927648,1809.9703375131833,2174.509290488272
L-main-threeshift-100c-01,geographic,ownership_fixed,1,2025-11-08,2025-11-07,immediate,f933e2814bcac3094eb881ead6d7dae5a7a10b9056a4f486b1f79817a0bd3f23,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,adfec57ceb78f72ce54653a88a7d65cbdcb48d207c0c348cb8d6ad6a323d4dce,True,True,True,0,0,2214.310580563191,1465.8497159685135,332.59769203039787,0,0,420.8648689463463,439.2483217489513,288.82897439411136,132.0358945522349,1809.9703375131833,2230.8352064595297
L-main-threeshift-100c-01,geographic,ownership_fixed,1,2025-11-08,2025-11-07,forecast_timed,f933e2814bcac3094eb881ead6d7dae5a7a10b9056a4f486b1f79817a0bd3f23,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,adfec57ceb78f72ce54653a88a7d65cbdcb48d207c0c348cb8d6ad6a323d4dce,True,True,True,0,0,2214.310580563191,1465.8497159685135,332.59769203039787,1465.8497159685135,47.67397345492921,425.1941836480911,432.77949144247555,293.1260513811576,132.06813226693347,1809.9703375131833,2235.1645211612745
L-main-threeshift-100c-01,geographic,ownership_fixed,1,2025-11-08,2025-11-07,actual_oracle,f933e2814bcac3094eb881ead6d7dae5a7a10b9056a4f486b1f79817a0bd3f23,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,adfec57ceb78f72ce54653a88a7d65cbdcb48d207c0c348cb8d6ad6a323d4dce,True,True,True,0,0,2214.310580563191,1465.8497159685135,332.59769203039787,1131.6610238379935,0,419.4521373406743,438.761991296553,287.4162427884394,132.0358945522349,1809.9703375131833,2229.4224748538577
L-main-threeshift-100c-01,geographic,ownership_fixed,1,2025-11-09,2025-11-08,immediate,f933e2814bcac3094eb881ead6d7dae5a7a10b9056a4f486b1f79817a0bd3f23,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,adfec57ceb78f72ce54653a88a7d65cbdcb48d207c0c348cb8d6ad6a323d4dce,True,True,True,0,0,2214.310580563191,1465.8497159685135,332.59769203039787,0,0,363.06454515285253,372.5191875654091,258.630647123541,104.43389802931154,1809.9703375131833,2173.0348826660356
L-main-threeshift-100c-01,geographic,ownership_fixed,1,2025-11-09,2025-11-08,forecast_timed,f933e2814bcac3094eb881ead6d7dae5a7a10b9056a4f486b1f79817a0bd3f23,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,adfec57ceb78f72ce54653a88a7d65cbdcb48d207c0c348cb8d6ad6a323d4dce,True,True,True,0,0,2214.310580563191,1465.8497159685135,332.59769203039787,928.9617418970533,47.67397345492921,364.09550794441316,370.50759191979574,259.7851076995508,104.31040024486236,1809.9703375131833,2174.0658454575964
L-main-threeshift-100c-01,geographic,ownership_fixed,1,2025-11-09,2025-11-08,actual_oracle,f933e2814bcac3094eb881ead6d7dae5a7a10b9056a4f486b1f79817a0bd3f23,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,adfec57ceb78f72ce54653a88a7d65cbdcb48d207c0c348cb8d6ad6a323d4dce,True,True,True,0,0,2214.310580563191,1465.8497159685135,332.59769203039787,384.1596681815008,47.67397345492921,362.02992430354595,372.23947234689007,257.7195240586836,104.31040024486236,1809.9703375131833,2172.000261816729
L-main-threeshift-100c-01,geographic,ownership_fixed,1,2025-11-10,2025-11-09,immediate,f933e2814bcac3094eb881ead6d7dae5a7a10b9056a4f486b1f79817a0bd3f23,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,adfec57ceb78f72ce54653a88a7d65cbdcb48d207c0c348cb8d6ad6a323d4dce,True,True,True,0,0,2214.310580563191,1465.8497159685135,332.59769203039787,0,0,287.8632450330478,281.9185878706063,198.15449678432347,89.70874824872433,1809.9703375131833,2097.833582546231
L-main-threeshift-100c-01,geographic,ownership_fixed,1,2025-11-10,2025-11-09,forecast_timed,f933e2814bcac3094eb881ead6d7dae5a7a10b9056a4f486b1f79817a0bd3f23,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,adfec57ceb78f72ce54653a88a7d65cbdcb48d207c0c348cb8d6ad6a323d4dce,True,True,True,0,0,2214.310580563191,1465.8497159685135,332.59769203039787,1465.8497159685135,0,269.94451260214,255.77031874241067,180.23576435341562,89.70874824872433,1809.9703375131833,2079.914850115323
L-main-threeshift-100c-01,geographic,ownership_fixed,1,2025-11-10,2025-11-09,actual_oracle,f933e2814bcac3094eb881ead6d7dae5a7a10b9056a4f486b1f79817a0bd3f23,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,adfec57ceb78f72ce54653a88a7d65cbdcb48d207c0c348cb8d6ad6a323d4dce,True,True,True,0,0,2214.310580563191,1465.8497159685135,332.59769203039787,1465.8497159685135,0,268.9315423227222,257.83503740606875,179.22279407399787,89.70874824872433,1809.9703375131833,2078.9018798359057
L-main-threeshift-100c-01,geographic,ownership_fixed,1,2025-11-11,2025-11-10,immediate,f933e2814bcac3094eb881ead6d7dae5a7a10b9056a4f486b1f79817a0bd3f23,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,adfec57ceb78f72ce54653a88a7d65cbdcb48d207c0c348cb8d6ad6a323d4dce,True,True,True,0,0,2214.310580563191,1465.8497159685135,332.59769203039787,0,0,208.93998386673877,202.4939546897566,136.69297430062284,72.24700956611592,1809.9703375131833,2018.9103213799222
L-main-threeshift-100c-01,geographic,ownership_fixed,1,2025-11-11,2025-11-10,forecast_timed,f933e2814bcac3094eb881ead6d7dae5a7a10b9056a4f486b1f79817a0bd3f23,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,adfec57ceb78f72ce54653a88a7d65cbdcb48d207c0c348cb8d6ad6a323d4dce,True,True,True,0,0,2214.310580563191,1465.8497159685135,332.59769203039787,490.931203315802,332.59769203039787,209.10335662348942,199.7827814556586,138.5624627106954,70.54089391279402,1809.9703375131833,2019.0736941366727
L-main-threeshift-100c-01,geographic,ownership_fixed,1,2025-11-11,2025-11-10,actual_oracle,f933e2814bcac3094eb881ead6d7dae5a7a10b9056a4f486b1f79817a0bd3f23,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,adfec57ceb78f72ce54653a88a7d65cbdcb48d207c0c348cb8d6ad6a323d4dce,True,True,True,0,0,2214.310580563191,1465.8497159685135,332.59769203039787,156.74251118528244,284.9237185754687,207.01676326297513,200.23112490722113,136.571277128754,70.44548613422116,1809.9703375131833,2016.9871007761585
L-main-threeshift-100c-01,geographic,ownership_fixed,1,2025-11-12,2025-11-11,immediate,f933e2814bcac3094eb881ead6d7dae5a7a10b9056a4f486b1f79817a0bd3f23,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,adfec57ceb78f72ce54653a88a7d65cbdcb48d207c0c348cb8d6ad6a323d4dce,True,True,True,0,0,2214.310580563191,1465.8497159685135,332.59769203039787,0,0,217.47630305131958,211.41166144713003,144.00800779162404,73.46829525969552,1809.9703375131833,2027.4466405645028
L-main-threeshift-100c-01,geographic,ownership_fixed,1,2025-11-12,2025-11-11,forecast_timed,f933e2814bcac3094eb881ead6d7dae5a7a10b9056a4f486b1f79817a0bd3f23,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,adfec57ceb78f72ce54653a88a7d65cbdcb48d207c0c348cb8d6ad6a323d4dce,True,True,True,0,0,2214.310580563191,1465.8497159685135,332.59769203039787,1465.8497159685135,47.67397345492921,166.01130141975312,169.0031227463792,92.53861083484874,73.47269058490437,1809.9703375131833,1975.9816389329364
L-main-threeshift-100c-01,geographic,ownership_fixed,1,2025-11-12,2025-11-11,actual_oracle,f933e2814bcac3094eb881ead6d7dae5a7a10b9056a4f486b1f79817a0bd3f23,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,adfec57ceb78f72ce54653a88a7d65cbdcb48d207c0c348cb8d6ad6a323d4dce,True,True,True,0,0,2214.310580563191,1465.8497159685135,332.59769203039787,1465.8497159685135,47.67397345492921,166.00397539320804,169.0251008260144,92.53861083484874,73.4653645583593,1809.9703375131833,1975.9743129063913
L-main-threeshift-100c-01,geographic,ownership_fixed,1,2025-11-13,2025-11-12,immediate,f933e2814bcac3094eb881ead6d7dae5a7a10b9056a4f486b1f79817a0bd3f23,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,adfec57ceb78f72ce54653a88a7d65cbdcb48d207c0c348cb8d6ad6a323d4dce,True,True,True,0,0,2214.310580563191,1465.8497159685135,332.59769203039787,0,0,149.40182691839442,138.92872390904054,80.92877988156333,68.47304703683109,1809.9703375131833,1959.3721644315776
L-main-threeshift-100c-01,geographic,ownership_fixed,1,2025-11-13,2025-11-12,forecast_timed,f933e2814bcac3094eb881ead6d7dae5a7a10b9056a4f486b1f79817a0bd3f23,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,adfec57ceb78f72ce54653a88a7d65cbdcb48d207c0c348cb8d6ad6a323d4dce,True,True,True,0,0,2214.310580563191,1465.8497159685135,332.59769203039787,110.60354706813598,0,149.40182691839442,138.92872390904054,80.92877988156333,68.47304703683109,1809.9703375131833,1959.3721644315776
L-main-threeshift-100c-01,geographic,ownership_fixed,1,2025-11-13,2025-11-12,actual_oracle,f933e2814bcac3094eb881ead6d7dae5a7a10b9056a4f486b1f79817a0bd3f23,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,adfec57ceb78f72ce54653a88a7d65cbdcb48d207c0c348cb8d6ad6a323d4dce,True,True,True,0,0,2214.310580563191,1465.8497159685135,332.59769203039787,265.44008964040086,0,149.38267508600018,138.9984452728734,80.90962804916909,68.47304703683109,1809.9703375131833,1959.3530125991833
L-main-threeshift-100c-01,geographic,ownership_fixed,1,2025-11-14,2025-11-13,immediate,f933e2814bcac3094eb881ead6d7dae5a7a10b9056a4f486b1f79817a0bd3f23,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,adfec57ceb78f72ce54653a88a7d65cbdcb48d207c0c348cb8d6ad6a323d4dce,True,True,True,0,0,2214.310580563191,1465.8497159685135,332.59769203039787,0,0,149.76740552741362,143.39472960905007,88.94600808409076,60.821397443322844,1809.9703375131833,1959.7377430405968
L-main-threeshift-100c-01,geographic,ownership_fixed,1,2025-11-14,2025-11-13,forecast_timed,f933e2814bcac3094eb881ead6d7dae5a7a10b9056a4f486b1f79817a0bd3f23,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,adfec57ceb78f72ce54653a88a7d65cbdcb48d207c0c348cb8d6ad6a323d4dce,True,True,True,0,0,2214.310580563191,1465.8497159685135,332.59769203039787,265.44008964040086,332.59769203039787,148.62142272420178,142.71959009293673,88.34036199134842,60.281060732853355,1809.9703375131833,1958.591760237385
L-main-threeshift-100c-01,geographic,ownership_fixed,1,2025-11-14,2025-11-13,actual_oracle,f933e2814bcac3094eb881ead6d7dae5a7a10b9056a4f486b1f79817a0bd3f23,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,adfec57ceb78f72ce54653a88a7d65cbdcb48d207c0c348cb8d6ad6a323d4dce,True,True,True,0,0,2214.310580563191,1465.8497159685135,332.59769203039787,490.931203315802,332.59769203039787,148.1031102362534,142.9594155317536,88.01622317437203,60.08688706188138,1809.9703375131833,1958.0734477494366
