customer_id,owner_depot_id
C001,D1
C002,D0
C003,D0
C004,D1
C005,D1
C006,D0
C007,D1
C008,D1
C009,D1
C010,D1
C011,D0
C012,D1
C013,D1
C014,D1
C015,D1
C016,D0
C017,D1
C018,D0
C019,D0
C020,D0
C021,D0
C022,D0
C023,D1
C024,D0
C025,D0
C026,D1
C027,D1
C028,D1
C029,D0
C030,D1
C031,D0
C032,D0
C033,D0
C034,D0
C035,D0
C036,D1
C037,D0
C038,D1
C039,D0
C040,D0
C041,D1
C042,D0
C043,D0
C044,D0
C045,D1
C046,D0
C047,D0
C048,D1
C049,D1
C050,D1
C051,D0
C052,D0
C053,D0
C054,D1
C055,D0
C056,D1
C057,D1
C058,D1
C059,D0
C060,D1
C061,D1
C062,D1
C063,D0
C064,D1
C065,D0
C066,D1
C067,D0
C068,D0
C069,D1
C070,D0
C071,D1
C072,D0
C073,D0
C074,D0
C075,D1
C076,D0
C077,D0
C078,D0
C079,D1
C080,D0
C081,D1
C082,D0
C083,D0
C084,D1
C085,D0
C086,D1
C087,D1
C088,D1
C089,D1
C090,D0
C091,D0
C092,D0
C093,D1
C094,D1
C095,D1
C096,D0
C097,D1
C098,D0
C099,D1
C100,D1
C101,D0
C102,D0
C103,D1
C104,D0
C105,D1
C106,D0
C107,D0
C108,D1
C109,D0
C110,D1
C111,D1
C112,D0
C113,D0
C114,D0
N_S1_001,D0
