event_id	event_type	t_appear	customer_id	old_demand	new_demand	x	y	delta_demand	old_ready_time	old_due_time	new_ready_time	new_due_time	time_window_action	demand_source	time_window_source	donor_instance_id	donor_customer_id	new_service_time	service_time_source	source	seed
1	cancel	2441.208684091424	C194	553.0	0.0	54558.64	-27585.82	-553.0	34301.0	54842.0	34301.0	54842.0	none	frozen_base_customer	frozen_base_customer				existing_customer	frozen_e3_base_overlay	3
2	cancel	2942.4737649149542	C149	721.0	0.0	36581.2	12803.66	-721.0	35801.0	55562.0	35801.0	55562.0	none	frozen_base_customer	frozen_base_customer				existing_customer	frozen_e3_base_overlay	3
3	add	3274.315217858955	N_S3_001	0.0	785.0	-32062.22	29365.86	785.0	964.0	22345.0	964.0	22345.0	none	frozen_sister_bundle_exact	frozen_sister_bundle_exact	L-main-threeshift-200c-01	C181	1570.0	frozen_sister_bundle_exact	frozen_e3_sister_bundle_overlay	3
4	add	3560.179145633961	N_S3_002	0.0	108.0	16644.95	33328.26	108.0	36230.0	54859.0	36230.0	54859.0	none	frozen_sister_bundle_exact	frozen_sister_bundle_exact	L-main-threeshift-200c-01	C349	216.0	frozen_sister_bundle_exact	frozen_e3_sister_bundle_overlay	3
5	demand_change	4749.875172069336	C030	805.0	905.787271277214	-89310.65	-40357.02	100.78727127721402	1245.0	21759.0	1245.0	21759.0	none	frozen_base_customer	frozen_base_customer				existing_customer	frozen_e3_base_overlay	3
6	add	6206.467480012816	N_S3_003	0.0	298.0	14446.7	507.36	298.0	35650.0	55851.0	35650.0	55851.0	none	frozen_sister_bundle_exact	frozen_sister_bundle_exact	L-main-threeshift-200c-01	C313	596.0	frozen_sister_bundle_exact	frozen_e3_sister_bundle_overlay	3
7	cancel	6363.678615978193	C080	722.0	0.0	-43191.49	-39536.71	-722.0	3431.0	23774.0	3431.0	23774.0	none	frozen_base_customer	frozen_base_customer				existing_customer	frozen_e3_base_overlay	3
8	cancel	6783.501790449836	C161	210.0	0.0	63048.98	51937.46	-210.0	37518.0	56991.0	37518.0	56991.0	none	frozen_base_customer	frozen_base_customer				existing_customer	frozen_e3_base_overlay	3
9	add	6998.026450182103	N_S3_004	0.0	380.0	-28335.27	1128.0	380.0	35387.0	55240.0	35387.0	55240.0	none	frozen_sister_bundle_exact	frozen_sister_bundle_exact	L-main-threeshift-200c-01	C365	760.0	frozen_sister_bundle_exact	frozen_e3_sister_bundle_overlay	3
10	add	11195.18620934609	N_S3_005	0.0	624.0	-13292.26	-4440.44	624.0	3873.0	24403.0	3873.0	24403.0	none	frozen_sister_bundle_exact	frozen_sister_bundle_exact	L-main-threeshift-200c-01	C143	1248.0	frozen_sister_bundle_exact	frozen_e3_sister_bundle_overlay	3
11	cancel	11333.796565100758	C012	730.0	0.0	45329.26	27807.74	-730.0	3512.0	24812.0	3512.0	24812.0	none	frozen_base_customer	frozen_base_customer				existing_customer	frozen_e3_base_overlay	3
