event_id	event_type	t_appear	customer_id	old_demand	new_demand	x	y	delta_demand	old_ready_time	old_due_time	new_ready_time	new_due_time	time_window_action	demand_source	time_window_source	donor_instance_id	donor_customer_id	new_service_time	service_time_source	source	seed
1	demand_change	2525.3346112822715	C114	567.0	523.0907544735245	44491.03	29279.63	-43.9092455264755	35982.0	56173.0	35982.0	56173.0	none	frozen_base_customer	frozen_base_customer				existing_customer	frozen_e3_base_overlay	4
2	demand_change	2867.1309834037947	C198	256.0	249.13580712810818	19793.73	28453.29	-6.864192871891817	35113.0	54208.0	35113.0	54208.0	none	frozen_base_customer	frozen_base_customer				existing_customer	frozen_e3_base_overlay	4
3	cancel	3824.4989809649237	C112	298.0	0.0	-40321.97	-6589.55	-298.0	34477.0	53137.0	34477.0	53137.0	none	frozen_base_customer	frozen_base_customer				existing_customer	frozen_e3_base_overlay	4
4	demand_change	3841.111677529021	C174	729.0	627.713290719008	8379.15	15362.45	-101.286709280992	35381.0	55216.0	35381.0	55216.0	none	frozen_base_customer	frozen_base_customer				existing_customer	frozen_e3_base_overlay	4
5	cancel	3901.7148608122297	C140	336.0	0.0	27276.58	20669.79	-336.0	33959.0	54364.0	33959.0	54364.0	none	frozen_base_customer	frozen_base_customer				existing_customer	frozen_e3_base_overlay	4
6	add	3960.9993212565714	N_S4_001	0.0	327.0	-59839.67	-1754.31	327.0	35716.0	56200.0	35716.0	56200.0	none	frozen_sister_bundle_exact	frozen_sister_bundle_exact	L-main-threeshift-200c-01	C216	654.0	frozen_sister_bundle_exact	frozen_e3_sister_bundle_overlay	4
7	demand_change	4555.406210522036	C215	564.0	554.4405566100831	-29488.77	4379.81	-9.55944338991685	65594.0	85391.0	65594.0	85391.0	none	frozen_base_customer	frozen_base_customer				existing_customer	frozen_e3_base_overlay	4
8	add	6086.080577350378	N_S4_002	0.0	261.0	-69780.64	-32317.02	261.0	35651.0	55158.0	35651.0	55158.0	none	frozen_sister_bundle_exact	frozen_sister_bundle_exact	L-main-threeshift-200c-01	C333	522.0	frozen_sister_bundle_exact	frozen_e3_sister_bundle_overlay	4
9	demand_change	7464.694920493974	C191	785.0	876.6802481133907	72437.18	3227.8	91.68024811339069	36629.0	56518.0	36629.0	56518.0	none	frozen_base_customer	frozen_base_customer				existing_customer	frozen_e3_base_overlay	4
10	demand_change	8432.145166008137	C092	458.0	503.485874194204	-27151.63	-25121.52	45.48587419420397	694.0	20620.0	694.0	20620.0	none	frozen_base_customer	frozen_base_customer				existing_customer	frozen_e3_base_overlay	4
11	cancel	9062.743283146134	C022	557.0	0.0	55474.61	47031.14	-557.0	4313.0	24551.0	4313.0	24551.0	none	frozen_base_customer	frozen_base_customer				existing_customer	frozen_e3_base_overlay	4
12	demand_change	9602.223162963784	C159	122.0	121.94801773630222	6813.0	-10729.68	-0.051982263697780695	33009.0	52050.0	33009.0	52050.0	none	frozen_base_customer	frozen_base_customer				existing_customer	frozen_e3_base_overlay	4
13	demand_change	9763.897459679301	C138	735.0	631.7289037675837	18341.55	-18883.56	-103.27109623241631	33707.0	53559.0	33707.0	53559.0	none	frozen_base_customer	frozen_base_customer				existing_customer	frozen_e3_base_overlay	4
14	demand_change	10039.83355678277	C213	195.0	180.63202919306724	-37849.66	29099.07	-14.36797080693276	66914.0	85353.0	66914.0	85353.0	none	frozen_base_customer	frozen_base_customer				existing_customer	frozen_e3_base_overlay	4
15	demand_change	11058.443836483175	C024	458.0	422.6042656483355	-19229.0	-48948.26	-35.39573435166449	4566.0	25250.0	4566.0	25250.0	none	frozen_base_customer	frozen_base_customer				existing_customer	frozen_e3_base_overlay	4
16	add	11390.779562808671	N_S4_003	0.0	606.0	58523.14	26202.39	606.0	3727.0	23584.0	3727.0	23584.0	none	frozen_sister_bundle_exact	frozen_sister_bundle_exact	L-main-threeshift-200c-01	C107	1212.0	frozen_sister_bundle_exact	frozen_e3_sister_bundle_overlay	4
17	add	12902.731983232481	N_S4_004	0.0	801.0	-14026.63	34961.6	801.0	34013.0	54932.0	34013.0	54932.0	none	frozen_sister_bundle_exact	frozen_sister_bundle_exact	L-main-threeshift-200c-01	C399	1602.0	frozen_sister_bundle_exact	frozen_e3_sister_bundle_overlay	4
18	add	13063.243267638583	N_S4_005	0.0	386.0	-32944.94	-6252.14	386.0	3253.0	22345.0	3253.0	22345.0	none	frozen_sister_bundle_exact	frozen_sister_bundle_exact	L-main-threeshift-200c-01	C120	772.0	frozen_sister_bundle_exact	frozen_e3_sister_bundle_overlay	4
19	add	13396.182671984785	N_S4_006	0.0	172.0	-31903.61	17950.8	172.0	34442.0	54753.0	34442.0	54753.0	none	frozen_sister_bundle_exact	frozen_sister_bundle_exact	L-main-threeshift-200c-01	C217	344.0	frozen_sister_bundle_exact	frozen_e3_sister_bundle_overlay	4
20	demand_change	13567.790662179352	C182	288.0	319.94290218509565	-11002.63	-11187.63	31.942902185095647	36010.0	55587.0	36010.0	55587.0	none	frozen_base_customer	frozen_base_customer				existing_customer	frozen_e3_base_overlay	4
21	cancel	14022.738869304892	C097	173.0	0.0	-2586.15	-39307.84	-173.0	3988.0	22939.0	3988.0	22939.0	none	frozen_base_customer	frozen_base_customer				existing_customer	frozen_e3_base_overlay	4
22	cancel	14627.606958349967	C193	539.0	0.0	37896.38	93108.58	-539.0	35587.0	54872.0	35587.0	54872.0	none	frozen_base_customer	frozen_base_customer				existing_customer	frozen_e3_base_overlay	4
23	demand_change	15031.884780053044	C179	573.0	511.4085338813805	-40971.09	68468.03	-61.59146611861951	35584.0	55453.0	35584.0	55453.0	none	frozen_base_customer	frozen_base_customer				existing_customer	frozen_e3_base_overlay	4
24	demand_change	15041.225071264369	C101	718.0	621.3443603897608	-50465.27	62261.15	-96.65563961023918	36553.0	56969.0	36553.0	56969.0	none	frozen_base_customer	frozen_base_customer				existing_customer	frozen_e3_base_overlay	4
25	demand_change	15489.746159613427	C221	822.0	927.5529810604438	11775.37	17704.32	105.55298106044381	66096.0	85940.0	66096.0	85940.0	none	frozen_base_customer	frozen_base_customer				existing_customer	frozen_e3_base_overlay	4
26	cancel	15994.699739133846	C113	151.0	0.0	57680.45	-23643.08	-151.0	36072.0	55579.0	36072.0	55579.0	none	frozen_base_customer	frozen_base_customer				existing_customer	frozen_e3_base_overlay	4
27	cancel	16997.954598082004	C111	756.0	0.0	72895.64	-12629.18	-756.0	35891.0	55608.0	35891.0	55608.0	none	frozen_base_customer	frozen_base_customer				existing_customer	frozen_e3_base_overlay	4
28	add	18117.42823995788	N_S4_007	0.0	402.0	-63235.68	-3190.4	402.0	37791.0	58334.0	37791.0	58334.0	none	frozen_sister_bundle_exact	frozen_sister_bundle_exact	L-main-threeshift-200c-01	C345	804.0	frozen_sister_bundle_exact	frozen_e3_sister_bundle_overlay	4
29	demand_change	18209.456241116797	C109	468.0	414.206583621175	-21242.87	-28002.82	-53.793416378824986	37689.0	57203.0	37689.0	57203.0	none	frozen_base_customer	frozen_base_customer				existing_customer	frozen_e3_base_overlay	4
30	add	18918.95251236378	N_S4_008	0.0	170.0	-3527.05	43561.34	170.0	33007.0	53323.0	33007.0	53323.0	none	frozen_sister_bundle_exact	frozen_sister_bundle_exact	L-main-threeshift-200c-01	C348	340.0	frozen_sister_bundle_exact	frozen_e3_sister_bundle_overlay	4
31	cancel	19428.25027102812	C119	187.0	0.0	-56012.82	29127.8	-187.0	35866.0	55404.0	35866.0	55404.0	none	frozen_base_customer	frozen_base_customer				existing_customer	frozen_e3_base_overlay	4
32	demand_change	20006.649084376437	C134	117.0	113.59396851504377	-71080.89	1677.17	-3.4060314849562303	33290.0	51710.0	33290.0	51710.0	none	frozen_base_customer	frozen_base_customer				existing_customer	frozen_e3_base_overlay	4
33	add	20481.814548150927	N_S4_009	0.0	238.0	32560.07	10383.38	238.0	65488.0	84482.0	65488.0	84482.0	none	frozen_sister_bundle_exact	frozen_sister_bundle_exact	L-main-threeshift-200c-01	C437	476.0	frozen_sister_bundle_exact	frozen_e3_sister_bundle_overlay	4
34	add	22946.095384911936	N_S4_010	0.0	556.0	-40211.84	-6268.27	556.0	37208.0	57367.0	37208.0	57367.0	none	frozen_sister_bundle_exact	frozen_sister_bundle_exact	L-main-threeshift-200c-01	C373	1112.0	frozen_sister_bundle_exact	frozen_e3_sister_bundle_overlay	4
35	demand_change	23875.606881722284	C206	170.0	177.8526468009934	-4905.32	-19212.23	7.852646800993398	66576.0	85301.0	66576.0	85301.0	none	frozen_base_customer	frozen_base_customer				existing_customer	frozen_e3_base_overlay	4
