event_id,event_type,t_appear,customer_id,old_demand,new_demand,x,y,delta_demand,old_ready_time,old_due_time,new_ready_time,new_due_time,time_window_action,demand_source,time_window_source,donor_instance_id,donor_customer_id,new_service_time,service_time_source,source,seed
1,add,2291.5356812749906,N_S5_001,0.0,792.0,-7028.18,59102.36,792.0,3951.0,25116.0,3951.0,25116.0,none,frozen_sister_bundle_exact,frozen_sister_bundle_exact,L-main-threeshift-200c-01,C191,1584.0,frozen_sister_bundle_exact,frozen_e3_sister_bundle_overlay,5
2,add,2512.9676795432656,N_S5_002,0.0,432.0,10888.4,40848.05,432.0,1223.0,21791.0,1223.0,21791.0,none,frozen_sister_bundle_exact,frozen_sister_bundle_exact,L-main-threeshift-200c-01,C077,864.0,frozen_sister_bundle_exact,frozen_e3_sister_bundle_overlay,5
3,add,2862.465775517251,N_S5_003,0.0,558.0,64500.9,-8915.89,558.0,5238.0,25464.0,5238.0,25464.0,none,frozen_sister_bundle_exact,frozen_sister_bundle_exact,L-main-threeshift-200c-01,C031,1116.0,frozen_sister_bundle_exact,frozen_e3_sister_bundle_overlay,5
4,demand_change,3049.0130992657814,C183,338.0,372.95601715634376,-30497.12,9883.08,34.95601715634376,33526.0,52696.0,33526.0,52696.0,none,frozen_base_customer,frozen_base_customer,,,,existing_customer,frozen_e3_base_overlay,5
5,demand_change,3584.2358281771335,C102,266.0,249.62607151171528,-100017.63,34288.61,-16.37392848828472,36059.0,54594.0,36059.0,54594.0,none,frozen_base_customer,frozen_base_customer,,,,existing_customer,frozen_e3_base_overlay,5
6,cancel,3976.7503750148467,C058,396.0,0.0,-27912.36,12887.2,-396.0,1679.0,22235.0,1679.0,22235.0,none,frozen_base_customer,frozen_base_customer,,,,existing_customer,frozen_e3_base_overlay,5
7,demand_change,4376.196140351512,C173,566.0,558.0457043122959,43957.45,60773.76,-7.954295687704075,35692.0,55835.0,35692.0,55835.0,none,frozen_base_customer,frozen_base_customer,,,,existing_customer,frozen_e3_base_overlay,5
8,demand_change,4692.632056046293,C077,213.0,244.905266681639,-62896.29,-20248.7,31.905266681639006,2984.0,21417.0,2984.0,21417.0,none,frozen_base_customer,frozen_base_customer,,,,existing_customer,frozen_e3_base_overlay,5
9,demand_change,5705.0731189983635,C190,714.0,789.4525221054396,-40978.26,-3014.98,75.45252210543958,36199.0,56199.0,36199.0,56199.0,none,frozen_base_customer,frozen_base_customer,,,,existing_customer,frozen_e3_base_overlay,5
10,demand_change,6361.095549240704,C061,695.0,794.2475782921724,52003.65,34392.13,99.24757829217242,2269.0,22436.0,2269.0,22436.0,none,frozen_base_customer,frozen_base_customer,,,,existing_customer,frozen_e3_base_overlay,5
11,demand_change,7824.890242941737,C099,338.0,333.2889549445906,18468.02,10916.57,-4.711045055409386,4436.0,23503.0,4436.0,23503.0,none,frozen_base_customer,frozen_base_customer,,,,existing_customer,frozen_e3_base_overlay,5
12,cancel,8612.371501204509,C209,180.0,0.0,-9586.39,-54768.56,-180.0,66521.0,85064.0,66521.0,85064.0,none,frozen_base_customer,frozen_base_customer,,,,existing_customer,frozen_e3_base_overlay,5
13,demand_change,9060.335911633956,C120,645.0,642.7087662204382,56555.37,20303.65,-2.2912337795618214,33386.0,53423.0,33386.0,53423.0,none,frozen_base_customer,frozen_base_customer,,,,existing_customer,frozen_e3_base_overlay,5
