instance_id,sample_role,seed,arm,budget,complete_candidate_evaluations_S,last_strict_improvement_evaluation_L,last_strict_improvement_fraction_L_over_S_diagnostic_only,elapsed_wall_seconds,elapsed_cpu_seconds,search_total_cost_cny,objective_status,common_initial_solution_sha256,plan_path,plan_file_sha256,search_trace_path,search_trace_sha256,status
cn-prd-100c-02-V2-LOCATIONS,ROBUSTNESS,1,L100_control,400,352,132,0.375,309.0011284170323,188.397055,4693.673432887224,COMPLETE_MODEL_EVALUATED,b5e3e12b6f3fca749b9f3e8ff93c9c0ceaa1f14e29234565524e0fdaa0104d8d,baselines/china_e3_e7/e5_nonlinear_v4_20260730/formal/plans/cn-prd-100c-02-V2-LOCATIONS__seed-01__L100_control.json,d480065eff80571f50830c42e5765ab652028bc812f6602474adb35351a82fd1,baselines/china_e3_e7/e5_nonlinear_v4_20260730/formal/search_traces/cn-prd-100c-02-V2-LOCATIONS__seed-01__L100_control.json,8b0041f2add028f924dec7c61a78049e84759edb0c9f804ea8d29d28fffc6f4e,PASS
cn-prd-100c-02-V2-LOCATIONS,ROBUSTNESS,1,NL90_mild,400,352,132,0.375,114.39192304195603,114.521533,4693.673432887224,COMPLETE_MODEL_EVALUATED,b5e3e12b6f3fca749b9f3e8ff93c9c0ceaa1f14e29234565524e0fdaa0104d8d,baselines/china_e3_e7/e5_nonlinear_v4_20260730/formal/plans/cn-prd-100c-02-V2-LOCATIONS__seed-01__NL90_mild.json,4335065a673d8035f7b38bdb94ce930f812dab0341b73845ee36c67a2da0f264,baselines/china_e3_e7/e5_nonlinear_v4_20260730/formal/search_traces/cn-prd-100c-02-V2-LOCATIONS__seed-01__NL90_mild.json,98d3d0904c8e0237de5bf99efc2558708519280ccd2b5160345be301d1fe8ebc,PASS
cn-prd-100c-02-V2-LOCATIONS,ROBUSTNESS,2,L100_control,400,326,250,0.7668711656441718,111.94274212495657,112.2052,4699.033142717446,COMPLETE_MODEL_EVALUATED,b5e3e12b6f3fca749b9f3e8ff93c9c0ceaa1f14e29234565524e0fdaa0104d8d,baselines/china_e3_e7/e5_nonlinear_v4_20260730/formal/plans/cn-prd-100c-02-V2-LOCATIONS__seed-02__L100_control.json,4be66f2f5f9f83fba68ebb5204f5ea218f607b248c79108fd4fa587d49e89c0d,baselines/china_e3_e7/e5_nonlinear_v4_20260730/formal/search_traces/cn-prd-100c-02-V2-LOCATIONS__seed-02__L100_control.json,89e6cf002d02a83ff87c0c9c4e77732a7d017e8a74d3e6abd382d5ec0bb9eb42,PASS
cn-prd-100c-02-V2-LOCATIONS,ROBUSTNESS,2,NL90_mild,400,326,250,0.7668711656441718,113.18849195801886,113.485089,4699.033142717446,COMPLETE_MODEL_EVALUATED,b5e3e12b6f3fca749b9f3e8ff93c9c0ceaa1f14e29234565524e0fdaa0104d8d,baselines/china_e3_e7/e5_nonlinear_v4_20260730/formal/plans/cn-prd-100c-02-V2-LOCATIONS__seed-02__NL90_mild.json,05db8984fa9b09993117f434005748e23440a1ac6ac44e0b51c1ec69b19f4d3c,baselines/china_e3_e7/e5_nonlinear_v4_20260730/formal/search_traces/cn-prd-100c-02-V2-LOCATIONS__seed-02__NL90_mild.json,af4daec1444121bd593c2c2f47c3606deab0f77cd55e38f7b85670df759f1b15,PASS
cn-prd-100c-02-V2-LOCATIONS,ROBUSTNESS,3,L100_control,400,352,143,0.40625,113.17339058301877,113.28955500000001,4692.9228951636105,COMPLETE_MODEL_EVALUATED,b5e3e12b6f3fca749b9f3e8ff93c9c0ceaa1f14e29234565524e0fdaa0104d8d,baselines/china_e3_e7/e5_nonlinear_v4_20260730/formal/plans/cn-prd-100c-02-V2-LOCATIONS__seed-03__L100_control.json,a65dbb8bdf49878b09533b06adfb7930efa08764e815d3e2b9e2bcb08e956698,baselines/china_e3_e7/e5_nonlinear_v4_20260730/formal/search_traces/cn-prd-100c-02-V2-LOCATIONS__seed-03__L100_control.json,041b69c6c55389514f3d9c92c99a4c27e29cc351f175237ce8020722f0335dab,PASS
cn-prd-100c-02-V2-LOCATIONS,ROBUSTNESS,3,NL90_mild,400,352,143,0.40625,181.5719066670281,157.760707,4692.9228951636105,COMPLETE_MODEL_EVALUATED,b5e3e12b6f3fca749b9f3e8ff93c9c0ceaa1f14e29234565524e0fdaa0104d8d,baselines/china_e3_e7/e5_nonlinear_v4_20260730/formal/plans/cn-prd-100c-02-V2-LOCATIONS__seed-03__NL90_mild.json,3014964c84dcbe54299e84356162fb634d61f7a5c9022321358faf3b676faf16,baselines/china_e3_e7/e5_nonlinear_v4_20260730/formal/search_traces/cn-prd-100c-02-V2-LOCATIONS__seed-03__NL90_mild.json,9ec87b27cee7f31e15a3b70b3aea5455cadbc855b2d53111c0e741654b7a06e9,PASS
cn-prd-100c-02-V2-LOCATIONS,ROBUSTNESS,4,L100_control,400,388,265,0.6829896907216495,207.66812995797954,179.732226,4741.091706036299,COMPLETE_MODEL_EVALUATED,b5e3e12b6f3fca749b9f3e8ff93c9c0ceaa1f14e29234565524e0fdaa0104d8d,baselines/china_e3_e7/e5_nonlinear_v4_20260730/formal/plans/cn-prd-100c-02-V2-LOCATIONS__seed-04__L100_control.json,d04b99ffd3dfb105aa6f7a10b65b4eb0bb2d0adbc593c303bae884b4d5fd48b9,baselines/china_e3_e7/e5_nonlinear_v4_20260730/formal/search_traces/cn-prd-100c-02-V2-LOCATIONS__seed-04__L100_control.json,bc81c15b6ff453f89ba1355129bedffa3a0f78a2a3aeaf607b30f544fd17669e,PASS
cn-prd-100c-02-V2-LOCATIONS,ROBUSTNESS,4,NL90_mild,400,388,265,0.6829896907216495,208.31799454102293,180.99823600000002,4741.091706036299,COMPLETE_MODEL_EVALUATED,b5e3e12b6f3fca749b9f3e8ff93c9c0ceaa1f14e29234565524e0fdaa0104d8d,baselines/china_e3_e7/e5_nonlinear_v4_20260730/formal/plans/cn-prd-100c-02-V2-LOCATIONS__seed-04__NL90_mild.json,64b2800fcf062283a21db170e4f4a53cfdc7d5400be409e7f08c559ebe791ea3,baselines/china_e3_e7/e5_nonlinear_v4_20260730/formal/search_traces/cn-prd-100c-02-V2-LOCATIONS__seed-04__NL90_mild.json,d5bbe30c6b8cf545a0e42d1b6028b991161122da7de993d250606f24ea5dd56e,PASS
cn-prd-100c-02-V2-LOCATIONS,ROBUSTNESS,5,L100_control,400,396,263,0.6641414141414141,198.85395295900526,171.906768,4710.635724956914,COMPLETE_MODEL_EVALUATED,b5e3e12b6f3fca749b9f3e8ff93c9c0ceaa1f14e29234565524e0fdaa0104d8d,baselines/china_e3_e7/e5_nonlinear_v4_20260730/formal/plans/cn-prd-100c-02-V2-LOCATIONS__seed-05__L100_control.json,9dcd97665c955d6ca64e2ddcec029ae40d30fe40f2be4967bc733be4ea3c344d,baselines/china_e3_e7/e5_nonlinear_v4_20260730/formal/search_traces/cn-prd-100c-02-V2-LOCATIONS__seed-05__L100_control.json,d98c7e4b736bde45459d2437adbe9d92d798ae44a1c2b24431b52b859ca88eb1,PASS
cn-prd-100c-02-V2-LOCATIONS,ROBUSTNESS,5,NL90_mild,400,396,263,0.6641414141414141,204.36400608398253,174.05531200000001,4710.635724956914,COMPLETE_MODEL_EVALUATED,b5e3e12b6f3fca749b9f3e8ff93c9c0ceaa1f14e29234565524e0fdaa0104d8d,baselines/china_e3_e7/e5_nonlinear_v4_20260730/formal/plans/cn-prd-100c-02-V2-LOCATIONS__seed-05__NL90_mild.json,470aed74106e40a7874b5e696e254d617a2198bdc369c388383abc2765887998,baselines/china_e3_e7/e5_nonlinear_v4_20260730/formal/search_traces/cn-prd-100c-02-V2-LOCATIONS__seed-05__NL90_mild.json,d86c329d0ba7c6e72267ed9a4c11ce10a4e7ac7100d41305ec227f9b6299246f,PASS
