customer_id,owner_depot_id
C001,D0
C002,D0
C003,D0
C004,D0
C005,D1
C006,D1
C007,D0
C008,D0
C009,D1
C010,D0
C011,D0
C012,D1
C013,D1
C014,D1
C015,D1
C016,D1
C017,D1
C018,D0
C019,D0
C020,D0
C021,D1
C022,D1
C023,D0
C024,D1
C025,D0
C026,D1
C027,D1
C028,D1
C029,D0
C030,D0
C031,D0
C032,D1
C033,D0
C034,D0
C035,D1
C036,D0
C037,D1
C038,D1
C039,D0
C040,D0
C041,D0
C042,D0
C043,D1
C044,D1
C045,D1
C046,D0
C047,D1
C048,D0
C049,D0
C050,D1
C051,D1
C052,D1
C053,D1
C054,D0
C055,D1
C056,D0
C057,D1
C058,D1
C059,D1
C060,D0
C061,D1
C062,D1
C063,D1
C064,D0
C065,D0
C066,D1
C067,D1
C068,D1
C069,D0
C070,D0
C071,D0
C072,D1
C073,D1
C074,D1
C075,D0
C076,D1
C077,D0
C078,D0
C079,D0
C080,D1
C081,D0
C082,D0
C083,D1
C084,D0
C085,D1
C086,D0
C087,D1
C088,D1
C089,D1
C090,D1
C091,D1
C092,D0
C093,D0
C094,D0
C095,D0
C096,D0
C097,D1
C098,D1
C099,D0
C100,D1
C101,D0
C102,D0
C103,D0
C104,D1
C105,D1
C106,D0
C107,D1
C108,D1
C109,D1
C110,D1
C111,D1
C112,D0
C113,D0
C114,D0
C115,D0
C116,D1
C117,D0
C118,D0
C119,D1
C120,D0
C121,D0
C122,D0
C123,D0
C124,D1
C125,D1
C126,D0
C127,D1
C128,D0
C129,D0
C130,D0
C131,D0
C132,D0
C133,D1
C134,D1
C135,D1
C136,D0
C137,D0
C138,D0
C139,D1
C140,D0
C141,D1
C142,D1
C143,D0
C144,D1
C145,D0
C146,D0
C147,D0
C148,D1
C149,D1
C150,D1
C151,D0
C152,D0
C153,D0
C154,D1
C155,D1
C156,D0
C157,D0
C158,D1
C159,D1
C160,D1
C161,D0
C162,D0
C163,D1
C164,D0
C165,D1
C166,D0
C167,D1
C168,D0
C169,D1
C170,D0
C171,D0
C172,D1
C173,D1
C174,D0
C175,D1
C176,D1
C177,D1
C178,D0
C179,D1
C180,D1
C181,D0
C182,D0
C183,D0
C184,D1
C185,D1
C186,D1
C187,D0
C188,D0
C189,D1
C190,D0
C191,D1
C192,D1
C193,D1
C194,D1
C195,D0
C196,D1
C197,D0
C198,D1
C199,D1
C200,D1
C201,D0
C202,D0
C203,D1
C204,D1
C205,D1
C206,D1
C207,D1
C208,D0
C209,D0
C210,D1
C211,D1
C212,D0
C213,D1
C214,D1
C215,D1
C216,D1
C217,D1
C218,D1
C219,D1
C220,D0
C221,D0
C222,D0
C223,D0
C224,D0
C225,D1
C226,D0
C227,D1
C228,D0
C229,D0
C230,D0
C231,D0
C232,D0
C233,D1
C234,D0
C235,D1
C236,D1
C237,D1
C238,D1
C239,D0
C240,D1
C241,D0
C242,D1
C243,D0
C244,D0
C245,D0
C246,D0
C247,D1
C248,D1
C249,D0
C250,D0
C251,D0
C252,D0
C253,D0
C254,D0
C255,D1
C256,D1
C257,D0
C258,D1
C259,D0
C260,D1
C261,D0
C262,D0
C263,D1
C264,D0
C265,D0
C266,D0
C267,D1
C268,D1
C269,D1
C270,D1
C271,D0
C272,D0
C273,D0
C274,D0
C275,D0
C276,D0
C277,D1
C278,D1
C279,D1
C280,D0
C281,D1
C282,D0
C283,D0
C284,D1
C285,D1
C286,D1
C287,D0
C288,D1
C289,D0
C290,D0
C291,D1
C292,D1
C293,D1
C294,D0
C295,D0
C296,D1
C297,D0
C298,D1
C299,D1
C300,D1
C301,D1
C302,D1
C303,D0
C304,D1
C305,D1
C306,D1
C307,D1
C308,D0
C309,D0
C310,D1
C311,D0
C312,D0
C313,D0
C314,D0
C315,D0
C316,D0
C317,D1
C318,D1
C319,D1
C320,D0
C321,D0
C322,D1
C323,D1
C324,D0
C325,D1
C326,D1
C327,D0
C328,D0
C329,D0
C330,D0
C331,D1
C332,D0
C333,D0
C334,D1
C335,D0
C336,D0
C337,D1
C338,D0
C339,D1
C340,D1
C341,D0
C342,D0
C343,D0
C344,D0
C345,D0
C346,D1
C347,D0
C348,D1
C349,D1
C350,D1
C351,D0
C352,D0
C353,D0
C354,D0
C355,D1
C356,D1
C357,D0
C358,D1
C359,D1
C360,D0
C361,D0
C362,D1
C363,D0
C364,D1
C365,D0
C366,D1
C367,D1
C368,D1
C369,D0
C370,D0
C371,D0
C372,D0
C373,D1
C374,D1
C375,D0
C376,D1
C377,D0
C378,D1
C379,D1
C380,D1
C381,D0
C382,D1
C383,D0
C384,D1
C385,D0
C386,D1
C387,D0
C388,D0
C389,D0
C390,D0
C391,D0
C392,D1
C393,D0
C394,D1
C395,D1
C396,D0
C397,D0
C398,D1
C399,D0
C400,D1
C401,D1
C402,D0
C403,D1
C404,D0
C405,D0
C406,D0
C407,D0
C408,D0
C409,D1
C410,D0
C411,D1
C412,D0
C413,D1
C414,D0
C415,D1
C416,D1
C417,D1
C418,D0
C419,D1
C420,D0
C421,D0
C422,D0
C423,D1
C424,D1
C425,D0
C426,D0
C427,D0
C428,D0
C429,D0
C430,D1
C431,D1
C432,D1
C433,D0
C434,D1
C435,D1
C436,D0
C437,D0
C438,D1
C439,D0
C440,D0
C441,D1
C442,D1
C443,D1
C444,D0
C445,D0
C446,D0
C447,D1
C448,D1
C449,D0
