task_id,draft_status,formal_search_allowed,run_id,instance_id,scenario_date,arm,budget,seed,status,search_objective_value,search_objective_closure_abs,full_model_objective_cny,operating_cost_cny,carbon_cost_cny,fuel_direct_emissions_kg,charging_emissions_kg,system_emissions_kg,enabled_physical_vehicles,assigned_cv,assigned_ev,total_trips,total_distance_m,total_distance_km,charging_energy_kwh,charging_cost_cny,completed_customer_count,required_customer_count,completed_demand,required_demand,route_count,route_signature_sha256,solution_sha256,customer_assignment_sha256,arc_set_sha256,completion_attempts_all,completion_successes_all,completion_failures_all,candidate_completion_attempts,candidate_completion_successes,candidate_completion_failures,failure_category_distribution,selected_source,hgs_iterations_by_view,wallclock_safety_triggered,elapsed_seconds,full_violation_count,slot_energy_closure_abs,slot_cost_closure_abs,slot_emissions_closure_abs
T5-CARBON-OBJ-PROBE,DRAFT_METHOD_AWAITING_USER_APPROVAL,False,O_seed1_budget100,cn-jjj-50c-01-V2-LOCATIONS,2025-02-12,O,100,1,PASS_FULL_LEGAL_SOLUTION,2103.706845610356,0.0,2116.8668662086543,2103.706845610356,13.160020598297978,131.5364828104271,43.88367979018578,175.42016260061285,7,5,2,8,660518.072821089,660.5180728210889,92.84785187556713,67.26450124289164,50,50,13264.0,13264.0,8,96b6380e321052c787cd6a73b5b2e0a6e1e071804c4d7565f8055cbb6821dee7,ed849dc1a9a2a5d758ceaed200bb01ca4c3197bc23f6b33a1fd79e2b4e7fc5a5,1e142bef186706de04825f2c03e54dd909e47f0be052f4dc3101895b421ff3e4,7002a3a28661e176f69f917de5efd9be38fb8a679c31d24b2d25ee82af0c96a1,35,35,0,30,30,0,{},best_exact_hgs_parent,"{""cv_only"":100,""mechanism_ev"":100,""naive_ev"":100}",False,4.810906916973181,0,1.4210854715202004e-14,0.0,7.105427357601002e-15
T5-CARBON-OBJ-PROBE,DRAFT_METHOD_AWAITING_USER_APPROVAL,False,C_seed1_budget100,cn-jjj-50c-01-V2-LOCATIONS,2025-02-12,C,100,1,PASS_FULL_LEGAL_SOLUTION,2106.8506420915046,0.0,2116.7185090319426,2103.7068456103566,13.011663421586162,131.5364828104271,41.90611145225168,173.44259426267877,7,5,2,8,660518.072821089,660.5180728210889,92.84785187556713,67.26450124289218,50,50,13264.0,13264.0,8,96b6380e321052c787cd6a73b5b2e0a6e1e071804c4d7565f8055cbb6821dee7,b55b943335b613d8ab8efb3085d2d4adab79f7f5a5ee4246f29667c6815624df,1e142bef186706de04825f2c03e54dd909e47f0be052f4dc3101895b421ff3e4,7002a3a28661e176f69f917de5efd9be38fb8a679c31d24b2d25ee82af0c96a1,35,35,0,30,30,0,{},best_exact_hgs_parent,"{""cv_only"":100,""mechanism_ev"":100,""naive_ev"":100}",False,4.429398332955316,0,1.4210854715202004e-14,0.0,7.105427357601002e-15
T5-CARBON-OBJ-PROBE,DRAFT_METHOD_AWAITING_USER_APPROVAL,False,P_seed1_budget100,cn-jjj-50c-01-V2-LOCATIONS,2025-02-12,P,100,1,PASS_FULL_LEGAL_SOLUTION,2149.591734441078,0.0,2164.7728852532478,2149.591734441078,15.181150812169506,166.3069619654643,36.0544191618285,202.3613811272928,7,5,2,8,630242.931662589,630.242931662589,51.84572124374074,26.89087095340681,50,50,13264.0,13264.0,8,3875a8cc3958cf0d21ede1cdb822164d3e775615d5c6c73eb47c90c454c28031,47da4969ad9401b65f6e0d761a725075e0d4b309f0426032af7b5cd1d997188f,acc0c874e4933fdd6bb31905f6c65787e54fb4ca30dd50b54e7fa95872141096,3e23eecd4551563f72d5473a3c0235235272330683703aebaa6165aa4f5e8678,35,35,0,30,30,0,{},best_exact_hgs_parent,"{""cv_only"":100,""mechanism_ev"":100,""naive_ev"":100}",False,4.5786132090725005,0,0.0,3.552713678800501e-15,0.0
T5-CARBON-OBJ-PROBE,DRAFT_METHOD_AWAITING_USER_APPROVAL,False,O_seed2_budget100,cn-jjj-50c-01-V2-LOCATIONS,2025-02-12,O,100,2,PASS_FULL_LEGAL_SOLUTION,2152.9460175442796,0.0,2168.150729239561,2152.9460175442796,15.204711695281308,166.12721261246097,36.54822987329361,202.67544248575456,7,5,2,8,634875.201092916,634.875201092916,52.61262714755361,27.32285812061547,50,50,13264.0,13264.0,8,60e08bc8f03ecdd5841ec1479dc1d650f2cf79d26e244d915d0d40ff0a30feea,0b51d812cbf2e64d3cef4f583d2cac8644adac88be9aa1b93ee287889045335f,a98a25e1339c8547835c4d0779c6870785ae623ea7ea2f2a2581ab582922bb74,f65661d010ab5a6636f2a80a4b7e683a899e462296173180a04c10f99c8f8a40,35,35,0,30,30,0,{},best_exact_hgs_parent,"{""cv_only"":100,""mechanism_ev"":100,""naive_ev"":100}",False,4.671055541024543,0,0.0,3.552713678800501e-15,0.0
T5-CARBON-OBJ-PROBE,DRAFT_METHOD_AWAITING_USER_APPROVAL,False,C_seed2_budget100,cn-jjj-50c-01-V2-LOCATIONS,2025-02-12,C,100,2,PASS_FULL_LEGAL_SOLUTION,2155.538671001026,0.0,2168.001534491213,2152.9460175442796,15.055516946933386,166.12721261246097,34.559496890783294,200.68670950324426,7,5,2,8,634875.201092916,634.875201092916,52.61262714755361,27.32285812061547,50,50,13264.0,13264.0,8,60e08bc8f03ecdd5841ec1479dc1d650f2cf79d26e244d915d0d40ff0a30feea,4ccfaf97c0290341f53a13c1d680da29858456202c659a13868f95a2da69a8c5,a98a25e1339c8547835c4d0779c6870785ae623ea7ea2f2a2581ab582922bb74,f65661d010ab5a6636f2a80a4b7e683a899e462296173180a04c10f99c8f8a40,35,35,0,30,30,0,{},best_exact_hgs_parent,"{""cv_only"":100,""mechanism_ev"":100,""naive_ev"":100}",False,4.88820483291056,0,7.105427357601002e-15,3.552713678800501e-15,0.0
T5-CARBON-OBJ-PROBE,DRAFT_METHOD_AWAITING_USER_APPROVAL,False,P_seed2_budget100,cn-jjj-50c-01-V2-LOCATIONS,2025-02-12,P,100,2,PASS_FULL_LEGAL_SOLUTION,2152.9460175442796,0.0,2168.150729239561,2152.9460175442796,15.204711695281308,166.12721261246097,36.54822987329361,202.67544248575456,7,5,2,8,634875.201092916,634.875201092916,52.61262714755361,27.32285812061547,50,50,13264.0,13264.0,8,60e08bc8f03ecdd5841ec1479dc1d650f2cf79d26e244d915d0d40ff0a30feea,0b51d812cbf2e64d3cef4f583d2cac8644adac88be9aa1b93ee287889045335f,a98a25e1339c8547835c4d0779c6870785ae623ea7ea2f2a2581ab582922bb74,f65661d010ab5a6636f2a80a4b7e683a899e462296173180a04c10f99c8f8a40,35,35,0,30,30,0,{},best_exact_hgs_parent,"{""cv_only"":100,""mechanism_ev"":100,""naive_ev"":100}",False,5.0884890829911456,0,0.0,3.552713678800501e-15,0.0
T5-CARBON-OBJ-PROBE,DRAFT_METHOD_AWAITING_USER_APPROVAL,False,O_seed3_budget100,cn-jjj-50c-01-V2-LOCATIONS,2025-02-12,O,100,3,PASS_FULL_LEGAL_SOLUTION,2107.3299729629903,0.0,2120.6603969745393,2107.3299729629903,13.330424011548823,134.29264482770617,43.3989575656399,177.69160239334607,7,5,2,8,657601.2701530289,657.6012701530288,89.48184410709904,64.43007835029744,50,50,13264.0,13264.0,8,82670aaa2a3818e07afd30626ce73134dc39c8bd889e1f4c134afa3e39a4c963,56d7920ecdcc9f5f6935c0f651ab67a4a21f2708a838c0610b4414a1e3e06147,5aecb2d518f53e95422ee955c94c5582eeb6a800d26216b83649a5b7598f7626,3bfbfd43bd35078ffa60d24a6cf65f474caa77fd84486d7d089eab3e22f111e2,35,35,0,30,30,0,{},best_exact_hgs_parent,"{""cv_only"":100,""mechanism_ev"":100,""naive_ev"":100}",False,6.237436041934416,0,1.4210854715202004e-14,0.0,0.0
T5-CARBON-OBJ-PROBE,DRAFT_METHOD_AWAITING_USER_APPROVAL,False,C_seed3_budget100,cn-jjj-50c-01-V2-LOCATIONS,2025-02-12,C,100,3,PASS_FULL_LEGAL_SOLUTION,2158.9866470064107,0.0,2171.469917740401,2156.3013857874544,15.168531952946607,166.3992366567618,35.79393786931934,202.19317452608112,7,5,2,8,638254.796006631,638.254796006631,54.13666556123936,27.964539656763094,50,50,13264.0,13264.0,8,21890cfc6810d94578f0f81b90434c68fddd23e4047265370392ec3413985e0d,0d19e3d9f43c7819a3e162a38391c7d5c939f3672d7f02f7fcccc97812648c35,17863977af00c99d0715dc8bce028a4773815e401c7dfc052c10d73c98ff174f,284172b957e78d046c32ccd07b74811e66a6de5d8755ee35499bd64769f70455,35,35,0,30,30,0,{},best_exact_hgs_parent,"{""cv_only"":100,""mechanism_ev"":100,""naive_ev"":100}",False,5.048204457969405,0,7.105427357601002e-15,0.0,0.0
T5-CARBON-OBJ-PROBE,DRAFT_METHOD_AWAITING_USER_APPROVAL,False,P_seed3_budget100,cn-jjj-50c-01-V2-LOCATIONS,2025-02-12,P,100,3,PASS_FULL_LEGAL_SOLUTION,2183.8152003190944,0.0,2199.5448251149664,2183.8152003190944,15.729624795872077,173.22843221870028,36.443985748136235,209.67241796683652,7,5,2,8,649400.377083892,649.400377083892,52.060041916740985,26.794807149703757,50,50,13264.0,13264.0,8,465d5ae7d33e9588304e98f3f3ce7251ac1434e85315866b473f7747d801848f,7079339da28029924a577414db892d19f737e6bb1345cc7488f20c3f9b203878,0c027922ac97070c51162668192680849b14744473ab3704ce7392b374313e9e,31e4efb92c330ac1d612c242e26ad2564b38ad885b50f0d1d0f3d098f8a85004,35,35,0,30,30,0,{},best_exact_hgs_parent,"{""cv_only"":100,""mechanism_ev"":100,""naive_ev"":100}",False,5.1244487499352545,0,0.0,3.552713678800501e-15,0.0
T5-CARBON-OBJ-PROBE,DRAFT_METHOD_AWAITING_USER_APPROVAL,False,O_seed1_budget1000,cn-jjj-50c-01-V2-LOCATIONS,2025-02-12,O,1000,1,PASS_FULL_LEGAL_SOLUTION,2090.526218128171,0.0,2103.669112101775,2090.526218128171,13.142893973604128,132.1268813444357,43.06498713869048,175.1918684831262,7,5,2,8,645154.201760881,645.154201760881,87.54867886116938,62.83321201815108,50,50,13264.0,13264.0,8,f064404eb2f7b0e8c7e5852c473cad99308a8642d898cc3fb0a92245ad9aeed7,7294c743af38137c98c509ec00f8d6cf2df337836997931e8a0a7912889fb16b,26a8b40f88bf4edf1817351aa0993f7d00e89866468a6c4eaab281c118579fef,3f9253f7ee2bf0da64084ce19ee5be63d0dac300d67dd7d209bef646c49cef98,62,62,0,57,57,0,{},best_exact_hgs_parent,"{""cv_only"":1000,""mechanism_ev"":1000,""naive_ev"":1000}",False,19.1146646249108,0,0.0,7.105427357601002e-15,0.0
