node_id,node_type,x,y,demand,ready_time,due_time,service_time,station_capacity,station_chargers,charge_power_kw,carbon_region
D0,d,41477.7008136896,-2846.4371357448754,0.0,0.0,86400.0,0.0,87,87,,
D1,d,-1810.857816186684,1191.3799561833948,0.0,0.0,86400.0,0.0,87,87,,
C1,c,11974.10121680084,7090.671461636114,481.1,3759.6,24073.6,902.0,,,,
C2,c,33695.60830597928,-4413.30453735418,437.9,7925.3,27903.3,554.0,,,,
C3,c,-46077.91348261666,-22270.079303783874,244.2,5292.3,24344.3,408.0,,,,
C4,c,-60000.0,-15632.098848510359,288.4,2163.0,20951.0,774.0,,,,
C5,c,-15032.214491199753,-27812.545637125186,658.8,8345.3,28621.3,554.0,,,,
C6,c,-21224.426904257954,-18096.037920096012,840.8,5488.7,25840.7,618.0,,,,
C7,c,17805.59407392426,-45000.0,149.6,7068.2,27304.2,1148.0,,,,
C8,c,12138.333730215263,8898.183606358318,162.7,6110.6,25768.6,478.0,,,,
C9,c,-5455.742348504566,-35288.28023891954,290.1,4249.4,24156.4,386.0,,,,
C10,c,-29279.691210346395,510.4865675109577,690.4,5934.1,26170.1,1148.0,,,,
C11,c,16534.3426908592,21585.451113925814,172.7,4122.8,22561.8,390.0,,,,
C12,c,8153.390862041295,3785.4918094042787,146.9,0.0,18668.0,506.0,,,,
C13,c,-49902.50942697651,-5324.029157712506,124.1,7612.9,27270.9,912.0,,,,
C14,c,24995.2773789373,-6680.176338736325,178.1,4813.2,24494.2,682.0,,,,
C15,c,-17840.252246742784,2781.839471096151,322.1,9730.8,30219.8,1212.0,,,,
C16,c,17741.622764249274,-10585.129117729237,308.6,0.0,19482.0,650.0,,,,
C17,c,23287.101157822945,-16407.585652892427,186.7,6752.4,27014.4,600.0,,,,
C18,c,-31313.06863822809,-15736.476434335618,203.7,7046.9,26732.9,1624.0,,,,
C19,c,-33630.797148726095,15516.038950103295,184.9,1633.1,22226.1,1532.0,,,,
C20,c,4277.565780123397,-9907.489186626815,556.9,2073.7,21697.7,412.0,,,,
C21,c,20681.142639616126,1914.7457478994993,175.6,3715.7,22440.7,340.0,,,,
C22,c,33592.08627184979,-19306.76514810327,747.2,3695.6,23563.6,1344.0,,,,
C23,c,-18010.582668917425,-21500.01332762038,182.8,1123.2,21716.2,1532.0,,,,
C24,c,-4632.59836180805,6688.633288767799,465.9,390.1,21633.1,1424.0,,,,
C25,c,10006.982314686324,-26003.489651713964,153.4,4717.4,24209.4,944.0,,,,
C26,c,-30582.90474041232,-29073.92077354218,577.2,5448.8,24914.8,658.0,,,,
C27,c,-23037.695200842183,-37009.93721882595,394.9,4782.5,25018.5,1148.0,,,,
C28,c,8834.666267450173,-23031.682337871003,171.3,4749.7,23456.7,500.0,,,,
C29,c,14725.98623864109,-18201.653637313022,278.4,5527.7,26037.7,838.0,,,,
C30,c,14612.581316906224,17367.625752048803,189.1,4765.6,24257.6,944.0,,,,
C31,c,-13252.454776469,-45000.0,544.8,0.0,21317.0,1378.0,,,,
C32,c,-27008.47684164186,-12976.995634248342,168.7,0.0,21317.0,1378.0,,,,
C33,c,-27134.278921533387,-45000.0,568.6,2905.2,23281.2,952.0,,,,
C34,c,23814.392007139195,-6071.888700971525,468.0,0.0,20593.0,1532.0,,,,
C35,c,6557.234718597894,-15410.8670292758,281.8,2059.2,20711.2,280.0,,,,
C36,c,13770.178122088324,-696.3072530501686,762.2,4030.7,23580.7,1238.0,,,,
C37,c,-25575.48662840717,3919.6636582907377,689.1,4831.7,23483.7,280.0,,,,
C38,c,-24951.13163631009,6839.03408310997,209.9,223.1,20223.1,448.0,,,,
C39,c,-32567.45349507969,-226.95705057599844,334.4,4837.8,24082.8,622.0,,,,
C40,c,17588.684230853483,-1729.3218852715472,361.7,0.0,19052.0,408.0,,,,
C41,c,-37626.440178809484,-6981.269011075846,488.1,3188.7,24505.7,1378.0,,,,
C42,c,-46523.79283446093,-3898.652921135228,122.7,0.0,20593.0,1532.0,,,,
C43,c,-12637.902830951696,-8607.082496298382,550.9,1221.4,21457.4,1148.0,,,,
C44,c,18791.51750352356,5659.406029049045,555.9,3778.6,22217.6,390.0,,,,
