candidate_id,role,x,y,score,coverage_score,balance_score,distance_score,separation_score,feasibility_score,selected
F_CAND_0019,station,-11414.619671087485,-16261.423416451787,0.7901758969741577,0.3563218390804598,0.7419794758307927,0.9081392182852451,1.0,1.0,True
F_CAND_0025,station,-21583.52769003672,-15431.629528384085,0.7890608984435582,0.3563218390804598,0.7112237532634833,0.9467372357570802,1.0,1.0,True
F_CAND_0004,station,-10792.577313864012,-19738.994439239694,0.7850491224524575,0.3563218390804598,0.7239960183798635,0.9128089606297451,1.0,1.0,True
F_CAND_0060,station,-12075.193831730396,-17918.94030132559,0.7893180344786023,0.3563218390804598,0.7309838303261134,0.9201016720095742,1.0,1.0,False
F_CAND_0046,station,-10255.982534544415,-17329.21619396183,0.787744211279687,0.3563218390804598,0.7390533858581925,0.9025090014690025,1.0,1.0,False
F_CAND_0029,station,20218.127141931727,3921.882832407386,0.7847614929678705,0.3563218390804598,0.6871451496543703,0.9632496589070876,1.0,1.0,False
F_CAND_0009,station,9996.464103076923,-5361.637836890171,0.7816875978835726,0.3563218390804598,0.74460603780009,0.8705088351658883,1.0,1.0,False
F_CAND_0062,station,9314.177670258505,-6947.426464181057,0.7769001858655494,0.3563218390804598,0.7397846943025685,0.8581090679903258,1.0,1.0,False
F_CAND_0063,station,18159.207181586826,-10749.809328427411,0.7754775511772585,0.3563218390804598,0.715660458608322,0.886192459209107,1.0,1.0,False
F_CAND_0092,station,-18511.686020562138,-28153.559225150562,0.7747812605572235,0.3563218390804598,0.6804396957090292,0.9327163647879773,1.0,1.0,False
F_CAND_0055,station,17763.252267541026,-12353.904180946296,0.7717849142637314,0.3563218390804598,0.715898758189659,0.8710882921411272,1.0,1.0,False
F_CAND_0094,station,-3062.1790881354236,-9671.075120052856,0.7713793879739547,0.3563218390804598,0.7577896345800768,0.810818960035435,1.0,1.0,False
F_CAND_0005,station,-14541.019547407495,-6616.11492359987,0.770840997420251,0.3563218390804598,0.7229772452692586,0.8574027428557662,1.0,1.0,False
F_CAND_0090,station,393.42466402353614,-14483.90039480638,0.7694024035730715,0.3563218390804598,0.7589996608061371,0.8012169857154183,1.0,1.0,False
F_CAND_0083,station,7580.331133691924,-12497.569545557631,0.7690987415718457,0.3563218390804598,0.7482065194160025,0.815112735656703,1.0,1.0,False
F_CAND_0061,station,-25679.731414308415,-11752.17446050866,0.7672426668088749,0.3563218390804598,0.6818829117301486,0.9005414873650157,1.0,1.0,False
F_CAND_0010,station,-13782.465836207075,-5238.160500942234,0.7668609484632053,0.3563218390804598,0.7218731702464023,0.8430282520595822,1.0,1.0,False
F_CAND_0000,station,9769.726315373775,6751.603636575546,0.7651398297360618,0.3563218390804598,0.6983044492980968,0.8691399864786353,1.0,1.0,False
F_CAND_0074,station,-14266.510598122197,-4742.383810691719,0.7649173458014679,0.3563218390804598,0.7182269929594531,0.8403584896143609,1.0,1.0,False
F_CAND_0099,station,-14461.291003894288,-30739.654210861,0.7649060638930121,0.3563218390804598,0.6782135623707282,0.8963321648047529,1.0,1.0,False
F_CAND_0047,station,28858.93096327846,-2636.0494210336483,0.7626104261768015,0.3563218390804598,0.6441511134913854,0.9348370423709905,1.0,1.0,False
F_CAND_0076,station,3588.9845780038245,4862.660286932727,0.7621597276350984,0.3563218390804598,0.7246065109130695,0.8203966918138204,1.0,1.0,False
F_CAND_0089,station,1705.7517477689732,-3640.4733087361897,0.7618286447548789,0.3563218390804598,0.7361883231582664,0.8028578231496666,1.0,1.0,False
F_CAND_0088,station,17747.64596221954,-17918.486709243436,0.761332445799194,0.3563218390804598,0.7210081625997874,0.8221252521087975,1.0,1.0,False
F_CAND_0001,station,-9997.148789546927,-1977.4835627408365,0.7583714113690223,0.3563218390804598,0.727637114604409,0.8010005815816406,1.0,1.0,False
F_CAND_0002,station,14339.118494904198,-19831.67044177021,0.7531531650013169,0.3563218390804598,0.7166830601706078,0.795463272318141,1.0,1.0,False
F_CAND_0012,station,-9213.073656676652,-31821.43457928799,0.7520975530111874,0.3563218390804598,0.6687008522300246,0.8584159154744391,1.0,1.0,False
F_CAND_0006,station,20303.9018611782,-19831.67044177021,0.7514975173742892,0.3563218390804598,0.7022070458647576,0.8091071018382202,1.0,1.0,False
F_CAND_0007,station,20471.497785858424,-19831.67044177021,0.7513497474743169,0.3563218390804598,0.7016642976902482,0.8092758696826443,1.0,1.0,False
F_CAND_0057,station,14758.783307217716,-22016.666320814562,0.7479251369673948,0.3563218390804598,0.7142406786874518,0.7779704942588708,1.0,1.0,False
F_CAND_0011,station,-33549.340941127775,-13967.247700258617,0.7459606533354882,0.3563218390804598,0.6495981165830865,0.8606121466773559,1.0,1.0,False
F_CAND_0027,station,32077.30431666951,-7450.826862801434,0.7451722860462207,0.3563218390804598,0.6300188558468649,0.8848696425509956,1.0,1.0,False
F_CAND_0013,station,-26227.07041591509,-4589.217051741505,0.7435973194397022,0.3563218390804598,0.6586081414706427,0.8385447762516329,1.0,1.0,False
F_CAND_0020,station,32094.01421786816,-5188.885874893566,0.7431151387305089,0.3563218390804598,0.6153222574553885,0.8972162910362156,1.0,1.0,False
F_CAND_0003,station,-2674.8782643342383,7400.547085776275,0.742360343238856,0.3563218390804598,0.712006220652331,0.7588395605938847,1.0,1.0,False
F_CAND_0017,station,-3080.6943657224274,-31821.43457928799,0.7403420816702847,0.3563218390804598,0.6669156429074306,0.8138933231624602,1.0,1.0,False
F_CAND_0016,station,-3248.2902904026487,-31821.43457928799,0.7403305983388875,0.3563218390804598,0.6659516595422483,0.8151969665481263,1.0,1.0,False
F_CAND_0022,station,-4503.696387798297,6441.758833706801,0.7397611756207173,0.3563218390804598,0.7148482915357387,0.7444639908845587,1.0,1.0,False
F_CAND_0086,station,1314.1646610526213,-32695.759522325156,0.7347971646800585,0.3563218390804598,0.6789423476541354,0.7748762685561683,1.0,1.0,False
F_CAND_0018,station,-17923.11583973625,2493.809744457909,0.7341119370260377,0.3563218390804598,0.6717045152138501,0.7822683233564846,1.0,1.0,False
F_CAND_0035,station,-26413.386478706667,-37011.3958808516,0.7327374547100449,0.3563218390804598,0.6250788383254489,0.8420463417362752,1.0,1.0,False
F_CAND_0008,station,5629.076311844602,14483.573881975688,0.7326964169732454,0.3563218390804598,0.6559911308354331,0.7986049812750994,1.0,1.0,False
F_CAND_0048,station,35406.20141694128,-7814.43696234439,0.7307839778346271,0.3563218390804598,0.607779028855375,0.8584521674927073,1.0,1.0,False
F_CAND_0069,station,16512.629320305434,-25283.930729774656,0.7307446253198258,0.3563218390804598,0.6826014922017862,0.7535433087485264,1.0,1.0,False
F_CAND_0021,station,-12932.491405719436,5936.916243907434,0.7300058488507797,0.3563218390804598,0.6881963031043521,0.7427554676087499,1.0,1.0,False
F_CAND_0043,station,25312.46114518417,-22779.553598522074,0.7297653252171017,0.3563218390804598,0.6596157814086765,0.7818061034479835,1.0,1.0,False
F_CAND_0073,station,-546.4159697427373,-35375.55806087559,0.7262818091342564,0.3563218390804598,0.6536915747312027,0.776165928465066,1.0,1.0,False
F_CAND_0056,station,-37132.147329959516,-10657.067520462044,0.7241431649464861,0.3563218390804598,0.618537339231692,0.8168272814133,1.0,1.0,False
F_CAND_0042,station,-31387.603153197506,-2327.8546237822993,0.7238267928381056,0.3563218390804598,0.6303223466947202,0.7990627825315382,1.0,1.0,False
F_CAND_0053,station,-5237.624033372179,-36501.845398904705,0.7232723774503103,0.3563218390804598,0.6266282336994284,0.8020168791737652,1.0,1.0,False
F_CAND_0015,station,-38093.21169898834,-18605.879061117652,0.7223618094783538,0.3563218390804598,0.6016093327964143,0.8334010685501593,1.0,1.0,False
F_CAND_0014,station,-34344.769465444864,-31728.75857675747,0.7206083775941705,0.3563218390804598,0.5944024753981989,0.8364769413709275,1.0,1.0,False
F_CAND_0030,station,35280.18476213048,6237.9503746412665,0.7190071889526101,0.3563218390804598,0.563578628408293,0.8732255725905543,1.0,1.0,False
