instance_id,sample_role,arm,customer_id,administrative_registered_depot,nearest_depot,assigned_reference_depot,hard_home_depot_lock,registered_differs_from_nearest,registered_distance_m,nearest_distance_m
cn-prd-200c-01-V2-LOCATIONS,MAIN_DISPLAY,IND,C001,D_dongguan,D_dongguan,D_dongguan,True,False,31016.414892197,31016.414892197
cn-prd-200c-01-V2-LOCATIONS,MAIN_DISPLAY,IND,C002,D_dongguan,D_dongguan,D_dongguan,True,False,28929.112667777,28929.112667777
cn-prd-200c-01-V2-LOCATIONS,MAIN_DISPLAY,IND,C003,D_dongguan,D_dongguan,D_dongguan,True,False,32558.543835841,32558.543835841
cn-prd-200c-01-V2-LOCATIONS,MAIN_DISPLAY,IND,C004,D_dongguan,D_dongguan,D_dongguan,True,False,31858.038719195,31858.038719195
cn-prd-200c-01-V2-LOCATIONS,MAIN_DISPLAY,IND,C005,D_dongguan,D_dongguan,D_dongguan,True,False,26887.650598246,26887.650598246
cn-prd-200c-01-V2-LOCATIONS,MAIN_DISPLAY,IND,C006,D_dongguan,D_dongguan,D_dongguan,True,False,31156.066222685,31156.066222685
cn-prd-200c-01-V2-LOCATIONS,MAIN_DISPLAY,IND,C007,D_dongguan,D_dongguan,D_dongguan,True,False,30036.259212018,30036.259212018
cn-prd-200c-01-V2-LOCATIONS,MAIN_DISPLAY,IND,C008,D_dongguan,D_dongguan,D_dongguan,True,False,32020.052052036,32020.052052036
cn-prd-200c-01-V2-LOCATIONS,MAIN_DISPLAY,IND,C009,D_dongguan,D_dongguan,D_dongguan,True,False,27886.276179061,27886.276179061
cn-prd-200c-01-V2-LOCATIONS,MAIN_DISPLAY,IND,C010,D_dongguan,D_dongguan,D_dongguan,True,False,30903.153913957,30903.153913957
cn-prd-200c-01-V2-LOCATIONS,MAIN_DISPLAY,IND,C011,D_dongguan,D_dongguan,D_dongguan,True,False,31622.915353367,31622.915353367
cn-prd-200c-01-V2-LOCATIONS,MAIN_DISPLAY,IND,C012,D_dongguan,D_guangzhou,D_dongguan,True,True,35102.625144187,33447.135989377
cn-prd-200c-01-V2-LOCATIONS,MAIN_DISPLAY,IND,C013,D_dongguan,D_dongguan,D_dongguan,True,False,33445.029081561,33445.029081561
cn-prd-200c-01-V2-LOCATIONS,MAIN_DISPLAY,IND,C014,D_dongguan,D_guangzhou,D_dongguan,True,True,36605.188570189,30560.400384932
cn-prd-200c-01-V2-LOCATIONS,MAIN_DISPLAY,IND,C015,D_dongguan,D_guangzhou,D_dongguan,True,True,35215.984223312,34143.312386393
cn-prd-200c-01-V2-LOCATIONS,MAIN_DISPLAY,IND,C016,D_dongguan,D_dongguan,D_dongguan,True,False,30216.957029391,30216.957029391
cn-prd-200c-01-V2-LOCATIONS,MAIN_DISPLAY,IND,C017,D_dongguan,D_dongguan,D_dongguan,True,False,29164.249624464,29164.249624464
cn-prd-200c-01-V2-LOCATIONS,MAIN_DISPLAY,IND,C018,D_dongguan,D_dongguan,D_dongguan,True,False,31606.666156155,31606.666156155
cn-prd-200c-01-V2-LOCATIONS,MAIN_DISPLAY,IND,C019,D_dongguan,D_dongguan,D_dongguan,True,False,29222.102596391,29222.102596391
cn-prd-200c-01-V2-LOCATIONS,MAIN_DISPLAY,IND,C020,D_dongguan,D_dongguan,D_dongguan,True,False,31279.327509208,31279.327509208
cn-prd-200c-01-V2-LOCATIONS,MAIN_DISPLAY,IND,C021,D_dongguan,D_dongguan,D_dongguan,True,False,26054.96075346,26054.96075346
cn-prd-200c-01-V2-LOCATIONS,MAIN_DISPLAY,IND,C022,D_dongguan,D_dongguan,D_dongguan,True,False,33423.787820074,33423.787820074
cn-prd-200c-01-V2-LOCATIONS,MAIN_DISPLAY,IND,C023,D_dongguan,D_dongguan,D_dongguan,True,False,25051.638703264,25051.638703264
cn-prd-200c-01-V2-LOCATIONS,MAIN_DISPLAY,IND,C024,D_dongguan,D_dongguan,D_dongguan,True,False,26867.275458946,26867.275458946
cn-prd-200c-01-V2-LOCATIONS,MAIN_DISPLAY,IND,C025,D_dongguan,D_dongguan,D_dongguan,True,False,30988.795797288,30988.795797288
cn-prd-200c-01-V2-LOCATIONS,MAIN_DISPLAY,IND,C026,D_dongguan,D_dongguan,D_dongguan,True,False,24886.697713399,24886.697713399
cn-prd-200c-01-V2-LOCATIONS,MAIN_DISPLAY,IND,C027,D_foshan,D_foshan,D_foshan,True,False,43409.954920492,43409.954920492
cn-prd-200c-01-V2-LOCATIONS,MAIN_DISPLAY,IND,C028,D_foshan,D_foshan,D_foshan,True,False,43002.636722423,43002.636722423
cn-prd-200c-01-V2-LOCATIONS,MAIN_DISPLAY,IND,C029,D_foshan,D_foshan,D_foshan,True,False,44765.95062783,44765.95062783
cn-prd-200c-01-V2-LOCATIONS,MAIN_DISPLAY,IND,C030,D_foshan,D_foshan,D_foshan,True,False,44775.727222112,44775.727222112
cn-prd-200c-01-V2-LOCATIONS,MAIN_DISPLAY,IND,C031,D_foshan,D_foshan,D_foshan,True,False,44603.878942656,44603.878942656
cn-prd-200c-01-V2-LOCATIONS,MAIN_DISPLAY,IND,C032,D_foshan,D_foshan,D_foshan,True,False,44683.089265052,44683.089265052
cn-prd-200c-01-V2-LOCATIONS,MAIN_DISPLAY,IND,C033,D_foshan,D_foshan,D_foshan,True,False,44320.048404265,44320.048404265
cn-prd-200c-01-V2-LOCATIONS,MAIN_DISPLAY,IND,C034,D_foshan,D_foshan,D_foshan,True,False,44549.752376602,44549.752376602
cn-prd-200c-01-V2-LOCATIONS,MAIN_DISPLAY,IND,C035,D_foshan,D_foshan,D_foshan,True,False,45289.915314043,45289.915314043
cn-prd-200c-01-V2-LOCATIONS,MAIN_DISPLAY,IND,C036,D_foshan,D_foshan,D_foshan,True,False,45011.270851714,45011.270851714
cn-prd-200c-01-V2-LOCATIONS,MAIN_DISPLAY,IND,C037,D_foshan,D_foshan,D_foshan,True,False,44872.291492664,44872.291492664
cn-prd-200c-01-V2-LOCATIONS,MAIN_DISPLAY,IND,C038,D_foshan,D_foshan,D_foshan,True,False,42047.523135155,42047.523135155
cn-prd-200c-01-V2-LOCATIONS,MAIN_DISPLAY,IND,C039,D_foshan,D_foshan,D_foshan,True,False,44902.449987938,44902.449987938
cn-prd-200c-01-V2-LOCATIONS,MAIN_DISPLAY,IND,C040,D_foshan,D_foshan,D_foshan,True,False,44502.464469985,44502.464469985
cn-prd-200c-01-V2-LOCATIONS,MAIN_DISPLAY,IND,C041,D_foshan,D_foshan,D_foshan,True,False,43713.472461808,43713.472461808
cn-prd-200c-01-V2-LOCATIONS,MAIN_DISPLAY,IND,C042,D_foshan,D_foshan,D_foshan,True,False,41963.871104095,41963.871104095
cn-prd-200c-01-V2-LOCATIONS,MAIN_DISPLAY,IND,C043,D_foshan,D_foshan,D_foshan,True,False,44088.862790995,44088.862790995
cn-prd-200c-01-V2-LOCATIONS,MAIN_DISPLAY,IND,C044,D_foshan,D_foshan,D_foshan,True,False,44468.452693088,44468.452693088
cn-prd-200c-01-V2-LOCATIONS,MAIN_DISPLAY,IND,C045,D_foshan,D_foshan,D_foshan,True,False,44801.068738458,44801.068738458
cn-prd-200c-01-V2-LOCATIONS,MAIN_DISPLAY,IND,C046,D_foshan,D_foshan,D_foshan,True,False,45788.810593159,45788.810593159
cn-prd-200c-01-V2-LOCATIONS,MAIN_DISPLAY,IND,C047,D_foshan,D_foshan,D_foshan,True,False,39901.167385342,39901.167385342
cn-prd-200c-01-V2-LOCATIONS,MAIN_DISPLAY,IND,C048,D_foshan,D_foshan,D_foshan,True,False,44557.79866839,44557.79866839
cn-prd-200c-01-V2-LOCATIONS,MAIN_DISPLAY,IND,C049,D_foshan,D_foshan,D_foshan,True,False,44345.475802925,44345.475802925
cn-prd-200c-01-V2-LOCATIONS,MAIN_DISPLAY,IND,C050,D_foshan,D_foshan,D_foshan,True,False,44538.876174755,44538.876174755
cn-prd-200c-01-V2-LOCATIONS,MAIN_DISPLAY,IND,C051,D_foshan,D_foshan,D_foshan,True,False,44777.343207694,44777.343207694
cn-prd-200c-01-V2-LOCATIONS,MAIN_DISPLAY,IND,C052,D_foshan,D_foshan,D_foshan,True,False,44538.193454222,44538.193454222
cn-prd-200c-01-V2-LOCATIONS,MAIN_DISPLAY,IND,C053,D_foshan,D_foshan,D_foshan,True,False,42689.032691922,42689.032691922
cn-prd-200c-01-V2-LOCATIONS,MAIN_DISPLAY,IND,C054,D_foshan,D_foshan,D_foshan,True,False,45915.583134459,45915.583134459
cn-prd-200c-01-V2-LOCATIONS,MAIN_DISPLAY,IND,C055,D_foshan,D_foshan,D_foshan,True,False,42685.410775147,42685.410775147
cn-prd-200c-01-V2-LOCATIONS,MAIN_DISPLAY,IND,C056,D_guangzhou,D_guangzhou,D_guangzhou,True,False,34092.06339886,34092.06339886
cn-prd-200c-01-V2-LOCATIONS,MAIN_DISPLAY,IND,C057,D_guangzhou,D_guangzhou,D_guangzhou,True,False,28428.838133698,28428.838133698
cn-prd-200c-01-V2-LOCATIONS,MAIN_DISPLAY,IND,C058,D_guangzhou,D_guangzhou,D_guangzhou,True,False,34010.034803344,34010.034803344
cn-prd-200c-01-V2-LOCATIONS,MAIN_DISPLAY,IND,C059,D_guangzhou,D_guangzhou,D_guangzhou,True,False,33742.614666274,33742.614666274
cn-prd-200c-01-V2-LOCATIONS,MAIN_DISPLAY,IND,C060,D_guangzhou,D_guangzhou,D_guangzhou,True,False,31632.230231899,31632.230231899
cn-prd-200c-01-V2-LOCATIONS,MAIN_DISPLAY,IND,C061,D_guangzhou,D_foshan,D_guangzhou,True,True,37138.51975339,35995.978278967
cn-prd-200c-01-V2-LOCATIONS,MAIN_DISPLAY,IND,C062,D_guangzhou,D_guangzhou,D_guangzhou,True,False,30060.691269436,30060.691269436
cn-prd-200c-01-V2-LOCATIONS,MAIN_DISPLAY,IND,C063,D_guangzhou,D_guangzhou,D_guangzhou,True,False,33846.332862078,33846.332862078
cn-prd-200c-01-V2-LOCATIONS,MAIN_DISPLAY,IND,C064,D_guangzhou,D_guangzhou,D_guangzhou,True,False,28743.912008657,28743.912008657
cn-prd-200c-01-V2-LOCATIONS,MAIN_DISPLAY,IND,C065,D_guangzhou,D_guangzhou,D_guangzhou,True,False,28097.91149437,28097.91149437
cn-prd-200c-01-V2-LOCATIONS,MAIN_DISPLAY,IND,C066,D_guangzhou,D_guangzhou,D_guangzhou,True,False,33409.50532431,33409.50532431
cn-prd-200c-01-V2-LOCATIONS,MAIN_DISPLAY,IND,C067,D_guangzhou,D_guangzhou,D_guangzhou,True,False,27489.642490421,27489.642490421
cn-prd-200c-01-V2-LOCATIONS,MAIN_DISPLAY,IND,C068,D_guangzhou,D_guangzhou,D_guangzhou,True,False,31067.87335699,31067.87335699
cn-prd-200c-01-V2-LOCATIONS,MAIN_DISPLAY,IND,C069,D_guangzhou,D_guangzhou,D_guangzhou,True,False,35489.983700594,35489.983700594
cn-prd-200c-01-V2-LOCATIONS,MAIN_DISPLAY,IND,C070,D_guangzhou,D_guangzhou,D_guangzhou,True,False,28507.034510962,28507.034510962
cn-prd-200c-01-V2-LOCATIONS,MAIN_DISPLAY,IND,C071,D_guangzhou,D_guangzhou,D_guangzhou,True,False,35416.452992922,35416.452992922
cn-prd-200c-01-V2-LOCATIONS,MAIN_DISPLAY,IND,C072,D_guangzhou,D_guangzhou,D_guangzhou,True,False,31755.997188397,31755.997188397
cn-prd-200c-01-V2-LOCATIONS,MAIN_DISPLAY,IND,C073,D_guangzhou,D_guangzhou,D_guangzhou,True,False,27551.957820864,27551.957820864
cn-prd-200c-01-V2-LOCATIONS,MAIN_DISPLAY,IND,C074,D_guangzhou,D_guangzhou,D_guangzhou,True,False,32504.324952157,32504.324952157
cn-prd-200c-01-V2-LOCATIONS,MAIN_DISPLAY,IND,C075,D_guangzhou,D_foshan,D_guangzhou,True,True,37162.06588257,36019.524408147
cn-prd-200c-01-V2-LOCATIONS,MAIN_DISPLAY,IND,C076,D_guangzhou,D_guangzhou,D_guangzhou,True,False,33580.919942116,33580.919942116
cn-prd-200c-01-V2-LOCATIONS,MAIN_DISPLAY,IND,C077,D_guangzhou,D_guangzhou,D_guangzhou,True,False,29102.172771908,29102.172771908
cn-prd-200c-01-V2-LOCATIONS,MAIN_DISPLAY,IND,C078,D_guangzhou,D_guangzhou,D_guangzhou,True,False,29722.258647342,29722.258647342
cn-prd-200c-01-V2-LOCATIONS,MAIN_DISPLAY,IND,C079,D_guangzhou,D_guangzhou,D_guangzhou,True,False,31134.068130406,31134.068130406
cn-prd-200c-01-V2-LOCATIONS,MAIN_DISPLAY,IND,C080,D_guangzhou,D_guangzhou,D_guangzhou,True,False,31221.943812301,31221.943812301
cn-prd-200c-01-V2-LOCATIONS,MAIN_DISPLAY,IND,C081,D_guangzhou,D_guangzhou,D_guangzhou,True,False,28581.02148351,28581.02148351
cn-prd-200c-01-V2-LOCATIONS,MAIN_DISPLAY,IND,C082,D_guangzhou,D_guangzhou,D_guangzhou,True,False,37659.167927309,37659.167927309
cn-prd-200c-01-V2-LOCATIONS,MAIN_DISPLAY,IND,C083,D_guangzhou,D_guangzhou,D_guangzhou,True,False,29063.687470586,29063.687470586
cn-prd-200c-01-V2-LOCATIONS,MAIN_DISPLAY,IND,C084,D_guangzhou,D_guangzhou,D_guangzhou,True,False,31782.26074449,31782.26074449
cn-prd-200c-01-V2-LOCATIONS,MAIN_DISPLAY,IND,C085,D_guangzhou,D_guangzhou,D_guangzhou,True,False,32093.781349893,32093.781349893
cn-prd-200c-01-V2-LOCATIONS,MAIN_DISPLAY,IND,C086,D_guangzhou,D_foshan,D_guangzhou,True,True,37099.875115099,35767.045969807
cn-prd-200c-01-V2-LOCATIONS,MAIN_DISPLAY,IND,C087,D_guangzhou,D_guangzhou,D_guangzhou,True,False,28801.32092855,28801.32092855
cn-prd-200c-01-V2-LOCATIONS,MAIN_DISPLAY,IND,C088,D_guangzhou,D_guangzhou,D_guangzhou,True,False,35485.826828854,35485.826828854
cn-prd-200c-01-V2-LOCATIONS,MAIN_DISPLAY,IND,C089,D_guangzhou,D_guangzhou,D_guangzhou,True,False,31489.218498882,31489.218498882
cn-prd-200c-01-V2-LOCATIONS,MAIN_DISPLAY,IND,C090,D_guangzhou,D_guangzhou,D_guangzhou,True,False,30727.713844535,30727.713844535
cn-prd-200c-01-V2-LOCATIONS,MAIN_DISPLAY,IND,C091,D_guangzhou,D_guangzhou,D_guangzhou,True,False,28920.069140396,28920.069140396
cn-prd-200c-01-V2-LOCATIONS,MAIN_DISPLAY,IND,C092,D_guangzhou,D_guangzhou,D_guangzhou,True,False,32850.64522404,32850.64522404
cn-prd-200c-01-V2-LOCATIONS,MAIN_DISPLAY,IND,C093,D_guangzhou,D_guangzhou,D_guangzhou,True,False,32297.887392153,32297.887392153
cn-prd-200c-01-V2-LOCATIONS,MAIN_DISPLAY,IND,C094,D_guangzhou,D_guangzhou,D_guangzhou,True,False,27555.387122825,27555.387122825
cn-prd-200c-01-V2-LOCATIONS,MAIN_DISPLAY,IND,C095,D_guangzhou,D_guangzhou,D_guangzhou,True,False,32233.192536172,32233.192536172
cn-prd-200c-01-V2-LOCATIONS,MAIN_DISPLAY,IND,C096,D_guangzhou,D_guangzhou,D_guangzhou,True,False,29572.302741297,29572.302741297
cn-prd-200c-01-V2-LOCATIONS,MAIN_DISPLAY,IND,C097,D_guangzhou,D_guangzhou,D_guangzhou,True,False,29137.391779747,29137.391779747
cn-prd-200c-01-V2-LOCATIONS,MAIN_DISPLAY,IND,C098,D_guangzhou,D_guangzhou,D_guangzhou,True,False,32466.450711641,32466.450711641
cn-prd-200c-01-V2-LOCATIONS,MAIN_DISPLAY,IND,C099,D_guangzhou,D_guangzhou,D_guangzhou,True,False,28697.741353926,28697.741353926
