instance_id,seed,objective_mode,objective_value,objective_unit,operating_cost_cny,cost_plus_carbon_cny,electricity_cost_cny,carbon_cost_cny,system_emissions_kg,charging_emissions_kg,charging_energy_kwh,distance_km,route_count,used_cv,used_ev,public_station_charge_count,terminal_depot_charge_count,minimum_soc,minimum_final_soc,path_hash,typed_path_hash,path_differs_from_cost_only,types_differ_from_cost_only,complete_candidate_evaluations,elapsed_seconds,selected_source,solution_sha256,status,failure_reason
cn-prd-50c-02-V2-LOCATIONS,1,COST_ONLY,2376.1643318235697,CNY,2376.1643318235697,2388.3885926827165,17.64738543344222,12.224260859146709,162.94669233733282,22.802689669955996,62.3905306134596,597.0433810478139,9,6,3,0,3,0.26006290437538326,0.6,fdea7facc50b76679ec32b070b110b44106209175f16bb9bff353671db9098fa,23fe0169b7377b276dd0741c860d8de2546f43ed66cfbcb4ef974ae05dedbe3c,False,False,32,6.573186249937862,history_expanded_time_limited_mip_recombination,2414c41585b1c5271b661d063d7a5b33df5b2628ac28f23c1b9f9cf75ca6a090,PASS,
cn-prd-50c-02-V2-LOCATIONS,1,COST_PLUS_CARBON,2388.0773341838308,CNY,2376.1643318235706,2388.0773341838308,17.64738543344294,11.91300236026014,158.79768542068967,18.65368275331285,62.3905306134596,597.0433810478139,9,6,3,0,3,0.26006290437538326,0.6,fdea7facc50b76679ec32b070b110b44106209175f16bb9bff353671db9098fa,23fe0169b7377b276dd0741c860d8de2546f43ed66cfbcb4ef974ae05dedbe3c,False,False,32,8.245683083077893,history_expanded_time_limited_mip_recombination,2414c41585b1c5271b661d063d7a5b33df5b2628ac28f23c1b9f9cf75ca6a090,PASS,
cn-prd-50c-02-V2-LOCATIONS,1,PURE_CARBON,138.20362932940884,kgCO2e,2443.4418414384572,2453.8098777107493,87.10281447827494,10.368036272292251,138.20362932940884,3.15923731476546,71.20102675364124,613.5373935382299,9,6,3,1,3,0.20000000000000004,0.6,2eccc3ae413587401adf4d145760a8ec039bfe2c4d4a66daa8553a6ed79a5430,ffa1a56ae038c6171201e03913393d88324863b235f9dcd93445710236d28286,True,True,32,9.784924124949612,history_expanded_time_limited_mip_recombination,246f4fca5036fd1da0f0b1d0a712decc2ffa280e0373de9fd969a42257f6cee8,PASS,
cn-prd-50c-02-V2-LOCATIONS,2,COST_ONLY,2364.1707689819814,CNY,2364.1707689819814,2376.1448099093377,18.38810787194889,11.974040927356162,159.6113160138118,23.603658307208903,64.70757371793025,596.527455994725,9,6,3,0,3,0.22933551756102585,0.6,cd7c14721c257d6b2f684282e66df21ecf525885cb3512f78833eb97a75515d0,86a8f09801200d4806b493df547464f3aa64026a3332f3d3d9f0122c5fae3343,False,False,32,5.728035416919738,history_expanded_time_limited_mip_recombination,036e07ba16f5ef224b3fa754caf5896dc33ebcb6bb09b49904ba91f6fb64eb8b,PASS,
cn-prd-50c-02-V2-LOCATIONS,2,COST_PLUS_CARBON,2375.8287914336265,CNY,2364.1707689819814,2375.8287914336265,18.38810787194889,11.658022451644978,155.3988596593572,19.39120195275429,64.70757371793025,596.527455994725,9,6,3,0,3,0.22933551756102585,0.6,cd7c14721c257d6b2f684282e66df21ecf525885cb3512f78833eb97a75515d0,86a8f09801200d4806b493df547464f3aa64026a3332f3d3d9f0122c5fae3343,False,False,32,11.637444541906007,history_expanded_time_limited_mip_recombination,036e07ba16f5ef224b3fa754caf5896dc33ebcb6bb09b49904ba91f6fb64eb8b,PASS,
cn-prd-50c-02-V2-LOCATIONS,2,PURE_CARBON,138.12437576366423,kgCO2e,2425.7594103989863,2436.1215010687765,79.5080243724234,10.362090669790092,138.12437576366423,2.8684165492788076,66.62659636066076,600.630776052061,9,6,3,0,3,0.20442735946528892,0.6,8ffa9245d912475f3187c576a8b653dc2a2558d409bd78b59c26e2fb48f61454,74d1e5911241a285e0181b96de73998520e6bb88b485bfca5ee64d7adeddc102,True,True,32,11.788559082895517,history_expanded_time_limited_mip_recombination,087d425c770f4223d1d4e75b8da55fae6802e5eb653f776ebbe5842e80dc37ab,PASS,
cn-prd-50c-02-V2-LOCATIONS,3,COST_ONLY,2366.0820093299335,CNY,2366.0820093299335,2378.0861524011966,18.2538029225719,12.004143071263213,160.01257093126117,23.41204682281814,64.18532927968886,596.772155219597,9,6,3,0,3,0.22933551756102585,0.6,64e147c9c3d8a1c4e6da81b8cbb9514497fe5b19044719ea29978e2ab1b8db5a,98c689ca8a6605fd37213590325fbebd8bd3f9ceeba35977236d2813d00fe4a4,False,False,32,6.616109875030816,history_expanded_time_limited_mip_recombination,92c67ff449452340ab3526a15242154907a220a0822ae39b2462a07e02d169c8,PASS,
cn-prd-50c-02-V2-LOCATIONS,3,COST_PLUS_CARBON,2377.7728490147842,CNY,2366.0820093299335,2377.7728490147842,18.2538029225719,11.69083968485058,155.8363061163767,19.235782007933654,64.18532927968886,596.772155219597,9,6,3,0,3,0.22933551756102585,0.6,64e147c9c3d8a1c4e6da81b8cbb9514497fe5b19044719ea29978e2ab1b8db5a,98c689ca8a6605fd37213590325fbebd8bd3f9ceeba35977236d2813d00fe4a4,False,False,32,10.72030074999202,history_expanded_time_limited_mip_recombination,92c67ff449452340ab3526a15242154907a220a0822ae39b2462a07e02d169c8,PASS,
cn-prd-50c-02-V2-LOCATIONS,3,PURE_CARBON,137.88846714358746,kgCO2e,2439.142789726078,2449.48718253119,84.1520256792506,10.344392805111932,137.88846714358746,3.0087657681047517,70.62121296685696,612.265889853889,9,6,3,1,3,0.20000000000000004,0.6,b001782742a12024e3c201cfe982c70200a5b78097931eef9d9864d3082110de,b28b88631e6ad85d190d0c03a75d3bdd78d542bd6610082057a43813c4746d14,True,True,32,11.433119457913563,best_exact_hgs_parent,54db83492ef5332b545070665a22a6ced88660a031ac5c266a926f7175957ff1,PASS,
cn-prd-50c-02-V2-LOCATIONS,4,COST_ONLY,2372.7557185754827,CNY,2372.7557185754827,2384.921562918421,17.632580396039142,12.165844342938422,162.16801310235167,22.78156747597562,62.332961264916705,595.527178138601,9,6,3,0,3,0.26006290437538326,0.6,5b2ad7338b1143a1820a3d4af72907edc060e7364d0e6e447f63454a977e5f44,38ab912855f7d99835af94bb28eef6548b829a72ae85548c0b9c76744b95f82b,False,False,32,5.196755832992494,history_expanded_time_limited_mip_recombination,e80e32721782a91b80d12a99ddf9a0e80867abb44a04fc5c21ea9b6e1dae81a3,PASS,
