accepted,actual_evals,algorithm,best_obj,bundle,candidate_obj,current_obj,delta,destroy_id,improved_best,improved_current,q_ratio,repair_id,reward,reward_code,seed,split,step_index,terminated,threshold_ratio,truncated,violation_count,worker_numpy_version,worker_python_executable
True,1,random_full,6250.322259640118,models/data_bundle/generated_instances/E-UK100_01__d2_s3_seed1_24h_20251113,6250.322259640118,6250.322259640118,0.0,whole_route_removal,False,False,0.13333333333333333,regret3_insert_repair,0.0,accepted_worse,1,formal_10001,1,False,0.01898989898989899,False,0,2.3.5,/opt/anaconda3/bin/python3.13
True,2,random_full,6054.461369821361,models/data_bundle/generated_instances/E-UK100_01__d2_s3_seed1_24h_20251113,6054.461369821361,6054.461369821361,-195.86088981875764,worst_customer_removal,True,True,0.3666666666666667,regret2_insert_repair,5.0,global_best,1,formal_10001,2,False,0.00808080808080808,False,0,2.3.5,/opt/anaconda3/bin/python3.13
True,3,random_full,6054.461369821361,models/data_bundle/generated_instances/E-UK100_01__d2_s3_seed1_24h_20251113,6073.136828000898,6073.136828000898,18.6754581795376,whole_route_removal,False,False,0.33333333333333337,greedy_insert_repair,0.0,accepted_worse,1,formal_10001,3,False,0.010707070707070708,False,0,2.3.5,/opt/anaconda3/bin/python3.13
True,4,random_full,5959.620989922761,models/data_bundle/generated_instances/E-UK100_01__d2_s3_seed1_24h_20251113,5959.620989922761,5959.620989922761,-113.51583807813768,worst_customer_removal,True,True,0.2,regret3_insert_repair,5.0,global_best,1,formal_10001,4,False,0.00909090909090909,False,0,2.3.5,/opt/anaconda3/bin/python3.13
True,5,random_full,5897.537484324436,models/data_bundle/generated_instances/E-UK100_01__d2_s3_seed1_24h_20251113,5897.537484324436,5897.537484324436,-62.08350559832434,random_customer_removal,True,True,0.16666666666666669,regret2_insert_repair,5.0,global_best,1,formal_10001,5,False,0.0052525252525252525,False,0,2.3.5,/opt/anaconda3/bin/python3.13
True,6,random_full,5849.40473261364,models/data_bundle/generated_instances/E-UK100_01__d2_s3_seed1_24h_20251113,5849.40473261364,5849.40473261364,-48.13275171079658,route_segment_removal,True,True,0.23333333333333334,greedy_insert_repair,5.0,global_best,1,formal_10001,6,False,0.019797979797979797,False,0,2.3.5,/opt/anaconda3/bin/python3.13
True,7,random_full,5827.46100082535,models/data_bundle/generated_instances/E-UK100_01__d2_s3_seed1_24h_20251113,5827.46100082535,5827.46100082535,-21.94373178828937,vehicle_type_swap,True,True,0.26666666666666666,regret3_insert_repair,5.0,global_best,1,formal_10001,7,False,0.005454545454545455,False,0,2.3.5,/opt/anaconda3/bin/python3.13
True,8,random_full,5821.28228781681,models/data_bundle/generated_instances/E-UK100_01__d2_s3_seed1_24h_20251113,5821.28228781681,5821.28228781681,-6.178713008540399,random_customer_removal,True,True,0.26666666666666666,regret3_insert_repair,5.0,global_best,1,formal_10001,8,False,0.0022222222222222222,False,0,2.3.5,/opt/anaconda3/bin/python3.13
True,9,random_full,5821.28228781681,models/data_bundle/generated_instances/E-UK100_01__d2_s3_seed1_24h_20251113,5821.28228781681,5821.28228781681,0.0,whole_route_removal,False,False,0.3,regret3_insert_repair,0.0,accepted_worse,1,formal_10001,9,False,0.018383838383838384,False,0,2.3.5,/opt/anaconda3/bin/python3.13
False,10,random_full,5821.28228781681,models/data_bundle/generated_instances/E-UK100_01__d2_s3_seed1_24h_20251113,5859.259036009457,5821.28228781681,37.97674819264739,random_customer_removal,False,False,0.23333333333333334,regret2_insert_repair,0.0,rejected,1,formal_10001,10,False,0.0012121212121212121,False,0,2.3.5,/opt/anaconda3/bin/python3.13
True,11,random_full,5821.23790002341,models/data_bundle/generated_instances/E-UK100_01__d2_s3_seed1_24h_20251113,5821.23790002341,5821.23790002341,-0.04438779340034671,whole_route_removal,True,True,0.26666666666666666,regret3_insert_repair,5.0,global_best,1,formal_10001,11,False,0.0052525252525252525,False,0,2.3.5,/opt/anaconda3/bin/python3.13
True,12,random_full,5800.056745844822,models/data_bundle/generated_instances/E-UK100_01__d2_s3_seed1_24h_20251113,5800.056745844822,5800.056745844822,-21.18115417858735,vehicle_type_swap,True,True,0.26666666666666666,regret2_insert_repair,5.0,global_best,1,formal_10001,12,False,0.015151515151515152,False,0,2.3.5,/opt/anaconda3/bin/python3.13
True,13,random_full,5800.056745844822,models/data_bundle/generated_instances/E-UK100_01__d2_s3_seed1_24h_20251113,5872.944503359882,5872.944503359882,72.88775751506,random_customer_removal,False,False,0.3,regret3_insert_repair,0.0,accepted_worse,1,formal_10001,13,False,0.01575757575757576,False,0,2.3.5,/opt/anaconda3/bin/python3.13
False,14,random_full,5800.056745844822,models/data_bundle/generated_instances/E-UK100_01__d2_s3_seed1_24h_20251113,5921.193379092822,5872.944503359882,48.24887573294018,worst_customer_removal,False,False,0.13333333333333333,regret3_insert_repair,0.0,rejected,1,formal_10001,14,False,0.0016161616161616162,False,0,2.3.5,/opt/anaconda3/bin/python3.13
True,15,random_full,5800.056745844822,models/data_bundle/generated_instances/E-UK100_01__d2_s3_seed1_24h_20251113,5856.650663451239,5856.650663451239,-16.29383990864335,vehicle_type_swap,False,True,0.3666666666666667,regret3_insert_repair,0.2774390239737788,current_improved,1,formal_10001,15,False,0.009494949494949495,False,0,2.3.5,/opt/anaconda3/bin/python3.13
True,16,random_full,5694.299274883642,models/data_bundle/generated_instances/E-UK100_01__d2_s3_seed1_24h_20251113,5694.299274883642,5694.299274883642,-162.3513885675966,worst_customer_removal,True,True,0.3,greedy_insert_repair,5.0,global_best,1,formal_10001,16,False,0.014343434343434342,False,0,2.3.5,/opt/anaconda3/bin/python3.13
True,17,random_full,5672.240032501064,models/data_bundle/generated_instances/E-UK100_01__d2_s3_seed1_24h_20251113,5672.240032501064,5672.240032501064,-22.059242382578304,vehicle_type_swap,True,True,0.16666666666666669,greedy_insert_repair,5.0,global_best,1,formal_10001,17,False,0.012727272727272728,False,0,2.3.5,/opt/anaconda3/bin/python3.13
True,18,random_full,5672.240032501064,models/data_bundle/generated_instances/E-UK100_01__d2_s3_seed1_24h_20251113,5677.438031417179,5677.438031417179,5.197998916115466,route_segment_removal,False,False,0.13333333333333333,regret3_insert_repair,0.0,accepted_worse,1,formal_10001,18,False,0.009696969696969697,False,0,2.3.5,/opt/anaconda3/bin/python3.13
True,19,random_full,5661.1800441155465,models/data_bundle/generated_instances/E-UK100_01__d2_s3_seed1_24h_20251113,5661.1800441155465,5661.1800441155465,-16.257987301632966,vehicle_type_swap,True,True,0.26666666666666666,regret2_insert_repair,5.0,global_best,1,formal_10001,19,False,0.00040404040404040404,False,0,2.3.5,/opt/anaconda3/bin/python3.13
True,20,random_full,5661.1800441155465,models/data_bundle/generated_instances/E-UK100_01__d2_s3_seed1_24h_20251113,5661.1800441155465,5661.1800441155465,0.0,route_segment_removal,False,False,0.3666666666666667,regret3_insert_repair,0.0,accepted_worse,1,formal_10001,20,False,0.017777777777777778,False,0,2.3.5,/opt/anaconda3/bin/python3.13
True,21,random_full,5661.1800441155465,models/data_bundle/generated_instances/E-UK100_01__d2_s3_seed1_24h_20251113,5661.1800441155465,5661.1800441155465,0.0,whole_route_removal,False,False,0.33333333333333337,greedy_insert_repair,0.0,accepted_worse,1,formal_10001,21,False,0.004242424242424242,False,0,2.3.5,/opt/anaconda3/bin/python3.13
False,22,random_full,5661.1800441155465,models/data_bundle/generated_instances/E-UK100_01__d2_s3_seed1_24h_20251113,5661.1800441155465,5661.1800441155465,0.0,route_segment_removal,False,False,0.3666666666666667,greedy_insert_repair,0.0,rejected,1,formal_10001,22,False,0.0032323232323232323,False,0,2.3.5,/opt/anaconda3/bin/python3.13
True,23,random_full,5553.254198764092,models/data_bundle/generated_instances/E-UK100_01__d2_s3_seed1_24h_20251113,5553.254198764092,5553.254198764092,-107.92584535145488,shaw_related_removal,True,True,0.3,greedy_insert_repair,5.0,global_best,1,formal_10001,23,False,0.0034343434343434348,False,0,2.3.5,/opt/anaconda3/bin/python3.13
True,24,random_full,5553.254198764092,models/data_bundle/generated_instances/E-UK100_01__d2_s3_seed1_24h_20251113,5581.392798386324,5581.392798386324,28.138599622232505,shaw_related_removal,False,False,0.16666666666666669,greedy_insert_repair,0.0,accepted_worse,1,formal_10001,24,False,0.008484848484848484,False,0,2.3.5,/opt/anaconda3/bin/python3.13
False,25,random_full,5553.254198764092,models/data_bundle/generated_instances/E-UK100_01__d2_s3_seed1_24h_20251113,5840.239904443574,5581.392798386324,258.84710605725013,random_customer_removal,False,False,0.2,regret2_insert_repair,0.0,rejected,1,formal_10001,25,False,0.014545454545454545,False,0,2.3.5,/opt/anaconda3/bin/python3.13
