event_id	event_type	t_appear	customer_id	old_demand	new_demand	x	y	delta_demand	old_ready_time	old_due_time	new_ready_time	new_due_time	time_window_action	demand_source	time_window_source	donor_instance_id	donor_customer_id	new_service_time	service_time_source	source	seed
1	add	6745.060660911276	N_S3_001	0.0	725.0	34980.48	61880.52	725.0	2434.0	21926.0	2434.0	21926.0	none	frozen_sister_bundle_exact	frozen_sister_bundle_exact	L-main-threeshift-75c-01	C008	1450.0	frozen_sister_bundle_exact	frozen_e3_sister_bundle_overlay	3
2	demand_change	7958.341704817857	C077	783.0	859.0067130886938	24525.11	-24839.84	76.0067130886938	34502.0	55779.0	34502.0	55779.0	none	frozen_base_customer	frozen_base_customer				existing_customer	frozen_e3_base_overlay	3
3	demand_change	9173.32144259055	C019	825.0	767.9343380928441	-4482.44	-7163.87	-57.06566190715591	2551.0	23246.0	2551.0	23246.0	none	frozen_base_customer	frozen_base_customer				existing_customer	frozen_e3_base_overlay	3
4	add	14169.349609355779	N_S3_002	0.0	356.0	-30316.48	-14776.43	356.0	36859.0	57411.0	36859.0	57411.0	none	frozen_sister_bundle_exact	frozen_sister_bundle_exact	L-main-threeshift-75c-01	C124	712.0	frozen_sister_bundle_exact	frozen_e3_sister_bundle_overlay	3
5	cancel	16349.585889599213	C080	261.0	0.0	17468.21	27907.31	-261.0	33403.0	53591.0	33403.0	53591.0	none	frozen_base_customer	frozen_base_customer				existing_customer	frozen_e3_base_overlay	3
6	demand_change	18519.050301422132	C072	704.0	750.2156127626976	-34170.35	17673.25	46.21561276269756	36411.0	56461.0	36411.0	56461.0	none	frozen_base_customer	frozen_base_customer				existing_customer	frozen_e3_base_overlay	3
7	add	18780.84649089665	N_S3_003	0.0	138.0	-5252.04	-39704.97	138.0	66941.0	85231.0	66941.0	85231.0	none	frozen_sister_bundle_exact	frozen_sister_bundle_exact	L-main-threeshift-75c-01	C161	276.0	frozen_sister_bundle_exact	frozen_e3_sister_bundle_overlay	3
8	cancel	18815.727566824615	C056	525.0	0.0	16583.26	14493.79	-525.0	37611.0	57459.0	37611.0	57459.0	none	frozen_base_customer	frozen_base_customer				existing_customer	frozen_e3_base_overlay	3
9	add	23846.55670747733	N_S3_004	0.0	712.0	-26136.17	-20268.78	712.0	34100.0	55054.0	34100.0	55054.0	none	frozen_sister_bundle_exact	frozen_sister_bundle_exact	L-main-threeshift-75c-01	C126	1424.0	frozen_sister_bundle_exact	frozen_e3_sister_bundle_overlay	3
10	demand_change	28197.308558781748	C103	490.0	521.4770340908467	24875.64	-26597.2	31.4770340908467	65664.0	84854.0	65664.0	84854.0	none	frozen_base_customer	frozen_base_customer				existing_customer	frozen_e3_base_overlay	3
11	demand_change	29642.668421604223	C110	258.0	290.59303687099185	-28015.84	9211.52	32.59303687099185	65424.0	85728.0	65424.0	85728.0	none	frozen_base_customer	frozen_base_customer				existing_customer	frozen_e3_base_overlay	3
12	add	30157.264666415747	N_S3_005	0.0	190.0	-35752.18	32680.32	190.0	37093.0	57067.0	37093.0	57067.0	none	frozen_sister_bundle_exact	frozen_sister_bundle_exact	L-main-threeshift-75c-01	C128	380.0	frozen_sister_bundle_exact	frozen_e3_sister_bundle_overlay	3
