event_id	event_type	t_appear	customer_id	old_demand	new_demand	x	y	delta_demand	old_ready_time	old_due_time	new_ready_time	new_due_time	time_window_action	demand_source	time_window_source	donor_instance_id	donor_customer_id	new_service_time	service_time_source	source	seed
1	demand_change	5370.982763129471	C083	598.0	628.8032412990553	-45284.41	-27405.9	30.803241299055344	33585.0	54219.0	33585.0	54219.0	none	frozen_base_customer	frozen_base_customer				existing_customer	frozen_e3_base_overlay	4
2	add	7381.375365589556	N_S4_001	0.0	443.0	3923.93	-2889.41	443.0	35376.0	55532.0	35376.0	55532.0	none	frozen_sister_bundle_exact	frozen_sister_bundle_exact	L-main-threeshift-75c-01	C130	886.0	frozen_sister_bundle_exact	frozen_e3_sister_bundle_overlay	4
3	demand_change	8643.469081186435	C035	552.0	510.4134583223019	-48767.09	79737.02	-41.58654167769811	3435.0	23957.0	3435.0	23957.0	none	frozen_base_customer	frozen_base_customer				existing_customer	frozen_e3_base_overlay	4
4	demand_change	8871.108032875207	C086	409.0	377.9964364134463	-46991.72	49829.91	-31.003563586553696	35033.0	55084.0	35033.0	55084.0	none	frozen_base_customer	frozen_base_customer				existing_customer	frozen_e3_base_overlay	4
5	cancel	10526.883137669454	C074	606.0	0.0	-429.55	21475.8	-606.0	34473.0	55322.0	34473.0	55322.0	none	frozen_base_customer	frozen_base_customer				existing_customer	frozen_e3_base_overlay	4
6	add	18389.20344720636	N_S4_002	0.0	804.0	45122.09	-14875.51	804.0	35465.0	57001.0	35465.0	57001.0	none	frozen_sister_bundle_exact	frozen_sister_bundle_exact	L-main-threeshift-75c-01	C083	1608.0	frozen_sister_bundle_exact	frozen_e3_sister_bundle_overlay	4
7	demand_change	25298.51709976446	C079	147.0	128.8901677404037	64980.56	-19485.27	-18.10983225959629	34506.0	54156.0	34506.0	54156.0	none	frozen_base_customer	frozen_base_customer				existing_customer	frozen_e3_base_overlay	4
8	demand_change	26365.542637539296	C072	704.0	795.7850624556606	-34170.35	17673.25	91.78506245566064	36411.0	56461.0	36411.0	56461.0	none	frozen_base_customer	frozen_base_customer				existing_customer	frozen_e3_base_overlay	4
9	cancel	26365.67910923325	C088	176.0	0.0	-31428.43	-31908.68	-176.0	36074.0	55483.0	36074.0	55483.0	none	frozen_base_customer	frozen_base_customer				existing_customer	frozen_e3_base_overlay	4
10	add	26553.16696427826	N_S4_003	0.0	468.0	41938.68	-21001.57	468.0	33795.0	54182.0	33795.0	54182.0	none	frozen_sister_bundle_exact	frozen_sister_bundle_exact	L-main-threeshift-75c-01	C148	936.0	frozen_sister_bundle_exact	frozen_e3_sister_bundle_overlay	4
11	add	27226.542275059404	N_S4_004	0.0	665.0	58375.8	45494.62	665.0	36967.0	57853.0	36967.0	57853.0	none	frozen_sister_bundle_exact	frozen_sister_bundle_exact	L-main-threeshift-75c-01	C115	1330.0	frozen_sister_bundle_exact	frozen_e3_sister_bundle_overlay	4
12	add	30206.86309438455	N_S4_005	0.0	773.0	-43908.05	-23709.71	773.0	37445.0	58827.0	37445.0	58827.0	none	frozen_sister_bundle_exact	frozen_sister_bundle_exact	L-main-threeshift-75c-01	C076	1546.0	frozen_sister_bundle_exact	frozen_e3_sister_bundle_overlay	4
