event_id,event_type,t_appear,customer_id,old_demand,new_demand,x,y,delta_demand,old_ready_time,old_due_time,new_ready_time,new_due_time,time_window_action,demand_source,time_window_source,donor_instance_id,donor_customer_id,new_service_time,service_time_source,source,seed
1,demand_change,4782.359959680036,C119,187.0,176.06676055987666,-56012.82,29127.8,-10.933239440123344,35866.0,55404.0,35866.0,55404.0,none,frozen_base_customer,frozen_base_customer,,,,existing_customer,frozen_e3_base_overlay,4
2,cancel,4861.829307705404,C109,468.0,0.0,-21242.87,-28002.82,-468.0,37689.0,57203.0,37689.0,57203.0,none,frozen_base_customer,frozen_base_customer,,,,existing_customer,frozen_e3_base_overlay,4
3,cancel,7536.374869041322,C149,721.0,0.0,36581.2,12803.66,-721.0,35801.0,55562.0,35801.0,55562.0,none,frozen_base_customer,frozen_base_customer,,,,existing_customer,frozen_e3_base_overlay,4
4,demand_change,8009.493088901819,C146,562.0,614.703064921797,-2504.21,1645.14,52.70306492179702,35422.0,55565.0,35422.0,55565.0,none,frozen_base_customer,frozen_base_customer,,,,existing_customer,frozen_e3_base_overlay,4
5,demand_change,11239.431164697338,C156,254.0,219.19477134330532,-38608.82,45301.34,-34.80522865669468,35440.0,54405.0,35440.0,54405.0,none,frozen_base_customer,frozen_base_customer,,,,existing_customer,frozen_e3_base_overlay,4
6,demand_change,11529.862708737955,C221,822.0,710.1230049542662,11775.37,17704.32,-111.87699504573379,66096.0,85940.0,66096.0,85940.0,none,frozen_base_customer,frozen_base_customer,,,,existing_customer,frozen_e3_base_overlay,4
7,demand_change,16481.29772057479,C183,338.0,350.8119655977462,-30497.12,9883.08,12.811965597746223,33526.0,52696.0,33526.0,52696.0,none,frozen_base_customer,frozen_base_customer,,,,existing_customer,frozen_e3_base_overlay,4
8,add,17460.04217748296,N_S4_001,0.0,661.0,-3610.73,21509.49,661.0,36517.0,57734.0,36517.0,57734.0,none,frozen_sister_bundle_exact,frozen_sister_bundle_exact,L-main-threeshift-200c-01,C234,1322.0,frozen_sister_bundle_exact,frozen_e3_sister_bundle_overlay,4
9,demand_change,18720.59941631251,C179,573.0,576.2441116206459,-40971.09,68468.03,3.2441116206458673,35584.0,55453.0,35584.0,55453.0,none,frozen_base_customer,frozen_base_customer,,,,existing_customer,frozen_e3_base_overlay,4
10,demand_change,19468.372082981357,C138,735.0,767.6335773386689,18341.55,-18883.56,32.63357733866894,33707.0,53559.0,33707.0,53559.0,none,frozen_base_customer,frozen_base_customer,,,,existing_customer,frozen_e3_base_overlay,4
11,demand_change,20480.960963689166,C195,460.0,487.72126329922946,-5988.47,-41226.79,27.721263299229463,36639.0,55782.0,36639.0,55782.0,none,frozen_base_customer,frozen_base_customer,,,,existing_customer,frozen_e3_base_overlay,4
12,add,21119.742216973056,N_S4_002,0.0,248.0,-15305.21,23530.48,248.0,2894.0,22550.0,2894.0,22550.0,none,frozen_sister_bundle_exact,frozen_sister_bundle_exact,L-main-threeshift-200c-01,C140,496.0,frozen_sister_bundle_exact,frozen_e3_sister_bundle_overlay,4
13,add,22472.25204505815,N_S4_003,0.0,320.0,22616.04,17826.11,320.0,35953.0,55411.0,35953.0,55411.0,none,frozen_sister_bundle_exact,frozen_sister_bundle_exact,L-main-threeshift-200c-01,C374,640.0,frozen_sister_bundle_exact,frozen_e3_sister_bundle_overlay,4
14,add,24292.49599649243,N_S4_004,0.0,335.0,-43615.7,8922.14,335.0,35619.0,55059.0,35619.0,55059.0,none,frozen_sister_bundle_exact,frozen_sister_bundle_exact,L-main-threeshift-200c-01,C252,670.0,frozen_sister_bundle_exact,frozen_e3_sister_bundle_overlay,4
15,add,26365.542637539296,N_S4_005,0.0,103.0,35189.06,19950.6,103.0,37517.0,57185.0,37517.0,57185.0,none,frozen_sister_bundle_exact,frozen_sister_bundle_exact,L-main-threeshift-200c-01,C218,206.0,frozen_sister_bundle_exact,frozen_e3_sister_bundle_overlay,4
16,add,26553.16696427826,N_S4_006,0.0,540.0,25639.37,14591.84,540.0,34097.0,53948.0,34097.0,53948.0,none,frozen_sister_bundle_exact,frozen_sister_bundle_exact,L-main-threeshift-200c-01,C309,1080.0,frozen_sister_bundle_exact,frozen_e3_sister_bundle_overlay,4
17,add,27226.542275059404,N_S4_007,0.0,389.0,-30405.55,318.45,389.0,65650.0,85279.0,65650.0,85279.0,none,frozen_sister_bundle_exact,frozen_sister_bundle_exact,L-main-threeshift-200c-01,C439,778.0,frozen_sister_bundle_exact,frozen_e3_sister_bundle_overlay,4
18,demand_change,28004.56634565834,C213,195.0,177.60623104608518,-37849.66,29099.07,-17.393768953914815,66914.0,85353.0,66914.0,85353.0,none,frozen_base_customer,frozen_base_customer,,,,existing_customer,frozen_e3_base_overlay,4
19,cancel,28332.241306396918,C217,681.0,0.0,-42167.63,18980.0,-681.0,66100.0,85752.0,66100.0,85752.0,none,frozen_base_customer,frozen_base_customer,,,,existing_customer,frozen_e3_base_overlay,4
20,add,28772.73472116267,N_S4_008,0.0,638.0,-28662.07,29198.06,638.0,34543.0,54820.0,34543.0,54820.0,none,frozen_sister_bundle_exact,frozen_sister_bundle_exact,L-main-threeshift-200c-01,C366,1276.0,frozen_sister_bundle_exact,frozen_e3_sister_bundle_overlay,4
21,cancel,29644.237551900118,C209,180.0,0.0,-9586.39,-54768.56,-180.0,66521.0,85064.0,66521.0,85064.0,none,frozen_base_customer,frozen_base_customer,,,,existing_customer,frozen_e3_base_overlay,4
22,add,30421.95212433322,N_S4_009,0.0,434.0,52568.67,12453.22,434.0,34632.0,54430.0,34632.0,54430.0,none,frozen_sister_bundle_exact,frozen_sister_bundle_exact,L-main-threeshift-200c-01,C317,868.0,frozen_sister_bundle_exact,frozen_e3_sister_bundle_overlay,4
