customer_id,owner_depot_id
C001,D0
C002,D0
C003,D1
C004,D1
C005,D1
C006,D1
C007,D0
C008,D1
C009,D0
C010,D1
C011,D1
C012,D0
C013,D0
C014,D1
C015,D0
C016,D0
C017,D1
C018,D0
C019,D0
C020,D1
C021,D1
C022,D0
C023,D0
C024,D1
C025,D0
C026,D1
C027,D1
C028,D1
C029,D1
C030,D1
C031,D1
C032,D0
C033,D0
C034,D1
C035,D0
C036,D1
C037,D1
C038,D1
C039,D1
C040,D1
C041,D0
C042,D0
C043,D0
C044,D0
C045,D0
C046,D0
C047,D1
C048,D0
C049,D0
C050,D1
C051,D1
C052,D1
C053,D0
C054,D0
C055,D0
C056,D1
C057,D0
C058,D0
C059,D1
C060,D0
C061,D0
C062,D0
C063,D1
C064,D0
C065,D1
C066,D1
C067,D0
C068,D1
C069,D0
C070,D0
C071,D1
C072,D1
C073,D0
C074,D0
C075,D0
C076,D0
C077,D1
C078,D0
C079,D0
C080,D1
C081,D1
C082,D1
C083,D1
C084,D0
C085,D1
C086,D0
C087,D0
C088,D0
C089,D1
C090,D0
C091,D1
C092,D1
C093,D0
C094,D1
C095,D1
C096,D0
C097,D1
C098,D0
C099,D1
C100,D1
C101,D0
C102,D0
C103,D0
C104,D1
C105,D1
C106,D0
C107,D1
C108,D0
C109,D1
C110,D0
C111,D1
C112,D1
C113,D1
C114,D0
C115,D1
C116,D1
C117,D0
C118,D0
C119,D0
C120,D1
C121,D1
C122,D0
C123,D0
C124,D0
C125,D1
C126,D1
C127,D1
C128,D1
C129,D1
C130,D0
C131,D1
C132,D1
C133,D0
C134,D0
C135,D0
C136,D0
C137,D0
C138,D0
C139,D0
C140,D1
C141,D1
C142,D0
C143,D0
C144,D1
C145,D1
C146,D0
C147,D0
C148,D1
C149,D1
C150,D1
C151,D0
C152,D1
C153,D1
C154,D1
C155,D0
C156,D0
C157,D1
C158,D1
C159,D0
C160,D1
C161,D1
C162,D0
C163,D1
C164,D0
C165,D1
C166,D1
C167,D1
C168,D0
C169,D0
C170,D0
C171,D0
C172,D0
C173,D0
C174,D1
C175,D0
C176,D0
C177,D1
C178,D0
C179,D1
C180,D0
C181,D1
C182,D1
C183,D0
C184,D0
C185,D1
C186,D0
C187,D0
C188,D1
C189,D0
C190,D0
C191,D1
C192,D1
C193,D0
C194,D0
C195,D0
C196,D0
C197,D1
C198,D1
C199,D1
C200,D0
C201,D0
C202,D0
C203,D0
C204,D0
C205,D0
C206,D0
C207,D0
C208,D0
C209,D0
C210,D1
C211,D0
C212,D1
C213,D0
C214,D1
C215,D0
C216,D1
C217,D0
C218,D0
C219,D0
C220,D0
C221,D0
N_S1_001,D1
N_S1_002,D1
N_S1_003,D1
N_S1_004,D0
N_S1_005,D1
N_S1_006,D0
N_S1_007,D0
N_S1_008,D1
N_S1_009,D0
