profile,destroy_id,repair_id,pair,attempts,accepted_count,best_improved_count,unchanged_count,accepted_rate,best_improved_rate,unchanged_rate,mean_candidate_route_count_delta,best_improved_top3_member
A0_MAIN_LOCAL_SEARCH,whole_route_removal,regret2_insert_repair,whole_route_removal+regret2_insert_repair,1039,52,9,762,0.05004812319538017,0.008662175168431183,0.7333974975938402,0.11453320500481232,False
A0_MAIN_LOCAL_SEARCH,route_segment_removal,regret3_insert_repair,route_segment_removal+regret3_insert_repair,793,25,2,740,0.031525851197982346,0.0025220680958385876,0.9331651954602774,0.006305170239596469,False
A0_MAIN_LOCAL_SEARCH,worst_customer_removal,regret3_insert_repair,worst_customer_removal+regret3_insert_repair,636,10,2,562,0.015723270440251572,0.0031446540880503146,0.8836477987421384,0.04874213836477988,False
A0_MAIN_LOCAL_SEARCH,shaw_related_removal,greedy_insert_repair,shaw_related_removal+greedy_insert_repair,631,8,1,439,0.012678288431061807,0.001584786053882726,0.6957210776545166,0.060221870047543584,False
A0_MAIN_LOCAL_SEARCH,vehicle_type_swap,regret2_insert_repair,vehicle_type_swap+regret2_insert_repair,622,1,1,430,0.001607717041800643,0.001607717041800643,0.6913183279742765,0.0,False
A0_MAIN_LOCAL_SEARCH,worst_customer_removal,greedy_insert_repair,worst_customer_removal+greedy_insert_repair,554,0,0,484,0.0,0.0,0.8736462093862816,0.05595667870036101,False
A0_MAIN_LOCAL_SEARCH,vehicle_type_swap,regret3_insert_repair,vehicle_type_swap+regret3_insert_repair,553,0,0,430,0.0,0.0,0.7775768535262206,0.0,False
A3_BACKEND_LOCAL_SEARCH,random_customer_removal,greedy_insert_repair,random_customer_removal+greedy_insert_repair,88421,11174,1420,43811,0.12637269426946088,0.016059533368769863,0.4954818425487158,0.09883398740118297,True
A3_BACKEND_LOCAL_SEARCH,random_customer_removal,regret2_insert_repair,random_customer_removal+regret2_insert_repair,44104,3569,643,32729,0.08092236531833848,0.01457917649192817,0.7420868855432614,0.07738527117721748,True
A3_BACKEND_LOCAL_SEARCH,random_customer_removal,regret3_insert_repair,random_customer_removal+regret3_insert_repair,12292,3324,191,2963,0.27041978522616333,0.015538561666124308,0.2410510901399284,0.16718190693133744,True
A3_BACKEND_LOCAL_SEARCH,whole_route_removal,regret3_insert_repair,whole_route_removal+regret3_insert_repair,11593,5381,5,6106,0.46415940653842835,0.00043129474682998363,0.5266971448287759,0.004830501164495816,False
A3_BACKEND_LOCAL_SEARCH,shaw_related_removal,regret3_insert_repair,shaw_related_removal+regret3_insert_repair,6255,181,88,2947,0.028936850519584334,0.014068745003996802,0.47114308553157475,0.14148681055155876,False
A3_BACKEND_LOCAL_SEARCH,route_segment_removal,greedy_insert_repair,route_segment_removal+greedy_insert_repair,5986,881,39,4225,0.14717674574006015,0.006515202138322753,0.705813564984965,0.08319411961242901,False
A3_BACKEND_LOCAL_SEARCH,shaw_related_removal,regret2_insert_repair,shaw_related_removal+regret2_insert_repair,5215,165,92,2449,0.031639501438159155,0.017641418983700863,0.46960690316395015,0.38868648130393096,False
A3_BACKEND_LOCAL_SEARCH,vehicle_type_swap,greedy_insert_repair,vehicle_type_swap+greedy_insert_repair,4564,120,120,476,0.026292725679228746,0.026292725679228746,0.10429447852760736,0.0,False
A3_BACKEND_LOCAL_SEARCH,whole_route_removal,greedy_insert_repair,whole_route_removal+greedy_insert_repair,3148,1216,6,1796,0.386277001270648,0.0019059720457433292,0.5705209656925032,0.030813214739517154,False
A3_BACKEND_LOCAL_SEARCH,shaw_related_removal,greedy_insert_repair,shaw_related_removal+greedy_insert_repair,3119,91,58,883,0.029176017954472586,0.018595703751202307,0.2831035588329593,0.621352997755691,False
A3_BACKEND_LOCAL_SEARCH,route_segment_removal,regret2_insert_repair,route_segment_removal+regret2_insert_repair,2194,102,6,2014,0.04649042844120328,0.0027347310847766638,0.9179580674567,0.0022789425706472195,False
A3_BACKEND_LOCAL_SEARCH,worst_customer_removal,regret2_insert_repair,worst_customer_removal+regret2_insert_repair,724,5,3,550,0.006906077348066298,0.004143646408839779,0.7596685082872928,0.15607734806629833,False
A3_BACKEND_LOCAL_SEARCH,worst_customer_removal,regret3_insert_repair,worst_customer_removal+regret3_insert_repair,688,3,1,625,0.00436046511627907,0.0014534883720930232,0.9084302325581395,0.03924418604651163,False
A3_BACKEND_LOCAL_SEARCH,route_segment_removal,regret3_insert_repair,route_segment_removal+regret3_insert_repair,653,19,1,600,0.02909647779479326,0.0015313935681470138,0.9188361408882083,0.0015313935681470138,False
A3_BACKEND_LOCAL_SEARCH,worst_customer_removal,greedy_insert_repair,worst_customer_removal+greedy_insert_repair,569,2,0,474,0.0035149384885764497,0.0,0.8330404217926186,0.02460456942003515,False
A3_BACKEND_LOCAL_SEARCH,whole_route_removal,regret2_insert_repair,whole_route_removal+regret2_insert_repair,556,0,0,509,0.0,0.0,0.9154676258992805,0.048561151079136694,False
A3_BACKEND_LOCAL_SEARCH,vehicle_type_swap,regret2_insert_repair,vehicle_type_swap+regret2_insert_repair,555,0,0,476,0.0,0.0,0.8576576576576577,0.0,False
A3_BACKEND_LOCAL_SEARCH,vehicle_type_swap,regret3_insert_repair,vehicle_type_swap+regret3_insert_repair,555,0,0,476,0.0,0.0,0.8576576576576577,0.0,False
