algorithm_row_count,algorithms,alpha_best_obj,best_obj,candidate_scores,context_id,control_mode,elapsed_seconds,evaluations,feasible,jobs,mode,operator_base_id,python_env,repeat,returncode,solution_signature_hash,stderr_tail,stdout_tail,success,violation_count
0,official_winner_kernel,,4779.053444002934,16000,system_direct,direct_kernel,213.43064887495711,16000,True,1,direct,winner_kernel_v1,system,1,0,f30090dbbfc33ba49f1df67d6c41b449ea361b21e5c1fe7c74bda7b7fa710d20,,"{""best_obj"": 4779.053444002934, ""candidate_scores"": 16000, ""control_mode"": ""direct_kernel"", ""evaluations"": 16000, ""feasible"": true, ""operator_base_id"": ""winner_kernel_v1"", ""returncode"": 0, ""solution_signature_hash"": ""f30090dbbfc33ba49f1df67d6c41b449ea361b21e5c1fe7c74bda7b7fa710d20"", ""success"": true, ""violation_count"": 0}
",True,0
0,official_winner_kernel,,4779.053444002934,16000,system_direct,direct_kernel,212.44978916703258,16000,True,1,direct,winner_kernel_v1,system,2,0,f30090dbbfc33ba49f1df67d6c41b449ea361b21e5c1fe7c74bda7b7fa710d20,,"{""best_obj"": 4779.053444002934, ""candidate_scores"": 16000, ""control_mode"": ""direct_kernel"", ""evaluations"": 16000, ""feasible"": true, ""operator_base_id"": ""winner_kernel_v1"", ""returncode"": 0, ""solution_signature_hash"": ""f30090dbbfc33ba49f1df67d6c41b449ea361b21e5c1fe7c74bda7b7fa710d20"", ""success"": true, ""violation_count"": 0}
",True,0
0,official_winner_kernel,,4779.053444002934,16000,system_direct,direct_kernel,212.24337954097427,16000,True,1,direct,winner_kernel_v1,system,3,0,f30090dbbfc33ba49f1df67d6c41b449ea361b21e5c1fe7c74bda7b7fa710d20,,"{""best_obj"": 4779.053444002934, ""candidate_scores"": 16000, ""control_mode"": ""direct_kernel"", ""evaluations"": 16000, ""feasible"": true, ""operator_base_id"": ""winner_kernel_v1"", ""returncode"": 0, ""solution_signature_hash"": ""f30090dbbfc33ba49f1df67d6c41b449ea361b21e5c1fe7c74bda7b7fa710d20"", ""success"": true, ""violation_count"": 0}
",True,0
0,official_winner_kernel,,4779.053444002934,16000,system_processpool,direct_kernel,209.6703828329919,16000,True,1,processpool,winner_kernel_v1,system,1,0,f30090dbbfc33ba49f1df67d6c41b449ea361b21e5c1fe7c74bda7b7fa710d20,,"{""best_obj"": 4779.053444002934, ""candidate_scores"": 16000, ""control_mode"": ""direct_kernel"", ""evaluations"": 16000, ""feasible"": true, ""operator_base_id"": ""winner_kernel_v1"", ""returncode"": 0, ""solution_signature_hash"": ""f30090dbbfc33ba49f1df67d6c41b449ea361b21e5c1fe7c74bda7b7fa710d20"", ""success"": true, ""violation_count"": 0}
",True,0
0,official_winner_kernel,,4779.053444002934,16000,system_processpool,direct_kernel,208.37132745794952,16000,True,1,processpool,winner_kernel_v1,system,2,0,f30090dbbfc33ba49f1df67d6c41b449ea361b21e5c1fe7c74bda7b7fa710d20,,"{""best_obj"": 4779.053444002934, ""candidate_scores"": 16000, ""control_mode"": ""direct_kernel"", ""evaluations"": 16000, ""feasible"": true, ""operator_base_id"": ""winner_kernel_v1"", ""returncode"": 0, ""solution_signature_hash"": ""f30090dbbfc33ba49f1df67d6c41b449ea361b21e5c1fe7c74bda7b7fa710d20"", ""success"": true, ""violation_count"": 0}
",True,0
0,official_winner_kernel,,4779.053444002934,16000,system_processpool,direct_kernel,207.85204033297487,16000,True,1,processpool,winner_kernel_v1,system,3,0,f30090dbbfc33ba49f1df67d6c41b449ea361b21e5c1fe7c74bda7b7fa710d20,,"{""best_obj"": 4779.053444002934, ""candidate_scores"": 16000, ""control_mode"": ""direct_kernel"", ""evaluations"": 16000, ""feasible"": true, ""operator_base_id"": ""winner_kernel_v1"", ""returncode"": 0, ""solution_signature_hash"": ""f30090dbbfc33ba49f1df67d6c41b449ea361b21e5c1fe7c74bda7b7fa710d20"", ""success"": true, ""violation_count"": 0}
",True,0
0,official_winner_kernel,,4909.530249672552,16000,venv_direct,direct_kernel,248.23568349995185,16000,True,1,direct,winner_kernel_v1,venv,1,0,7eb8d29b66864978403e98155f79e12e4dbcf4070f25e22f7bb5252b7993c1cf,,"{""best_obj"": 4909.530249672552, ""candidate_scores"": 16000, ""control_mode"": ""direct_kernel"", ""evaluations"": 16000, ""feasible"": true, ""operator_base_id"": ""winner_kernel_v1"", ""returncode"": 0, ""solution_signature_hash"": ""7eb8d29b66864978403e98155f79e12e4dbcf4070f25e22f7bb5252b7993c1cf"", ""success"": true, ""violation_count"": 0}
",True,0
0,official_winner_kernel,,4909.530249672552,16000,venv_direct,direct_kernel,247.7737727499334,16000,True,1,direct,winner_kernel_v1,venv,2,0,7eb8d29b66864978403e98155f79e12e4dbcf4070f25e22f7bb5252b7993c1cf,,"{""best_obj"": 4909.530249672552, ""candidate_scores"": 16000, ""control_mode"": ""direct_kernel"", ""evaluations"": 16000, ""feasible"": true, ""operator_base_id"": ""winner_kernel_v1"", ""returncode"": 0, ""solution_signature_hash"": ""7eb8d29b66864978403e98155f79e12e4dbcf4070f25e22f7bb5252b7993c1cf"", ""success"": true, ""violation_count"": 0}
",True,0
0,official_winner_kernel,,4909.530249672552,16000,venv_direct,direct_kernel,247.66808612504974,16000,True,1,direct,winner_kernel_v1,venv,3,0,7eb8d29b66864978403e98155f79e12e4dbcf4070f25e22f7bb5252b7993c1cf,,"{""best_obj"": 4909.530249672552, ""candidate_scores"": 16000, ""control_mode"": ""direct_kernel"", ""evaluations"": 16000, ""feasible"": true, ""operator_base_id"": ""winner_kernel_v1"", ""returncode"": 0, ""solution_signature_hash"": ""7eb8d29b66864978403e98155f79e12e4dbcf4070f25e22f7bb5252b7993c1cf"", ""success"": true, ""violation_count"": 0}
",True,0
2,"alpha_ucb_env,official_winner_kernel",4909.530249672551,4909.530249672552,16000,venv_evaluate_policy_combo_jobs1,official_kernel,513.1926192920655,16000,True,1,evaluate_policy,winner_kernel_v1,venv,1,0,7eb8d29b66864978403e98155f79e12e4dbcf4070f25e22f7bb5252b7993c1cf,,"DR_ALNS_PPO_EVAL_OK rows=2
",True,0
2,"alpha_ucb_env,official_winner_kernel",4909.530249672551,4909.530249672552,16000,venv_evaluate_policy_combo_jobs1,official_kernel,514.2384624999249,16000,True,1,evaluate_policy,winner_kernel_v1,venv,2,0,7eb8d29b66864978403e98155f79e12e4dbcf4070f25e22f7bb5252b7993c1cf,,"DR_ALNS_PPO_EVAL_OK rows=2
",True,0
2,"alpha_ucb_env,official_winner_kernel",4909.530249672551,4909.530249672552,16000,venv_evaluate_policy_combo_jobs1,official_kernel,513.7321065409342,16000,True,1,evaluate_policy,winner_kernel_v1,venv,3,0,7eb8d29b66864978403e98155f79e12e4dbcf4070f25e22f7bb5252b7993c1cf,,"DR_ALNS_PPO_EVAL_OK rows=2
",True,0
2,"alpha_ucb_env,official_winner_kernel",4909.530249672551,4909.530249672552,16000,venv_evaluate_policy_combo_jobs2,official_kernel,369.74454083293676,16000,True,2,evaluate_policy,winner_kernel_v1,venv,1,0,7eb8d29b66864978403e98155f79e12e4dbcf4070f25e22f7bb5252b7993c1cf,,"DR_ALNS_PPO_EVAL_OK rows=2
",True,0
2,"alpha_ucb_env,official_winner_kernel",4909.530249672551,4909.530249672552,16000,venv_evaluate_policy_combo_jobs2,official_kernel,368.2216134169139,16000,True,2,evaluate_policy,winner_kernel_v1,venv,2,0,7eb8d29b66864978403e98155f79e12e4dbcf4070f25e22f7bb5252b7993c1cf,,"DR_ALNS_PPO_EVAL_OK rows=2
",True,0
2,"alpha_ucb_env,official_winner_kernel",4909.530249672551,4909.530249672552,16000,venv_evaluate_policy_combo_jobs2,official_kernel,368.4309165420709,16000,True,2,evaluate_policy,winner_kernel_v1,venv,3,0,7eb8d29b66864978403e98155f79e12e4dbcf4070f25e22f7bb5252b7993c1cf,,"DR_ALNS_PPO_EVAL_OK rows=2
",True,0
1,official_winner_kernel,,4909.530249672552,16000,venv_evaluate_policy_official_jobs1,official_kernel,244.10546016599983,16000,True,1,evaluate_policy,winner_kernel_v1,venv,1,0,7eb8d29b66864978403e98155f79e12e4dbcf4070f25e22f7bb5252b7993c1cf,,"DR_ALNS_PPO_EVAL_OK rows=1
",True,0
