event_id	event_type	t_appear	customer_id	old_demand	new_demand	x	y	delta_demand	old_ready_time	old_due_time	new_ready_time	new_due_time	time_window_action	demand_source	time_window_source	donor_instance_id	donor_customer_id	new_service_time	service_time_source	source	seed
1	add	6745.060660911276	N_S3_001	0.0	103.0	35189.06	19950.6	103.0	37517.0	57185.0	37517.0	57185.0	none	frozen_sister_bundle_exact	frozen_sister_bundle_exact	L-main-threeshift-200c-01	C218	206.0	frozen_sister_bundle_exact	frozen_e3_sister_bundle_overlay	3
2	demand_change	7958.341704817857	C056	226.0	247.93808066161532	58432.12	64203.28	21.938080661615317	1151.0	21078.0	1151.0	21078.0	none	frozen_base_customer	frozen_base_customer				existing_customer	frozen_e3_base_overlay	3
3	demand_change	9173.32144259055	C210	135.0	125.66198259701086	-91429.68	-20542.62	-9.338017402989138	37650.0	57666.0	37650.0	57666.0	none	frozen_base_customer	frozen_base_customer				existing_customer	frozen_e3_base_overlay	3
4	add	14169.349609355779	N_S3_002	0.0	104.0	39444.28	4896.47	104.0	37451.0	56027.0	37451.0	56027.0	none	frozen_sister_bundle_exact	frozen_sister_bundle_exact	L-main-threeshift-200c-01	C337	208.0	frozen_sister_bundle_exact	frozen_e3_sister_bundle_overlay	3
5	demand_change	16349.585889599213	C158	722.0	742.5227450884673	-7750.97	-37029.55	20.52274508846733	36059.0	56144.0	36059.0	56144.0	none	frozen_base_customer	frozen_base_customer				existing_customer	frozen_e3_base_overlay	3
6	demand_change	18519.050301422132	C322	404.0	454.9229822882421	-961.54	5439.02	50.92298228824211	66493.0	85396.0	66493.0	85396.0	none	frozen_base_customer	frozen_base_customer				existing_customer	frozen_e3_base_overlay	3
7	cancel	18780.84649089665	C189	581.0	0.0	-19342.81	-5077.15	-581.0	35803.0	56031.0	35803.0	56031.0	none	frozen_base_customer	frozen_base_customer				existing_customer	frozen_e3_base_overlay	3
8	cancel	18815.727566824615	C164	430.0	0.0	15591.52	-30357.74	-430.0	34289.0	54578.0	34289.0	54578.0	none	frozen_base_customer	frozen_base_customer				existing_customer	frozen_e3_base_overlay	3
9	add	23846.55670747733	N_S3_003	0.0	106.0	57336.69	-84513.69	106.0	33861.0	52865.0	33861.0	52865.0	none	frozen_sister_bundle_exact	frozen_sister_bundle_exact	L-main-threeshift-200c-01	C290	212.0	frozen_sister_bundle_exact	frozen_e3_sister_bundle_overlay	3
10	demand_change	28197.308558781748	C152	729.0	704.4199976733336	40587.95	-28829.87	-24.58000232666643	35847.0	55953.0	35847.0	55953.0	none	frozen_base_customer	frozen_base_customer				existing_customer	frozen_e3_base_overlay	3
11	demand_change	29642.668421604223	C302	134.0	145.5819759669018	-42340.34	-70693.41	11.581975966901808	66589.0	85868.0	66589.0	85868.0	none	frozen_base_customer	frozen_base_customer				existing_customer	frozen_e3_base_overlay	3
12	cancel	30157.264666415747	C217	345.0	0.0	-25450.73	-13936.8	-345.0	36080.0	56067.0	36080.0	56067.0	none	frozen_base_customer	frozen_base_customer				existing_customer	frozen_e3_base_overlay	3
