event_id,event_type,t_appear,customer_id,old_demand,new_demand,x,y,delta_demand,old_ready_time,old_due_time,new_ready_time,new_due_time,time_window_action,demand_source,time_window_source,donor_instance_id,donor_customer_id,new_service_time,service_time_source,source,seed
1,demand_change,3246.3517208400144,C279,630.0,569.0354863079438,44532.3,-37893.78,-60.964513692056244,37549.0,58011.0,37549.0,58011.0,none,frozen_base_customer,frozen_base_customer,,,,existing_customer,frozen_e3_base_overlay,2
2,demand_change,6949.497996505321,C172,152.0,139.71548195099777,-59046.27,-3418.58,-12.28451804900223,35250.0,55298.0,35250.0,55298.0,none,frozen_base_customer,frozen_base_customer,,,,existing_customer,frozen_e3_base_overlay,2
3,cancel,10271.60002747568,C267,271.0,0.0,16622.78,-3699.43,-271.0,35291.0,54540.0,35291.0,54540.0,none,frozen_base_customer,frozen_base_customer,,,,existing_customer,frozen_e3_base_overlay,2
4,cancel,14060.40224301043,C276,305.0,0.0,-19976.31,48185.78,-305.0,33706.0,52960.0,33706.0,52960.0,none,frozen_base_customer,frozen_base_customer,,,,existing_customer,frozen_e3_base_overlay,2
5,demand_change,15183.449922407965,C262,143.0,129.13128717950457,61095.91,63120.84,-13.868712820495432,35397.0,55215.0,35397.0,55215.0,none,frozen_base_customer,frozen_base_customer,,,,existing_customer,frozen_e3_base_overlay,2
6,demand_change,15612.390667069812,C244,713.0,643.1806344303457,86807.76,25956.32,-69.81936556965434,37435.0,56885.0,37435.0,56885.0,none,frozen_base_customer,frozen_base_customer,,,,existing_customer,frozen_e3_base_overlay,2
7,demand_change,18615.913914262663,C284,445.0,446.35725358959195,45035.26,10635.2,1.3572535895919486,34334.0,54320.0,34334.0,54320.0,none,frozen_base_customer,frozen_base_customer,,,,existing_customer,frozen_e3_base_overlay,2
8,add,19735.609477466973,N_S2_001,0.0,103.0,35189.06,19950.6,103.0,37517.0,57185.0,37517.0,57185.0,none,frozen_sister_bundle_exact,frozen_sister_bundle_exact,L-main-threeshift-200c-01,C218,206.0,frozen_sister_bundle_exact,frozen_e3_sister_bundle_overlay,2
9,cancel,20509.68442529894,C254,749.0,0.0,11580.58,28968.45,-749.0,36988.0,57296.0,36988.0,57296.0,none,frozen_base_customer,frozen_base_customer,,,,existing_customer,frozen_e3_base_overlay,2
10,demand_change,24023.885336620966,C154,794.0,760.5784923843028,-14237.37,-35902.79,-33.42150761569724,35052.0,54690.0,35052.0,54690.0,none,frozen_base_customer,frozen_base_customer,,,,existing_customer,frozen_e3_base_overlay,2
11,add,30869.719106339686,N_S2_002,0.0,104.0,39444.28,4896.47,104.0,37451.0,56027.0,37451.0,56027.0,none,frozen_sister_bundle_exact,frozen_sister_bundle_exact,L-main-threeshift-200c-01,C337,208.0,frozen_sister_bundle_exact,frozen_e3_sister_bundle_overlay,2
12,add,32243.34358360022,N_S2_003,0.0,106.0,57336.69,-84513.69,106.0,33861.0,52865.0,33861.0,52865.0,none,frozen_sister_bundle_exact,frozen_sister_bundle_exact,L-main-threeshift-200c-01,C290,212.0,frozen_sister_bundle_exact,frozen_e3_sister_bundle_overlay,2
