event_id	event_type	t_appear	customer_id	old_demand	new_demand	x	y	delta_demand	old_ready_time	old_due_time	new_ready_time	new_due_time	time_window_action	demand_source	time_window_source	donor_instance_id	donor_customer_id	new_service_time	service_time_source	source	seed
1	demand_change	4335.215688022423	C189	581.0	661.2001535679101	-19342.81	-5077.15	80.20015356791009	35803.0	56031.0	35803.0	56031.0	none	frozen_base_customer	frozen_base_customer				existing_customer	frozen_e3_base_overlay	5
2	add	5243.705921739202	N_S5_001	0.0	103.0	35189.06	19950.6	103.0	37517.0	57185.0	37517.0	57185.0	none	frozen_sister_bundle_exact	frozen_sister_bundle_exact	L-main-threeshift-200c-01	C218	206.0	frozen_sister_bundle_exact	frozen_e3_sister_bundle_overlay	5
3	demand_change	7665.968072640028	C186	658.0	592.0400617287553	12384.74	-71074.96	-65.95993827124471	36825.0	56708.0	36825.0	56708.0	none	frozen_base_customer	frozen_base_customer				existing_customer	frozen_e3_base_overlay	5
4	demand_change	9699.760804746842	C007	246.0	221.38655442409754	23533.07	33728.38	-24.61344557590246	2153.0	21415.0	2153.0	21415.0	none	frozen_base_customer	frozen_base_customer				existing_customer	frozen_e3_base_overlay	5
5	add	13403.03107220417	N_S5_002	0.0	104.0	39444.28	4896.47	104.0	37451.0	56027.0	37451.0	56027.0	none	frozen_sister_bundle_exact	frozen_sister_bundle_exact	L-main-threeshift-200c-01	C337	208.0	frozen_sister_bundle_exact	frozen_e3_sister_bundle_overlay	5
6	cancel	13674.119411433698	C096	812.0	0.0	-5648.35	24854.15	-812.0	1633.0	22700.0	1633.0	22700.0	none	frozen_base_customer	frozen_base_customer				existing_customer	frozen_e3_base_overlay	5
7	demand_change	13936.584302383893	C175	802.0	757.1645190770298	-8642.17	-23596.92	-44.83548092297019	36792.0	57174.0	36792.0	57174.0	none	frozen_base_customer	frozen_base_customer				existing_customer	frozen_e3_base_overlay	5
8	add	14502.487902429302	N_S5_003	0.0	106.0	56889.9	22593.87	106.0	5390.0	23879.0	5390.0	23879.0	none	frozen_sister_bundle_exact	frozen_sister_bundle_exact	L-main-threeshift-200c-01	C158	212.0	frozen_sister_bundle_exact	frozen_e3_sister_bundle_overlay	5
9	demand_change	24270.995595409786	C166	663.0	603.1090870600309	-37736.84	84682.97	-59.8909129399691	33957.0	54952.0	33957.0	54952.0	none	frozen_base_customer	frozen_base_customer				existing_customer	frozen_e3_base_overlay	5
10	cancel	25200.624930454233	C247	638.0	0.0	-91604.6	-24377.9	-638.0	34007.0	54358.0	34007.0	54358.0	none	frozen_base_customer	frozen_base_customer				existing_customer	frozen_e3_base_overlay	5
11	cancel	28391.96301069511	C282	318.0	0.0	-35529.61	-72870.88	-318.0	36699.0	56135.0	36699.0	56135.0	none	frozen_base_customer	frozen_base_customer				existing_customer	frozen_e3_base_overlay	5
12	demand_change	28421.790645840483	C281	204.0	227.01847871454973	-20454.88	-61495.11	23.01847871454973	37369.0	57439.0	37369.0	57439.0	none	frozen_base_customer	frozen_base_customer				existing_customer	frozen_e3_base_overlay	5
